category,app_name,instruction_template,final_query,槽位信息,is_train,模型输出,模型输出_csv,,,,,,,,
签到,抖音极速版,在抖音极速版中签到领积分,我在抖音极速版里怎么找不到签到领积分的入口？,无,0,<Plan>#签到#在$抖音极速版$中查找签到领积分的入口</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中查找签到领积分的入口,签到,抖音极速版",,,,,,,,
签到,抖音极速版,在抖音极速版中签到领积分,能不能帮我查一下抖音极速版里的签到领积分活动在哪？,无,1,<Plan>#签到#在$抖音极速版$中查看签到领积分活动</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中查看签到领积分活动,签到,抖音极速版",,,,,,,,
签到,抖音极速版,在抖音极速版中签到领积分,打开抖音极速版之后怎么签到领积分？,无,1,<Plan>#签到#在$抖音极速版$中打开签到领积分</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中打开签到领积分,签到,抖音极速版",,,,,,,,
签到,抖音极速版,在抖音极速版中签到领积分,抖音极速版签到领积分是真的吗？怎么操作？,无,0,<Plan>#签到#在$抖音极速版$中签到领取积分</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中签到领取积分,签到,抖音极速版",,,,,,,,
签到,抖音极速版,在抖音极速版中签到领积分,在抖音极速版签到领积分的流程麻烦说一下。,无,0,<Plan>#签到#在$抖音极速版$中签到领取积分</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中签到领取积分,签到,抖音极速版",,,,,,,,
签到,快手,在快手中打开任务中心签到领红包,在快手里怎么找不到任务中心的签到入口了？,无,0,<Plan>#签到#在$快手$中查看签到入口</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中查看签到入口,签到,快手",,,,,,,,
签到,快手,在快手中打开任务中心签到领红包,YoYo，帮我打开快手的任务中心，今天还没领红包呢！,无,0,<Plan>#签到#在$快手$中领取任务中心的红包</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中领取任务中心的红包,签到,快手",,,,,,,,
签到,快手,在快手中打开任务中心签到领红包,快手签到领红包在哪里啊，教教我呗～,无,1,<Plan>#签到#在$快手$中查看签到并领取红包</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中查看签到并领取红包,签到,快手",,,,,,,,
签到,快手,在快手中打开任务中心签到领红包,快去快手任务中心签到领红包，别忘了！,无,1,<Plan>#签到#在$快手$中打开任务中心签到领红包</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中打开任务中心签到领红包,签到,快手",,,,,,,,
签到,快手,在快手中打开任务中心签到领红包,YoYo，快手的任务中心签到是不是每天都能领红包？,无,0,<Plan>#签到#在$快手$中查看任务中心是否每天都能领红包</Plan><Finish>,"taskId,task,category,app_name
 1,在快手中查看任务中心是否每天都能领红包,签到,快手",,,,,,,,
签到,快手极速版,在快手极速版中打开去赚钱签到领金币,在快手极速版中怎么找到去赚钱签到领金币的入口？,无,0,<Plan>#签到#在$快手极速版$中打开签到入口</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中打开签到入口,签到,快手极速版",,,,,,,,
签到,快手极速版,在快手极速版中打开去赚钱签到领金币,YOYO，帮我打开快手极速版里的去赚钱签到领金币页面。,无,0,<Plan>#签到#在$快手极速版$中打开去赚钱签到领金币页面</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中打开去赚钱签到领金币页面,签到,快手极速版",,,,,,,,
签到,快手极速版,在快手极速版中打开去赚钱签到领金币,快手极速版有没有签到领金币的活动啊？在哪能找到？,无,0,<Plan>#签到#在$快手极速版$中查看签到领金币活动</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中查看签到领金币活动,签到,快手极速版",,,,,,,,
签到,快手极速版,在快手极速版中打开去赚钱签到领金币,我想在极速版快手上参与去赚钱签到领金币，怎么操作？,无,1,<Plan>#签到#在$快手极速版$中参与签到领金币</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中参与签到领金币,签到,快手极速版",,,,,,,,
签到,快手极速版,在快手极速版中打开去赚钱签到领金币,去快手极速版里哪里可以找到去赚钱签到领金币的功能？,无,1,<Plan>#签到#在$快手极速版$中找到去赚钱签到领金币的功能</Plan><Finish>,"taskId,task,category,app_name
 1,在快手极速版中找到去赚钱签到领金币的功能,签到,快手极速版",,,,,,,,
签到,拼多多,在拼多多中进行签到,拼多多怎么签到啊？,无,1,<Plan>#签到#在$拼多多$中签到</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中签到,签到,拼多多",,,,,,,,
签到,拼多多,在拼多多中进行签到,帮我打开拼夕夕的签到页面。,无,0,<Plan>#签到#在$拼多多$中打开签到页面</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中打开签到页面,签到,拼多多",,,,,,,,
签到,拼多多,在拼多多中进行签到,在PDD里每天签到有什么奖励？,无,0,<Plan>#签到#在$拼多多$中查看每天签到奖励</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中查看每天签到奖励,签到,拼多多",,,,,,,,
签到,拼多多,在拼多多中进行签到,YoYo，我忘记在拼多多打卡签到了，现在还能补签吗？,无,1,<Plan>#签到#在$拼多多$中查看签到</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中查看签到,签到,拼多多",,,,,,,,
签到,拼多多,在拼多多中进行签到,拼多多签到在哪里签？教教我步骤呗！,无,0,<Plan>#签到#在$拼多多$中打开签到</Plan><Finish>,"taskId,task,category,app_name
 1,在拼多多中打开签到,签到,拼多多",,,,,,,,
签到,淘宝,在淘宝中签到领淘金币,淘宝里怎么签到领淘金币啊？,无,0,<Plan>#签到#在$淘宝$中查看签到活动领取淘金币</Plan><Finish>,"taskId,task,category,app_name
 1,在淘宝中查看签到活动领取淘金币,签到,淘宝",,,,,,,,
签到,淘宝,在淘宝中签到领淘金币,YOYO，帮我查一下淘宝网每天签到领金币的入口在哪里。,无,0,<Plan>#签到#在$淘宝$中查看每天签到领金币的入口</Plan><Finish>,"taskId,task,category,app_name
 1,在淘宝中查看每天签到领金币的入口,签到,淘宝",,,,,,,,
签到,淘宝,在淘宝中签到领淘金币,在淘宝商城连续签到能拿到多少淘金币？,无,1,<Plan>#签到#在$淘宝$中连续签到拿淘金币</Plan><Finish>,"taskId,task,category,app_name
 1,在淘宝中连续签到拿淘金币,签到,淘宝",,,,,,,,
签到,淘宝,在淘宝中签到领淘金币,我想在淘宝上每天签到领金币，应该怎么操作？,无,0,<Plan>#签到#在$淘宝$中每天签到领金币</Plan><Finish>,"taskId,task,category,app_name
 1,在淘宝中每天签到领金币,签到,淘宝",,,,,,,,
签到,淘宝,在淘宝中签到领淘金币,淘宝APP签到领金币的活动现在还能参加吗？,无,1,<Plan>#签到#在$淘宝$中查看签到领金币的活动</Plan><Finish>,"taskId,task,category,app_name
 1,在淘宝中查看签到领金币的活动,签到,淘宝",,,,,,,,
签到,淘宝,在淘宝中进行红包签到,我在淘宝网每天签到能领多少红包啊？,无,0,<Plan>#签到#在$淘宝$中每天签到能领多少红包</Plan><Finish>,"taskId,task,category,app_name
 1,在淘宝中每天签到能领多少红包,签到,淘宝",,,,,,,,
签到,淘宝,在淘宝中进行红包签到,YoYo，帮我找到淘宝商城的红包签到入口。,无,0,<Plan>#签到#在$淘宝$中打开红包签到入口</Plan><Finish>,"taskId,task,category,app_name
 1,在淘宝中打开红包签到入口,签到,淘宝",,,,,,,,
签到,淘宝,在淘宝中进行红包签到,今天淘宝的签到红包在哪里领？,无,0,<Plan>#签到#在$淘宝$中查看签到红包</Plan><Finish>,"taskId,task,category,app_name
 1,在淘宝中查看签到红包,签到,淘宝",,,,,,,,
签到,淘宝,在淘宝中进行红包签到,有没有办法在淘宝上连续签到领大红包？,无,1,<Plan>#签到#在$淘宝$中连续签到领大红包</Plan><Finish>,"taskId,task,category,app_name
 1,在淘宝中连续签到领大红包,签到,淘宝",,,,,,,,
签到,淘宝,在淘宝中进行红包签到,淘宝签到领红包的活动在哪里能看到？,无,1,<Plan>#签到#在$淘宝$中查看签到领红包活动</Plan><Finish>,"taskId,task,category,app_name
 1,在淘宝中查看签到领红包活动,签到,淘宝",,,,,,,,
签到,京东,在京东中签到领取京豆,我在京东商城怎么找不到签到领京豆的地方？,无,1,<Plan>#签到#在$京东$中查看签到领京豆的地方</Plan><Finish>,"taskId,task,category,app_name
 1,在京东中查看签到领京豆的地方,签到,京东",,,,,,,,
签到,京东,在京东中签到领取京豆,YoYo，帮我打开京东的签到领京豆活动页面。,无,0,<Plan>#签到#在$京东$中打开签到领京豆活动页面</Plan><Finish>,"taskId,task,category,app_name
 1,在京东中打开签到领京豆活动页面,签到,京东",,,,,,,,
签到,京东,在京东中签到领取京豆,京东APP里每天签到领京豆是在哪个入口啊？,无,1,<Plan>#签到#在$京东$中打开每天签到领京豆入口</Plan><Finish>,"taskId,task,category,app_name
 1,在京东中打开每天签到领京豆入口,签到,京东",,,,,,,,
签到,京东,在京东中签到领取京豆,快点告诉我京东里面怎么签到领取京豆！,无,0,<Plan>#签到#在$京东$中打开签到页面</Plan><Finish>,"taskId,task,category,app_name
 1,在京东中打开签到页面,签到,京东",,,,,,,,
签到,京东,在京东中签到领取京豆,YoYo，我想在JD上签到领京豆，该怎么做？,无,0,<Plan>#签到#在$京东$中打开签到页面</Plan><Finish>,"taskId,task,category,app_name
 1,在京东中打开签到页面,签到,京东",,,,,,,,
签到,天猫,在天猫中领取现金,天猫现在有现金红包可以领吗？,无,1,<Plan>#签到#在$天猫$中查看现金红包</Plan><Finish>,"taskId,task,category,app_name
 1,在天猫中查看现金红包,签到,天猫",,,,,,,,
签到,天猫,在天猫中领取现金,去天猫帮我看看哪里能领现金优惠。,无,0,<Plan>#签到#在$天猫$中搜索现金优惠领取</Plan><Finish>,"taskId,task,category,app_name
 1,在天猫中搜索现金优惠领取,签到,天猫",,,,,,,,
签到,天猫,在天猫中领取现金,YoYo，今天天猫有什么现金领取的活动吗？,无,1,<Plan>#签到#在$天猫$中查看现金领取活动</Plan><Finish>,"taskId,task,category,app_name
 1,在天猫中查看现金领取活动,签到,天猫",,,,,,,,
签到,天猫,在天猫中领取现金,我想在天猫商城领现金，有没有推荐的入口？,无,0,<Plan>#签到#在$天猫$中查看领现金入口</Plan><Finish>,"taskId,task,category,app_name
 1,在天猫中查看领现金入口,签到,天猫",,,,,,,,
签到,天猫,在天猫中领取现金,快告诉我天猫里面哪里能直接领现金！,无,0,<Plan>#签到#在$天猫$中搜索领现金</Plan><Finish>,"taskId,task,category,app_name
 1,在天猫中搜索领现金,签到,天猫",,,,,,,,
签到,天猫,在天猫中领取福气红包,天猫现在有福气红包可以领吗？,无,0,<Plan>#签到#在$天猫$中查看福气红包</Plan><Finish>,"taskId,task,category,app_name
 1,在天猫中查看福气红包,签到,天猫",,,,,,,,
签到,天猫,在天猫中领取福气红包,去天猫商城帮我领取一个福气红包。,无,0,<Plan>#签到#在$天猫$中领取福气红包</Plan><Finish>,"taskId,task,category,app_name
 1,在天猫中领取福气红包,签到,天猫",,,,,,,,
签到,天猫,在天猫中领取福气红包,YOYO，你知道在天猫哪里能领到福气红包吗？,无,0,<Plan>#签到#在$天猫$中搜索福气红包领取方式</Plan><Finish>,"taskId,task,category,app_name
 1,在天猫中搜索福气红包领取方式,签到,天猫",,,,,,,,
签到,天猫,在天猫中领取福气红包,快点打开天猫App让我领个福气红包！,无,1,<Plan>#签到#在$天猫$中领取福气红包</Plan><Finish>,"taskId,task,category,app_name
 1,在天猫中领取福气红包,签到,天猫",,,,,,,,
签到,天猫,在天猫中领取福气红包,我在天猫怎么领福气红包啊？,无,1,<Plan>#签到#在$天猫$中领取福气红包</Plan><Finish>,"taskId,task,category,app_name
 1,在天猫中领取福气红包,签到,天猫",,,,,,,,
签到,闲鱼,在闲鱼中签到领闲鱼币,闲鱼怎么签到领闲鱼币啊？,无,1,<Plan>#签到#在$闲鱼$中签到领取闲鱼币</Plan><Finish>,"taskId,task,category,app_name
 1,在闲鱼中签到领取闲鱼币,签到,闲鱼",,,,,,,,
签到,闲鱼,在闲鱼中签到领闲鱼币,帮我去闲鱼市场看看今天有没有签到送币的活动。,无,0,<Plan>#签到#在$闲鱼$中查看今天是否有签到送币活动</Plan><Finish>,"taskId,task,category,app_name
 1,在闲鱼中查看今天是否有签到送币活动,签到,闲鱼",,,,,,,,
签到,闲鱼,在闲鱼中签到领闲鱼币,快点告诉我怎么在闲鱼二手上每天签到领鱼币！,无,1,<Plan>#签到#在$闲鱼$中每天签到领鱼币</Plan><Finish>,"taskId,task,category,app_name
 1,在闲鱼中每天签到领鱼币,签到,闲鱼",,,,,,,,
签到,闲鱼,在闲鱼中签到领闲鱼币,YOYO，我在闲鱼签到领鱼币的入口在哪？,无,0,<Plan>#签到#在$闲鱼$中打开签到</Plan><Finish>,"taskId,task,category,app_name
 1,在闲鱼中打开签到,签到,闲鱼",,,,,,,,
签到,闲鱼,在闲鱼中签到领闲鱼币,教我在咸鱼上操作每日签到领取闲鱼币的方法。,无,0,<Plan>#签到#在$闲鱼$中打开签到，领取闲鱼币</Plan><Finish>,"taskId,task,category,app_name
 1,在闲鱼中打开签到，领取闲鱼币,签到,闲鱼",,,,,,,,
签到,抖音火山版,在抖音火山版中签到领火苗,火山小视频里怎么签到领火苗啊？,无,0,<Plan>#签到#在$抖音火山版$中签到领取火苗</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音火山版中签到领取火苗,签到,抖音火山版",,,,,,,,
签到,抖音火山版,在抖音火山版中签到领火苗,帮我看看抖音火山版今天有没有签到奖励。,无,0,<Plan>#签到#在$抖音火山版$中查看签到奖励</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音火山版中查看签到奖励,签到,抖音火山版",,,,,,,,
签到,抖音火山版,在抖音火山版中签到领火苗,在火山app里怎么找到签到领火苗的入口？,无,1,<Plan>#签到#在$抖音火山版$中查看签到领火苗的入口</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音火山版中查看签到领火苗的入口,签到,抖音火山版",,,,,,,,
签到,抖音火山版,在抖音火山版中签到领火苗,抖音火山版每天签到能领多少火苗？,无,1,<Plan>#签到#在$抖音火山版$中查看签到领火苗</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音火山版中查看签到领火苗,签到,抖音火山版",,,,,,,,
签到,抖音火山版,在抖音火山版中签到领火苗,我想在火山版抖音里连续签到领取奖励，怎么操作？,无,0,<Plan>#签到#在$抖音火山版$中连续签到领取奖励</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音火山版中连续签到领取奖励,签到,抖音火山版",,,,,,,,
签到,阿里巴巴,在阿里巴巴中签到领元宝,我在1688里怎么签到领元宝呀？,无,1,<Plan>#签到#在$阿里巴巴$中签到领元宝</Plan><Finish>,"taskId,task,category,app_name
 1,在阿里巴巴中签到领元宝,签到,阿里巴巴",,,,,,,,
签到,阿里巴巴,在阿里巴巴中签到领元宝,YoYo，帮我查一下阿里巴巴哪里能签到领元宝。,无,1,<Plan>#签到#在$阿里巴巴$中查看签到领元宝的地方</Plan><Finish>,"taskId,task,category,app_name
 1,在阿里巴巴中查看签到领元宝的地方,签到,阿里巴巴",,,,,,,,
签到,阿里巴巴,在阿里巴巴中签到领元宝,快点告诉我阿里巴巴APP里签到领元宝的入口在哪里！,无,0,<Plan>#签到#在$阿里巴巴$中查看签到领元宝的入口</Plan><Finish>,"taskId,task,category,app_name
 1,在阿里巴巴中查看签到领元宝的入口,签到,阿里巴巴",,,,,,,,
签到,阿里巴巴,在阿里巴巴中签到领元宝,今天我在阿里巴巴忘记签到领元宝了怎么办？,无,0,<Plan>#签到#在$阿里巴巴$中签到</Plan><Finish>,"taskId,task,category,app_name
 1,在阿里巴巴中签到,签到,阿里巴巴",,,,,,,,
签到,阿里巴巴,在阿里巴巴中签到领元宝,阿里巴巴的签到领元宝活动是不是每天都可以参加啊？,无,0,<Plan>#签到#在$阿里巴巴$里查看签到领元宝活动</Plan><Finish>,"taskId,task,category,app_name
 1,在阿里巴巴里查看签到领元宝活动,签到,阿里巴巴",,,,,,,,
签到,唯品会,在唯品会中进行签到,唯品会今天签到领红包了吗？,无,1,<Plan>#签到#在$唯品会$中打开签到领红包</Plan><Finish>,"taskId,task,category,app_name
 1,在唯品会中打开签到领红包,签到,唯品会",,,,,,,,
签到,唯品会,在唯品会中进行签到,帮我去唯品会完成今天的每日签到任务。,无,0,<Plan>#签到#在$唯品会$中完成今天的每日签到任务</Plan><Finish>,"taskId,task,category,app_name
 1,在唯品会中完成今天的每日签到任务,签到,唯品会",,,,,,,,
签到,唯品会,在唯品会中进行签到,YoYo，我在唯品会的签到入口在哪里啊？,无,1,<Plan>#签到#在$唯品会$中打开签到入口</Plan><Finish>,"taskId,task,category,app_name
 1,在唯品会中打开签到入口,签到,唯品会",,,,,,,,
签到,唯品会,在唯品会中进行签到,唯品会签到积分怎么兑换优惠券？,无,0,<Plan>#签到#在$唯品会$中查看签到积分兑换优惠券的方式</Plan><Finish>,"taskId,task,category,app_name
 1,在唯品会中查看签到积分兑换优惠券的方式,签到,唯品会",,,,,,,,
签到,唯品会,在唯品会中进行签到,快提醒我每天在唯品会签到！,无,0,<Plan>#签到#在$唯品会$中打开签到</Plan><Finish>,"taskId,task,category,app_name
 1,在唯品会中打开签到,签到,唯品会",,,,,,,,
签到,得物,在得物中购买页面进行每日签到,我在毒app里怎么找不到每日签到的入口？,无,0,<Plan>#签到#在$得物$中查找每日签到入口</Plan><Finish>,"taskId,task,category,app_name
 1,在得物中查找每日签到入口,签到,得物",,,,,,,,
签到,得物,在得物中购买页面进行每日签到,YoYo，帮我查一下得物潮流里面怎么进行每日签到。,无,0,<Plan>#签到#在$得物$中进行每日签到</Plan><Finish>,"taskId,task,category,app_name
 1,在得物中进行每日签到,签到,得物",,,,,,,,
签到,得物,在得物中购买页面进行每日签到,得物每天签到有什么奖励吗？,无,0,<Plan>#签到#在$得物$中查看每天签到奖励</Plan><Finish>,"taskId,task,category,app_name
 1,在得物中查看每天签到奖励,签到,得物",,,,,,,,
签到,得物,在得物中购买页面进行每日签到,毒平台的每日签到功能在哪里能找到啊？,无,1,<Plan>#签到#在$得物$中打开签到功能</Plan><Finish>,"taskId,task,category,app_name
 1,在得物中打开签到功能,签到,得物",,,,,,,,
签到,得物,在得物中购买页面进行每日签到,教我在dw里操作一下每日签到吧！,无,1,<Plan>#签到#在$得物$中打开签到功能</Plan><Finish>,"taskId,task,category,app_name
 1,在得物中打开签到功能,签到,得物",,,,,,,,
收藏,抖音,在抖音中搜索商城关注店铺中的<搜索内容>,我想在抖音视频关注里找一找有没有三只松鼠的店铺。,<搜索内容：三只松鼠>,0,<Plan>#收藏#在$抖音$中查看关注的三只松鼠店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音中查看关注的三只松鼠店铺,收藏,抖音",,,,,,,,
收藏,抖音,在抖音中搜索商城关注店铺中的<搜索内容>,YOYO，帮我搜索一下抖音商城里的关注店铺，关键词是良品铺子。,<搜索内容：良品铺子>,0,<Plan>#收藏#在$抖音$中搜索关注店铺，关键词是良品铺子</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音中搜索关注店铺，关键词是良品铺子,收藏,抖音",,,,,,,,
收藏,抖音,在抖音中搜索商城关注店铺中的<搜索内容>,你知道抖音短视频里面我的关注里有没有卖小米手机的官方店铺吗？,<搜索内容：小米手机>,0,<Plan>#收藏#在$抖音$中查看我的关注里的官方店铺是否销售小米手机</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音中查看我的关注里的官方店铺是否销售小米手机,收藏,抖音",,,,,,,,
收藏,抖音,在抖音中搜索商城关注店铺中的<搜索内容>,在dy的商城关注列表里查一下“海尔官方旗舰店”还在不在。,<搜索内容：海尔官方旗舰店>,1,<Plan>#收藏#在$抖音$中搜索关注列表中的海尔官方旗舰店</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音中搜索关注列表中的海尔官方旗舰店,收藏,抖音",,,,,,,,
收藏,抖音,在抖音中搜索商城关注店铺中的<搜索内容>,抖音中能不能找到收藏的优衣库的店铺啊？,<搜索内容：优衣库>,1,<Plan>#收藏#在$抖音$中搜索收藏夹中的优衣库店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音中搜索收藏夹中的优衣库店铺,收藏,抖音",,,,,,,,
收藏,抖音,在抖音中查看收藏的商品,我想在抖音里看看之前收藏过的那些商品，能帮我查一下吗？,无,0,<Plan>#收藏#在$抖音$中打开收藏夹</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音中打开收藏夹,收藏,抖音",,,,,,,,
收藏,抖音,在抖音中查看收藏的商品,YoYo，快帮我打开抖音短视频里的收藏夹，我想找一个之前存的包包。,无,0,<Plan>#收藏#在$抖音$中打开收藏夹</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音中打开收藏夹,收藏,抖音",,,,,,,,
收藏,抖音,在抖音中查看收藏的商品,我在dy上收藏的东西在哪里看？,无,1,<Plan>#收藏#在$抖音$中打开收藏夹</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音中打开收藏夹,收藏,抖音",,,,,,,,
收藏,抖音,在抖音中查看收藏的商品,抖音里面有没有办法查看我之前收藏的所有商品？,无,1,<Plan>#收藏#在$抖音$中打开收藏夹</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音中打开收藏夹,收藏,抖音",,,,,,,,
收藏,抖音,在抖音中查看收藏的商品,YoYo助手，我在抖音收藏过几个杯子，能帮我找出来吗？,无,0,<Plan>#收藏#在$抖音$中打开收藏夹查找杯子</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音中打开收藏夹查找杯子,收藏,抖音",,,,,,,,
收藏,抖音极速版,在抖音极速版中搜索商城关注店铺中的<搜索内容>,在抖音极速版里帮我找一下有没有收藏三只松鼠这个店铺。,<搜索内容：三只松鼠>,0,<Plan>#收藏#在$抖音极速版$中查看收藏的三只松鼠店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中查看收藏的三只松鼠店铺,收藏,抖音极速版",,,,,,,,
收藏,抖音极速版,在抖音极速版中搜索商城关注店铺中的<搜索内容>,YoYo，快帮我查查抖音极速版关注的店铺里有没有良品铺子！,<搜索内容：良品铺子>,0,<Plan>#收藏#在$抖音极速版$中查看关注的良品铺子店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中查看关注的良品铺子店铺,收藏,抖音极速版",,,,,,,,
收藏,抖音极速版,在抖音极速版中搜索商城关注店铺中的<搜索内容>,抖音极速版我的关注店铺里面能搜到小米官方店铺吗？,<搜索内容：小米>,1,<Plan>#收藏#在$抖音极速版$中搜索关注店铺中的小米官方店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中搜索关注店铺中的小米官方店铺,收藏,抖音极速版",,,,,,,,
收藏,抖音极速版,在抖音极速版中搜索商城关注店铺中的<搜索内容>,我想在极速版抖音里我的关注里找家卖运动鞋的店铺，能帮我看看吗？,<搜索内容：运动鞋>,1,<Plan>#收藏#在$抖音极速版$中搜索我的关注中卖运动鞋的店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中搜索我的关注中卖运动鞋的店铺,收藏,抖音极速版",,,,,,,,
收藏,抖音极速版,在抖音极速版中搜索商城关注店铺中的<搜索内容>,哎呀，我的抖音极速版里怎么找不到之前关注的那个美妆店铺了？,<搜索内容：美妆>,0,<Plan>#收藏#在$抖音极速版$中查找关注的美妆店铺</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中查找关注的美妆店铺,收藏,抖音极速版",,,,,,,,
收藏,抖音极速版,在抖音极速版中查看收藏的商品,YoYo，快帮我打开抖音极速版里的收藏夹看看。,无,0,<Plan>#收藏#在$抖音极速版$中打开收藏夹</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中打开收藏夹,收藏,抖音极速版",,,,,,,,
收藏,抖音极速版,在抖音极速版中查看收藏的商品,我想在抖音极速版里查看我之前收藏的商品，能帮我吗？,无,1,<Plan>#收藏#在$抖音极速版$中查看我之前收藏的商品</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中查看我之前收藏的商品,收藏,抖音极速版",,,,,,,,
收藏,抖音极速版,在抖音极速版中查看收藏的商品,请帮我查一下抖音极速版中有没有收藏这个。,无,1,<Plan>#收藏#在$抖音极速版$中打开收藏夹</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中打开收藏夹,收藏,抖音极速版",,,,,,,,
收藏,抖音极速版,在抖音极速版中查看收藏的商品,我在极速版抖音里收藏了一个书包，怎么找回来啊？,无,0,<Plan>#收藏#在$抖音极速版$中打开收藏夹</Plan><Finish>,"taskId,task,category,app_name
 1,在抖音极速版中打开收藏夹,收藏,抖音极速版",,,,,,,,
