user_input,ground_truth_output,model_output,overall_correct,bleu_1,bleu_2,bleu_3,bleu_4,rouge_1,rouge_2,rouge_l,gt_categories,model_categories,category_correct,gt_app_names,model_app_names,app_name_correct,delay_seconds
帮我去京东商城完成今天的签到领取京豆任务。,<Plan>#签到#在$京东$中完成今天的签到领取京豆任务</Plan><Finish>,<Plan>#签到#在$京东$中完成今天的签到领取京豆任务</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['签到'],['签到'],1,['京东'],['京东'],1,0.9558
天猫现在有什么领现金的活动吗？,<Plan>#签到#在$天猫$中搜索领现金活动</Plan><Finish>,<Plan>#签到#在$天猫$中查看领现金活动</Plan><Finish>,0,0.9474,0.9189,0.8889,0.8571,0.9231,0.9091,0.9474,['签到'],['签到'],1,['天猫'],['天猫'],1,0.7704
帮我去天猫商城看看有没有可以领取现金红包的地方。,<Plan>#签到#在$天猫$中查看现金红包</Plan><Finish>,<Plan>#签到#在$天猫$中查看现金红包</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['签到'],['签到'],1,['天猫'],['天猫'],1,0.7434
天猫今天还能领福气红包吗？,<Plan>#签到#在$天猫$中查看福气红包</Plan><Finish>,<Plan>#签到#在$天猫$中查看今天是否还能领福气红包</Plan><Finish>,0,0.8409,0.8140,0.7857,0.7561,0.8929,0.8732,0.9136,['签到'],['签到'],1,['天猫'],['天猫'],1,0.9860
帮我去天猫商城看看有没有福气红包可以领。,<Plan>#签到#在$天猫$中查看福气红包</Plan><Finish>,<Plan>#签到#在$天猫$中查看福气红包</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['签到'],['签到'],1,['天猫'],['天猫'],1,0.7421
闲鱼怎么签到才能领到闲鱼币啊？,<Plan>#签到#在$闲鱼$中签到领闲鱼币</Plan><Finish>,<Plan>#签到#在$闲鱼$中查看签到领闲鱼币</Plan><Finish>,0,0.9487,0.9211,0.8919,0.8611,0.9545,0.9355,0.9737,['签到'],['签到'],1,['闲鱼'],['闲鱼'],1,0.9574
帮我去闲鱼市场完成每日签到，领取闲鱼币。,<Plan>#签到#在$闲鱼$中完成每日签到领取闲鱼币</Plan><Finish>,<Plan>#签到#在$闲鱼$中完成每日签到，领取闲鱼币</Plan><Finish>,0,0.9767,0.9524,0.9268,0.9000,0.9811,0.9577,0.9882,['签到'],['签到'],1,['闲鱼'],['闲鱼'],1,1.0922
火山小视频里怎么签到领火苗啊？,<Plan>#签到#在$抖音火山版$中签到领取火苗</Plan><Finish>,<Plan>#签到#在$抖音火山版$中查看签到领火苗</Plan><Finish>,0,0.9512,0.9000,0.8462,0.7895,0.9412,0.8986,0.9630,['签到'],['签到'],1,['抖音火山版'],['抖音火山版'],1,0.9632
帮我打开火山版抖音，我要去签到领火苗。,<Plan>#签到#在$抖音火山版$中打开签到</Plan><Finish>,<Plan>#签到#在$抖音火山版$中打开签到领火苗</Plan><Finish>,0,0.9268,0.9000,0.8718,0.8421,0.9600,0.9254,0.9620,['签到'],['签到'],1,['抖音火山版'],['抖音火山版'],1,0.9633
阿里巴巴里怎么签到领元宝？,<Plan>#签到#在$阿里巴巴$中签到领元宝</Plan><Finish>,<Plan>#签到#在$阿里巴巴$中查看签到领元宝</Plan><Finish>,0,0.9500,0.9231,0.8947,0.8649,0.9583,0.9394,0.9744,['签到'],['签到'],1,['阿里巴巴'],['阿里巴巴'],1,0.7739
带我去1688签到领元宝的地方。,<Plan>#签到#在$阿里巴巴$中签到领元宝</Plan><Finish>,<Plan>#签到#在$阿里巴巴$中查看签到领元宝的地方</Plan><Finish>,0,0.8837,0.8333,0.7805,0.7250,0.9020,0.8696,0.9383,['签到'],['签到'],1,['阿里巴巴'],['阿里巴巴'],1,0.8284
唯品会怎么签到啊？YoYo帮我看看流程。,<Plan>#签到#在$唯品会$中签到</Plan><Finish>,<Plan>#签到#在$唯品会$中查看签到流程</Plan><Finish>,0,0.8947,0.8378,0.7778,0.7429,0.9091,0.8667,0.9444,['签到'],['签到'],1,['唯品会'],['唯品会'],1,0.8328
在唯品会上带我去做每日签到任务。,<Plan>#签到#在$唯品会$中完成每日签到任务</Plan><Finish>,<Plan>#签到#在$唯品会$中完成每日签到任务</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['签到'],['签到'],1,['唯品会'],['唯品会'],1,0.8609
在得物潮流里怎么在购买页面每天签到啊？,<Plan>#签到#在$得物$中的购买页面每天签到</Plan><Finish>,<Plan>#签到#在$得物$中查看签到</Plan><Finish>,0,0.9429,0.9118,0.8788,0.8438,0.8085,0.8254,0.8800,['签到'],['签到'],1,['得物'],['得物'],1,0.6987
带我去毒app的购买页面中的每日签到。,<Plan>#签到#在$得物$中的购买页面打开签到页面</Plan><Finish>,<Plan>#签到#在$得物$中查看每日签到</Plan><Finish>,0,0.8919,0.8333,0.7714,0.7353,0.7755,0.7576,0.8354,['签到'],['签到'],1,['得物'],['得物'],1,0.7533
在抖音短视频里搜索商城关注店铺中的家居用品。,<Plan>#搜索#在$抖音$中搜索商城关注店铺中的家居用品</Plan><Finish>,<Plan>#收藏#在$抖音$中搜索商城关注店铺中的家居用品</Plan><Finish>,0,0.9556,0.9318,0.9070,0.8810,0.9677,0.9367,0.9556,['搜索'],['收藏'],0,['抖音'],['抖音'],1,0.8778
帮我看看dy的商城关注店铺里有没有这款蓝牙耳机。,<Plan>#收藏#在$抖音$中查看关注店铺的蓝牙耳机</Plan><Finish>,<Plan>#收藏#在$抖音$中查看关注店铺里的蓝牙耳机</Plan><Finish>,0,0.9767,0.9524,0.9268,0.9000,0.9836,0.9600,0.9882,['收藏'],['收藏'],1,['抖音'],['抖音'],1,0.8244
YoYo，快帮我打开抖音里的收藏夹看看有哪些商品。,<Plan>#收藏#在$抖音$中打开商品收藏夹</Plan><Finish>,<Plan>#收藏#在$抖音$中打开收藏夹</Plan><Finish>,0,1.0000,0.9714,0.9412,0.9091,0.9565,0.9355,0.9730,['收藏'],['收藏'],1,['抖音'],['抖音'],1,0.7242
我在抖音里收藏的商品怎么查看？,<Plan>#收藏#在$抖音$中打开商品收藏夹</Plan><Finish>,<Plan>#收藏#在$抖音$中查看收藏的商品</Plan><Finish>,0,0.9211,0.8378,0.7500,0.7143,0.8750,0.8125,0.8684,['收藏'],['收藏'],1,['抖音'],['抖音'],1,0.7176
在抖音极速版里帮我找一下关注店铺中的家居装饰的店铺。,<Plan>#收藏#在$抖音极速版$中搜索关注店铺中的家居装饰店铺</Plan><Finish>,<Plan>#收藏#在$抖音极速版$中查看关注店铺中的家居装饰店铺</Plan><Finish>,0,0.9583,0.9362,0.9130,0.8889,0.9394,0.9286,0.9583,['收藏'],['收藏'],1,['抖音极速版'],['抖音极速版'],1,1.0234
我的极速版抖音关注店铺里有卖运动服饰的店铺吗？,<Plan>#收藏#在$抖音极速版$中查看关注店铺里的运动服饰的店铺</Plan><Finish>,<Plan>#收藏#在$抖音极速版$中查看关注店铺里的运动服饰店铺</Plan><Finish>,0,1.0000,0.9787,0.9565,0.9333,1.0000,0.9647,0.9897,['收藏'],['收藏'],1,['抖音极速版'],['抖音极速版'],1,0.9965
我在抖音极速版里收藏的商品在哪里能找到？,<Plan>#收藏#在$抖音极速版$中打开商品收藏夹</Plan><Finish>,<Plan>#收藏#在$抖音极速版$中查看收藏的商品</Plan><Finish>,0,0.9268,0.8500,0.7692,0.7368,0.8889,0.8286,0.8780,['收藏'],['收藏'],1,['抖音极速版'],['抖音极速版'],1,0.8188
帮我打开极速版抖音的收藏夹，看看有哪些商品。,<Plan>#收藏#在$抖音极速版$中打开商品收藏夹</Plan><Finish>,<Plan>#收藏#在$抖音极速版$中打开收藏夹</Plan><Finish>,0,1.0000,0.9737,0.9459,0.9167,0.9615,0.9412,0.9750,['收藏'],['收藏'],1,['抖音极速版'],['抖音极速版'],1,0.8187
YoYo，帮我查一下快手商品收藏里的东西。,<Plan>#收藏#在$快手$中查看商品收藏里的东西</Plan><Finish>,<Plan>#收藏#在$快手$中查看商品收藏夹</Plan><Finish>,0,0.9737,0.9459,0.9167,0.8857,0.9020,0.8955,0.9367,['收藏'],['收藏'],1,['快手'],['快手'],1,0.7438
快手中我之前商品收藏里的东西还能找到吗？,<Plan>#收藏#在$快手$中查看商品收藏里的东西</Plan><Finish>,<Plan>#收藏#在$快手$中查看收藏夹</Plan><Finish>,0,0.9722,0.9143,0.8529,0.8182,0.8571,0.8308,0.9091,['收藏'],['收藏'],1,['快手'],['快手'],1,0.7167
快手极速版里怎么找不到我收藏的商品了？,<Plan>#收藏#在$快手极速版$中查看收藏的商品</Plan><Finish>,<Plan>#收藏#在$快手极速版$中查看收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['快手极速版'],['快手极速版'],1,0.8080
帮我在极速版快手查看我之前收藏的商品。,<Plan>#收藏#在$快手极速版$中查看之前收藏的商品</Plan><Finish>,<Plan>#收藏#在$快手极速版$中查看收藏的商品</Plan><Finish>,0,1.0000,0.9750,0.9487,0.9211,0.9643,0.9444,0.9762,['收藏'],['收藏'],1,['快手极速版'],['快手极速版'],1,0.8077
YoYo，帮我到拼夕夕里搜一下我收藏的北面冲锋衣。,<Plan>#收藏#在$拼多多$中查看我收藏的北面冲锋衣</Plan><Finish>,<Plan>#收藏#在$拼多多$中查看收藏的北面冲锋衣</Plan><Finish>,0,1.0000,0.9756,0.9500,0.9231,0.9818,0.9589,0.9882,['收藏'],['收藏'],1,['拼多多'],['拼多多'],1,0.9211
在PDD里能搜到我在商品收藏里的小米手环吗？,<Plan>#收藏#在$拼多多$中搜索商品收藏里的小米手环</Plan><Finish>,<Plan>#收藏#在$拼多多$中查看商品收藏里的小米手环</Plan><Finish>,0,0.9545,0.9302,0.9048,0.8780,0.9310,0.9211,0.9545,['收藏'],['收藏'],1,['拼多多'],['拼多多'],1,0.8933
YoYo，快帮我打开拼夕夕里的商品收藏页面！,<Plan>#收藏#在$拼多多$中打开商品收藏</Plan><Finish>,<Plan>#收藏#在$拼多多$中打开收藏夹</Plan><Finish>,0,0.9730,0.9167,0.8571,0.8235,0.9333,0.8889,0.9600,['收藏'],['收藏'],1,['拼多多'],['拼多多'],1,0.6835
我在PDD收藏的商品在哪里查看？,<Plan>#收藏#在$拼多多$中查看收藏的商品</Plan><Finish>,<Plan>#收藏#在$拼多多$中查看收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['拼多多'],['拼多多'],1,0.6786
拼多多里怎么查看我关注的店铺？,<Plan>#收藏#在$拼多多$中查看关注的店铺</Plan><Finish>,<Plan>#收藏#在$拼多多$中查看我关注的店铺</Plan><Finish>,0,0.9750,0.9487,0.9211,0.8919,0.9811,0.9565,0.9873,['收藏'],['收藏'],1,['拼多多'],['拼多多'],1,0.8026
帮我查一下拼夕夕里面关注的店铺有哪些。,<Plan>#收藏#在$拼多多$中查看关注的店铺</Plan><Finish>,<Plan>#收藏#在$拼多多$中查看关注的店铺</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['拼多多'],['拼多多'],1,0.7774
在淘宝网里找一下我收藏的北面冲锋衣。,<Plan>#收藏#在$淘宝$中查看收藏的北面冲锋衣</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏的北面冲锋衣</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8778
YOYO，帮我查一下淘宝商城收藏夹里的戴森吹风机。,<Plan>#收藏#在$淘宝$中查看收藏夹的戴森吹风机</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹里的戴森吹风机</Plan><Finish>,0,0.9767,0.9524,0.9268,0.9000,0.9825,0.9589,0.9882,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8781
在淘宝网里搜索我关注的店铺中有没有卖北面冲锋衣的。,<Plan>#收藏#在$淘宝$中搜索我关注的店铺是否有卖北面冲锋衣</Plan><Finish>,<Plan>#收藏#在$淘宝$中搜索我关注的店铺中有没有卖北面冲锋衣的</Plan><Finish>,0,0.9200,0.8776,0.8333,0.7872,0.9577,0.8864,0.9388,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.1200
帮我查一下淘宝商城里关注的店铺中冬季加厚羽绒服女款有没有上新。,<Plan>#收藏#在$淘宝$中查看关注的店铺中冬季加厚羽绒服女款有没有上新</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看关注的店铺中冬季加厚羽绒服女款上新</Plan><Finish>,0,1.0000,0.9796,0.9583,0.9362,0.9737,0.9462,0.9709,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.2122
淘宝关注的店铺在哪里查看？,<Plan>#收藏#在$淘宝$中查看关注的店铺</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看关注的店铺</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.6949
帮我打开淘宝网，看看我关注的店铺。。,<Plan>#收藏#在$淘宝$中查看关注的店铺</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看我关注的店铺</Plan><Finish>,0,0.9744,0.9474,0.9189,0.8889,0.9811,0.9552,0.9870,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.7763
淘宝网里怎么查看我特别关注的店铺？,<Plan>#收藏#在$淘宝$中查看特别关注的店铺</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看特别关注的店铺</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.7758
打开淘宝商城，进入我的特别关注店铺列表。,<Plan>#收藏#在$淘宝$中查看我的特别关注店铺列表</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看特别关注店铺列表</Plan><Finish>,0,1.0000,0.9750,0.9487,0.9211,0.9667,0.9459,0.9762,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.7659
在淘宝网里怎么查看我关注的店铺开播了没有？,<Plan>#收藏#在$淘宝$中查看关注的店铺直播</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看我关注的店铺开播了没有</Plan><Finish>,0,0.8864,0.8140,0.7619,0.7073,0.9000,0.8378,0.9286,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.9218
带我去淘宝商城看看我关注的店铺有没有在直播。,<Plan>#收藏#在$淘宝$中查看关注的店铺直播</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看关注的店铺直播</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.7647
淘宝关注的店铺最近上新了什么商品？,<Plan>#收藏#在$淘宝$中查看关注的店铺上新商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看关注的店铺最近上新了什么商品</Plan><Finish>,0,0.8936,0.8478,0.8000,0.7727,0.9231,0.8861,0.9438,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.9490
帮我查一下淘宝商城里我关注店铺的最新上架商品。,<Plan>#收藏#在$淘宝$中查看关注店铺的最新上架商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看我关注店铺的最新上架商品</Plan><Finish>,0,0.9778,0.9545,0.9302,0.9048,0.9846,0.9620,0.9888,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.9210
淘宝里的我的收藏在哪里能找到？,<Plan>#收藏#在$淘宝$中打开收藏夹</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看我的收藏</Plan><Finish>,0,0.8919,0.8333,0.7714,0.7353,0.8444,0.8197,0.9041,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.6510
帮我打开淘宝网，查看我的收藏夹。,<Plan>#收藏#在$淘宝$中查看我的收藏夹</Plan><Finish>,<Plan>#收藏#在$淘宝$中打开收藏夹</Plan><Finish>,0,0.9444,0.9143,0.8824,0.8485,0.8696,0.8710,0.9189,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.6511
YoYo，快帮我看看淘宝收藏夹里有没有降价的商品！,<Plan>#收藏#在$淘宝$中查看收藏里的降价商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹里降价的商品</Plan><Finish>,0,0.9762,0.8780,0.8250,0.7949,0.9818,0.8732,0.9639,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8432
在淘宝网我的收藏中能查看到哪些正在降价的商品吗？,<Plan>#收藏#在$淘宝$中查看我的收藏中的降价商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏中正在降价的商品</Plan><Finish>,0,0.9535,0.8571,0.7805,0.7250,0.9630,0.8378,0.9302,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8441
YoYo，帮我查看淘宝收藏夹里的已购买商品。,<Plan>#收藏#在$淘宝$中查看收藏夹里已购买商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹里的已购买商品</Plan><Finish>,0,0.9767,0.9524,0.9268,0.9000,0.9825,0.9589,0.9882,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8696
在淘宝商城中如何找到我收藏过的已买商品？,<Plan>#收藏#在$淘宝$中查看收藏过的已买商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏过的已买商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8162
淘宝网里的收藏夹里有哪些库存不多的商品？,<Plan>#收藏#在$淘宝$中打开收藏夹并筛选库存不多的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹里库存不多的商品</Plan><Finish>,0,0.9318,0.8837,0.8333,0.7805,0.8710,0.8462,0.9111,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8428
帮我查一下淘宝商城中我收藏的那些商品库存紧张的有哪些？,<Plan>#收藏#在$淘宝$中查看我收藏的商品库存紧张的</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏的商品中库存紧张的商品</Plan><Finish>,0,0.9348,0.8667,0.7955,0.7209,0.9825,0.8947,0.9556,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8800
淘宝收藏里的失效商品在哪里看？,<Plan>#收藏#在$淘宝$中查看收藏里的失效商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏里的失效商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.7615
帮我查一下淘宝网收藏夹里是不是有已经失效的商品。,<Plan>#收藏#在$淘宝$中查看收藏夹里的商品是否失效</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹里失效的商品</Plan><Finish>,0,1.0000,0.9268,0.8500,0.7949,0.9655,0.8919,0.9302,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8217
让我在淘宝网里查看最近7天收藏的商品。,<Plan>#收藏#在$淘宝$中查看最近7天收藏的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看最近7天收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8213
YoYo，帮我找一下淘宝收藏夹里这周新加的宝贝。,<Plan>#收藏#在$淘宝$中查看这周新加的宝贝</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹里这周新加的宝贝</Plan><Finish>,0,0.9091,0.8837,0.8571,0.8293,0.9643,0.9315,0.9524,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.9776
YoYo，帮我查看一下淘宝收藏夹里最近30天收藏的商品。,<Plan>#收藏#在$淘宝$中查看最近30天收藏的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看最近30天收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.9033
我想在淘宝网中看看我这一个月内收藏了哪些宝贝，能帮我找找吗？,<Plan>#收藏#在$淘宝$中查看这一个月内收藏的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看一个月内收藏的宝贝</Plan><Finish>,0,0.9524,0.9024,0.8500,0.7949,0.9286,0.8767,0.9412,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8483
淘宝网里能查看我最近90天收藏的商品吗？,<Plan>#收藏#在$淘宝$中查看最近90天收藏的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看最近90天收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.9289
帮我查一下淘宝商城中我收藏的90天内的商品有哪些。,<Plan>#收藏#在$淘宝$中查看收藏的90天内的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏的90天内的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.9555
淘宝网里能查到我半年前收藏的商品吗？,<Plan>#收藏#在$淘宝$中查看半年前收藏的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看半年前收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.7939
