user_input,ground_truth_output,model_output,overall_correct,bleu_1,bleu_2,bleu_3,bleu_4,rouge_1,rouge_2,rouge_l,gt_categories,model_categories,category_correct,gt_app_names,model_app_names,app_name_correct,delay_seconds
京东签到领京豆的活动在哪里能找到？,<Plan>#签到#在$京东$中查看签到领京豆活动</Plan><Finish>,<Plan>#签到#在$京东$中查找签到领京豆活动</Plan><Finish>,0,0.9750,0.9487,0.9211,0.8919,0.9600,0.9412,0.9750,['签到'],['签到'],1,['京东'],['京东'],1,0.9509
帮我去京东商城完成今天的签到领取京豆任务。,<Plan>#签到#在$京东$中完成今天的签到领取京豆任务</Plan><Finish>,<Plan>#签到#在$京东$中完成签到领取京豆任务</Plan><Finish>,0,1.0000,0.9750,0.9487,0.9211,0.9455,0.9315,0.9647,['签到'],['签到'],1,['京东'],['京东'],1,0.9836
天猫现在有什么领现金的活动吗？,<Plan>#签到#在$天猫$中搜索领现金活动</Plan><Finish>,<Plan>#搜索#在$天猫$中搜索领现金活动</Plan><Finish>,0,0.9474,0.9189,0.8889,0.8571,0.9600,0.9231,0.9474,['签到'],['搜索'],0,['天猫'],['天猫'],1,0.7644
帮我去天猫商城看看有没有可以领取现金红包的地方。,<Plan>#签到#在$天猫$中查看现金红包</Plan><Finish>,<Plan>#搜索#在$天猫$中搜索现金红包</Plan><Finish>,0,0.8919,0.8333,0.7714,0.7059,0.8750,0.8254,0.8919,['签到'],['搜索'],0,['天猫'],['天猫'],1,0.7104
天猫今天还能领福气红包吗？,<Plan>#签到#在$天猫$中查看福气红包</Plan><Finish>,<Plan>#搜索#在$天猫$中搜索福气红包</Plan><Finish>,0,0.8919,0.8333,0.7714,0.7059,0.8750,0.8254,0.8919,['签到'],['搜索'],0,['天猫'],['天猫'],1,0.7375
帮我去天猫商城看看有没有福气红包可以领。,<Plan>#签到#在$天猫$中查看福气红包</Plan><Finish>,<Plan>#搜索#在$天猫$中搜索福气红包</Plan><Finish>,0,0.8919,0.8333,0.7714,0.7059,0.8750,0.8254,0.8919,['签到'],['搜索'],0,['天猫'],['天猫'],1,0.7559
闲鱼怎么签到才能领到闲鱼币啊？,<Plan>#签到#在$闲鱼$中签到领闲鱼币</Plan><Finish>,<Plan>#签到#在$闲鱼$中签到领闲鱼币</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['签到'],['签到'],1,['闲鱼'],['闲鱼'],1,0.9776
帮我去闲鱼市场完成每日签到，领取闲鱼币。,<Plan>#签到#在$闲鱼$中完成每日签到领取闲鱼币</Plan><Finish>,<Plan>#签到#在$闲鱼$中完成每日签到，领取闲鱼币</Plan><Finish>,0,0.9767,0.9524,0.9268,0.9000,0.9811,0.9577,0.9882,['签到'],['签到'],1,['闲鱼'],['闲鱼'],1,1.1475
火山小视频里怎么签到领火苗啊？,<Plan>#签到#在$抖音火山版$中签到领取火苗</Plan><Finish>,<Plan>#签到#在$抖音火山版$中签到领火苗</Plan><Finish>,0,1.0000,0.9737,0.9459,0.9167,0.9796,0.9552,0.9873,['签到'],['签到'],1,['抖音火山版'],['抖音火山版'],1,0.9494
帮我打开火山版抖音，我要去签到领火苗。,<Plan>#签到#在$抖音火山版$中打开签到领火苗</Plan><Finish>,<Plan>#签到#在$抖音火山版$中签到领火苗</Plan><Finish>,0,1.0000,0.9737,0.9459,0.9167,0.9600,0.9412,0.9750,['签到'],['签到'],1,['抖音火山版'],['抖音火山版'],1,0.9495
阿里巴巴里怎么签到领元宝？,<Plan>#签到#在$阿里巴巴$中签到领元宝</Plan><Finish>,<Plan>#签到#在$阿里巴巴$中签到领元宝</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['签到'],['签到'],1,['阿里巴巴'],['阿里巴巴'],1,0.7537
带我去1688签到领元宝的地方。,<Plan>#签到#在$阿里巴巴$中签到领元宝</Plan><Finish>,<Plan>#签到#在$阿里巴巴$中签到领元宝</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['签到'],['签到'],1,['阿里巴巴'],['阿里巴巴'],1,0.7530
唯品会怎么签到啊？YoYo帮我看看流程。,<Plan>#签到#在$唯品会$中签到</Plan><Finish>,<Plan>#签到#在$唯品会$中查看签到流程</Plan><Finish>,0,0.8947,0.8378,0.7778,0.7429,0.9091,0.8667,0.9444,['签到'],['签到'],1,['唯品会'],['唯品会'],1,0.8420
在唯品会上带我去做每日签到任务。,<Plan>#签到#在$唯品会$中完成每日签到任务</Plan><Finish>,<Plan>#签到#在$唯品会$中进行每日签到</Plan><Finish>,0,0.9474,0.8919,0.8333,0.7714,0.8800,0.8485,0.9231,['签到'],['签到'],1,['唯品会'],['唯品会'],1,0.8421
在得物潮流里怎么在购买页面每天签到啊？,<Plan>#签到#在$得物$中的购买页面每天签到</Plan><Finish>,<Plan>#签到#在$得物$中每天签到</Plan><Finish>,0,1.0000,0.9706,0.9394,0.9062,0.8936,0.8889,0.9333,['签到'],['签到'],1,['得物'],['得物'],1,0.7601
带我去毒app的购买页面中的每日签到。,<Plan>#签到#在$得物$中的购买页面打开签到页面</Plan><Finish>,<Plan>#签到#在$得物$中打开购买页面进行每日签到</Plan><Finish>,0,0.9070,0.8095,0.7073,0.6500,0.9091,0.8056,0.8706,['签到'],['签到'],1,['得物'],['得物'],1,0.9757
在抖音短视频里搜索商城关注店铺中的家居用品。,<Plan>#搜索#在$抖音$中搜索商城关注店铺中的家居用品</Plan><Finish>,<Plan>#搜索#在$抖音$中搜索商城关注店铺中的家居用品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['搜索'],['搜索'],1,['抖音'],['抖音'],1,0.9372
帮我看看dy的商城关注店铺里有没有这款蓝牙耳机。,<Plan>#收藏#在$抖音$中查看关注店铺的蓝牙耳机</Plan><Finish>,<Plan>#签到#在$抖音$中查看商城关注店铺的蓝牙耳机</Plan><Finish>,0,0.9091,0.8605,0.8095,0.7561,0.9032,0.8684,0.9302,['收藏'],['签到'],0,['抖音'],['抖音'],1,0.9865
YoYo，快帮我打开抖音里的收藏夹看看有哪些商品。,<Plan>#收藏#在$抖音$中打开商品收藏夹</Plan><Finish>,<Plan>#收藏#在$抖音$中打开收藏夹</Plan><Finish>,0,1.0000,0.9714,0.9412,0.9091,0.9565,0.9355,0.9730,['收藏'],['收藏'],1,['抖音'],['抖音'],1,0.7824
我在抖音里收藏的商品怎么查看？,<Plan>#收藏#在$抖音$中打开商品收藏夹</Plan><Finish>,<Plan>#收藏#在$抖音$中查看收藏的商品</Plan><Finish>,0,0.9211,0.8378,0.7500,0.7143,0.8750,0.8125,0.8684,['收藏'],['收藏'],1,['抖音'],['抖音'],1,0.7741
在抖音极速版里帮我找一下关注店铺中的家居装饰的店铺。,<Plan>#收藏#在$抖音极速版$中搜索关注店铺中的家居装饰店铺</Plan><Finish>,<Plan>#搜索#在$抖音极速版$中搜索关注店铺中的家居装饰店铺</Plan><Finish>,0,0.9583,0.9362,0.9130,0.8889,0.9688,0.9398,0.9583,['收藏'],['搜索'],0,['抖音极速版'],['抖音极速版'],1,1.0726
我的极速版抖音关注店铺里有卖运动服饰的店铺吗？,<Plan>#收藏#在$抖音极速版$中查看关注店铺里的运动服饰的店铺</Plan><Finish>,<Plan>#签到#在$抖音极速版$中签到</Plan><Finish>,0,0.8889,0.8286,0.7647,0.6970,0.7143,0.6849,0.7529,['收藏'],['签到'],0,['抖音极速版'],['抖音极速版'],1,0.8494
我在抖音极速版里收藏的商品在哪里能找到？,<Plan>#收藏#在$抖音极速版$中打开商品收藏夹</Plan><Finish>,<Plan>#收藏#在$抖音极速版$中查找收藏的商品</Plan><Finish>,0,0.9268,0.8500,0.7692,0.7368,0.8889,0.8286,0.8780,['收藏'],['收藏'],1,['抖音极速版'],['抖音极速版'],1,0.8532
帮我打开极速版抖音的收藏夹，看看有哪些商品。,<Plan>#收藏#在$抖音极速版$中打开商品收藏夹</Plan><Finish>,<Plan>#收藏#在$抖音极速版$中打开收藏夹</Plan><Finish>,0,1.0000,0.9737,0.9459,0.9167,0.9615,0.9412,0.9750,['收藏'],['收藏'],1,['抖音极速版'],['抖音极速版'],1,0.8252
YoYo，帮我查一下快手商品收藏里的东西。,<Plan>#收藏#在$快手$中查看商品收藏里的东西</Plan><Finish>,<Plan>#收藏#在$快手$中查看商品收藏</Plan><Finish>,0,1.0000,0.9722,0.9429,0.9118,0.9200,0.9091,0.9487,['收藏'],['收藏'],1,['快手'],['快手'],1,0.7400
快手中我之前商品收藏里的东西还能找到吗？,<Plan>#收藏#在$快手$中查看商品收藏里的东西</Plan><Finish>,<Plan>#签到#在$快手$中签到</Plan><Finish>,0,0.8788,0.8125,0.7419,0.6667,0.7391,0.7097,0.7838,['收藏'],['签到'],0,['快手'],['快手'],1,0.7396
快手极速版里怎么找不到我收藏的商品了？,<Plan>#收藏#在$快手极速版$中查看收藏的商品</Plan><Finish>,<Plan>#搜索#在$快手极速版$中查找收藏的商品</Plan><Finish>,0,0.9268,0.8750,0.8205,0.7632,0.9286,0.8732,0.9268,['收藏'],['搜索'],0,['快手极速版'],['快手极速版'],1,0.8498
帮我在极速版快手查看我之前收藏的商品。,<Plan>#收藏#在$快手极速版$中查看之前收藏的商品</Plan><Finish>,<Plan>#查看#在$快手极速版$中查看我之前收藏的商品</Plan><Finish>,0,0.9318,0.8837,0.8333,0.7805,0.9831,0.9067,0.9425,['收藏'],['查看'],0,['快手极速版'],['快手极速版'],1,0.9052
YoYo，帮我到拼夕夕里搜一下我收藏的北面冲锋衣。,<Plan>#收藏#在$拼多多$中查看我收藏的北面冲锋衣</Plan><Finish>,<Plan>#搜索#在$拼多多$中搜索我收藏的北面冲锋衣</Plan><Finish>,0,0.9070,0.8571,0.8049,0.7500,0.9286,0.8649,0.9070,['收藏'],['搜索'],0,['拼多多'],['拼多多'],1,0.9328
在PDD里能搜到我在商品收藏里的小米手环吗？,<Plan>#收藏#在$拼多多$中搜索商品收藏里的小米手环</Plan><Finish>,<Plan>#搜索#在$拼多多$中搜索商品收藏里的小米手环</Plan><Finish>,0,0.9545,0.9302,0.9048,0.8780,1.0000,0.9474,0.9545,['收藏'],['搜索'],0,['拼多多'],['拼多多'],1,0.9050
YoYo，快帮我打开拼夕夕里的商品收藏页面！,<Plan>#收藏#在$拼多多$中打开商品收藏</Plan><Finish>,<Plan>#收藏#在$拼多多$中打开商品收藏页面</Plan><Finish>,0,0.9500,0.9231,0.8947,0.8649,0.9583,0.9394,0.9744,['收藏'],['收藏'],1,['拼多多'],['拼多多'],1,0.7666
我在PDD收藏的商品在哪里查看？,<Plan>#收藏#在$拼多多$中查看收藏的商品</Plan><Finish>,<Plan>#收藏#在$拼多多$中查看收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['拼多多'],['拼多多'],1,0.7172
拼多多里怎么查看我关注的店铺？,<Plan>#收藏#在$拼多多$中查看关注的店铺</Plan><Finish>,<Plan>#签到#在$拼多多$中查看关注的店铺</Plan><Finish>,0,0.9487,0.9211,0.8919,0.8611,0.9231,0.9118,0.9487,['收藏'],['签到'],0,['拼多多'],['拼多多'],1,0.8176
帮我查一下拼夕夕里面关注的店铺有哪些。,<Plan>#收藏#在$拼多多$中查看关注的店铺</Plan><Finish>,<Plan>#签到#在$拼多多$中查看关注的店铺</Plan><Finish>,0,0.9487,0.9211,0.8919,0.8611,0.9231,0.9118,0.9487,['收藏'],['签到'],0,['拼多多'],['拼多多'],1,0.8200
在淘宝网里找一下我收藏的北面冲锋衣。,<Plan>#收藏#在$淘宝$中查看收藏的北面冲锋衣</Plan><Finish>,<Plan>#搜索#在$淘宝网$中查找我收藏的北面冲锋衣</Plan><Finish>,0,0.8837,0.8095,0.7317,0.6500,0.8966,0.8219,0.9048,['收藏'],['搜索'],0,['淘宝'],['淘宝网'],0,0.9197
YOYO，帮我查一下淘宝商城收藏夹里的戴森吹风机。,<Plan>#收藏#在$淘宝$中查看收藏夹的戴森吹风机</Plan><Finish>,<Plan>#搜索#在$淘宝$中搜索收藏夹里的戴森吹风机</Plan><Finish>,0,0.8837,0.8095,0.7317,0.6500,0.9123,0.8219,0.8941,['收藏'],['搜索'],0,['淘宝'],['淘宝'],1,0.8721
在淘宝网里搜索我关注的店铺中有没有卖北面冲锋衣的。,<Plan>#收藏#在$淘宝$中搜索我关注的店铺是否有卖北面冲锋衣</Plan><Finish>,<Plan>#搜索#在$淘宝网$中搜索关注的店铺中的北面冲锋衣</Plan><Finish>,0,0.8913,0.8000,0.7045,0.6047,0.8788,0.7711,0.8723,['收藏'],['搜索'],0,['淘宝'],['淘宝网'],0,0.9991
帮我查一下淘宝商城里关注的店铺中冬季加厚羽绒服女款有没有上新。,<Plan>#收藏#在$淘宝$中查看关注的店铺中冬季加厚羽绒服女款有没有上新</Plan><Finish>,<Plan>#搜索#在$淘宝$中查看商城关注店铺冬季加厚羽绒服女款上新</Plan><Finish>,0,0.9200,0.8163,0.7083,0.6383,0.8831,0.7742,0.8932,['收藏'],['搜索'],0,['淘宝'],['淘宝'],1,1.2087
淘宝关注的店铺在哪里查看？,<Plan>#收藏#在$淘宝$中查看关注的店铺</Plan><Finish>,<Plan>#签到#在$淘宝$中查看关注的店铺</Plan><Finish>,0,0.9474,0.9189,0.8889,0.8571,0.9231,0.9091,0.9474,['收藏'],['签到'],0,['淘宝'],['淘宝'],1,0.7577
帮我打开淘宝网，看看我关注的店铺。。,<Plan>#收藏#在$淘宝$中查看关注的店铺</Plan><Finish>,<Plan>#签到#在$淘宝$中查看我关注的店铺</Plan><Finish>,0,0.9231,0.8684,0.8108,0.7500,0.9057,0.8657,0.9351,['收藏'],['签到'],0,['淘宝'],['淘宝'],1,0.7853
淘宝网里怎么查看我特别关注的店铺？,<Plan>#收藏#在$淘宝$中查看特别关注的店铺</Plan><Finish>,<Plan>#签到#在$淘宝$中查看特别关注的店铺</Plan><Finish>,0,0.9500,0.9231,0.8947,0.8649,0.9286,0.9143,0.9500,['收藏'],['签到'],0,['淘宝'],['淘宝'],1,0.7857
打开淘宝商城，进入我的特别关注店铺列表。,<Plan>#收藏#在$淘宝$中查看我的特别关注店铺列表</Plan><Finish>,<Plan>#启动#打开$淘宝$商城<br>#签到#进入我的特别关注店铺列表</Plan><Finish>,0,0.6981,0.6346,0.5882,0.5400,0.7353,0.6824,0.7708,['收藏'],"['启动', '签到']",0,['淘宝'],['淘宝'],1,1.0148
在淘宝网里怎么查看我关注的店铺开播了没有？,<Plan>#收藏#在$淘宝$中查看关注的店铺直播</Plan><Finish>,<Plan>#签到#在$淘宝$中查看我关注的店铺开播了没有</Plan><Finish>,0,0.8409,0.7442,0.6667,0.5854,0.8333,0.7568,0.8810,['收藏'],['签到'],0,['淘宝'],['淘宝'],1,0.9874
带我去淘宝商城看看我关注的店铺有没有在直播。,<Plan>#收藏#在$淘宝$中查看关注的店铺直播</Plan><Finish>,<Plan>#签到#在$淘宝$中查看商城关注店铺直播</Plan><Finish>,0,0.9024,0.8250,0.7436,0.6842,0.8772,0.8169,0.9136,['收藏'],['签到'],0,['淘宝'],['淘宝'],1,0.8256
淘宝关注的店铺最近上新了什么商品？,<Plan>#收藏#在$淘宝$中查看关注的店铺上新商品</Plan><Finish>,<Plan>#签到#在$淘宝$中签到关注的店铺上新商品</Plan><Finish>,0,0.9048,0.8537,0.8000,0.7436,0.8966,0.8493,0.9048,['收藏'],['签到'],0,['淘宝'],['淘宝'],1,0.9280
帮我查一下淘宝商城里我关注店铺的最新上架商品。,<Plan>#收藏#在$淘宝$中查看关注店铺的最新上架商品</Plan><Finish>,<Plan>#签到#在$淘宝$中查看商城里我关注店铺的最新上架商品</Plan><Finish>,0,0.8750,0.8298,0.7826,0.7333,0.8955,0.8537,0.9130,['收藏'],['签到'],0,['淘宝'],['淘宝'],1,1.0861
淘宝里的我的收藏在哪里能找到？,<Plan>#收藏#在$淘宝$中打开收藏夹</Plan><Finish>,<Plan>#签到#在$淘宝$中查找我的收藏</Plan><Finish>,0,0.8378,0.7500,0.6571,0.5882,0.8085,0.7419,0.8493,['收藏'],['签到'],0,['淘宝'],['淘宝'],1,0.6891
帮我打开淘宝网，查看我的收藏夹。,<Plan>#收藏#在$淘宝$中查看我的收藏夹</Plan><Finish>,<Plan>#签到#在$淘宝$中查看我的收藏夹</Plan><Finish>,0,0.9474,0.9189,0.8889,0.8571,0.9600,0.9231,0.9474,['收藏'],['签到'],0,['淘宝'],['淘宝'],1,0.7158
YoYo，快帮我看看淘宝收藏夹里有没有降价的商品！,<Plan>#收藏#在$淘宝$中查看收藏里的降价商品</Plan><Finish>,<Plan>#搜索#在$淘宝$中查看收藏夹中的降价商品</Plan><Finish>,0,0.9048,0.8537,0.8000,0.7436,0.9286,0.8611,0.9157,['收藏'],['搜索'],0,['淘宝'],['淘宝'],1,0.8803
在淘宝网我的收藏中能查看到哪些正在降价的商品吗？,<Plan>#收藏#在$淘宝$中查看我的收藏中的降价商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看我的收藏中的降价商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8781
YoYo，帮我查看淘宝收藏夹里的已购买商品。,<Plan>#收藏#在$淘宝$中查看收藏夹里已购买商品</Plan><Finish>,<Plan>#查看#在$淘宝$中查看收藏夹里的已购买商品</Plan><Finish>,0,0.9302,0.8810,0.8293,0.7750,0.9825,0.9041,0.9412,['收藏'],['查看'],0,['淘宝'],['淘宝'],1,0.9543
在淘宝商城中如何找到我收藏过的已买商品？,<Plan>#收藏#在$淘宝$中查看收藏过的已买商品</Plan><Finish>,<Plan>#搜索#在$淘宝$中搜索已买商品</Plan><Finish>,0,0.8919,0.8333,0.7714,0.7059,0.8400,0.7879,0.8462,['收藏'],['搜索'],0,['淘宝'],['淘宝'],1,0.8269
淘宝网里的收藏夹里有哪些库存不多的商品？,<Plan>#收藏#在$淘宝$中打开收藏夹并筛选库存不多的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹里库存不多的商品</Plan><Finish>,0,0.9318,0.8837,0.8333,0.7805,0.8710,0.8462,0.9111,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.9270
帮我查一下淘宝商城中我收藏的那些商品库存紧张的有哪些？,<Plan>#收藏#在$淘宝$中查看我收藏的商品库存紧张的</Plan><Finish>,<Plan>#搜索#在$淘宝$中搜索我收藏的商品库存紧张的</Plan><Finish>,0,0.9091,0.8605,0.8095,0.7561,0.9310,0.8684,0.9091,['收藏'],['搜索'],0,['淘宝'],['淘宝'],1,0.9267
淘宝收藏里的失效商品在哪里看？,<Plan>#收藏#在$淘宝$中查看收藏里的失效商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏的失效商品</Plan><Finish>,0,1.0000,0.9744,0.9474,0.9189,0.9811,0.9565,0.9877,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8254
帮我查一下淘宝网收藏夹里是不是有已经失效的商品。,<Plan>#收藏#在$淘宝$中查看收藏夹里的商品是否失效</Plan><Finish>,<Plan>#签到#在$淘宝$中查看收藏夹失效商品</Plan><Finish>,0,0.9500,0.8462,0.7368,0.6757,0.8966,0.7945,0.8571,['收藏'],['签到'],0,['淘宝'],['淘宝'],1,0.8954
让我在淘宝网里查看最近7天收藏的商品。,<Plan>#收藏#在$淘宝$中查看最近7天收藏的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看最近7天收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8954
YoYo，帮我找一下淘宝收藏夹里这周新加的宝贝。,<Plan>#收藏#在$淘宝$中查看这周新加的宝贝</Plan><Finish>,<Plan>#搜索#在$淘宝$中查找收藏夹里这周新加的宝贝</Plan><Finish>,0,0.8864,0.8140,0.7381,0.6829,0.8966,0.8378,0.8810,['收藏'],['搜索'],0,['淘宝'],['淘宝'],1,0.9788
YoYo，帮我查看一下淘宝收藏夹里最近30天收藏的商品。,<Plan>#收藏#在$淘宝$中查看最近30天收藏的商品</Plan><Finish>,<Plan>#查看#在$淘宝$中查看最近30天收藏的商品</Plan><Finish>,0,0.9535,0.9286,0.9024,0.8750,1.0000,0.9459,0.9535,['收藏'],['查看'],0,['淘宝'],['淘宝'],1,0.8967
我想在淘宝网中看看我这一个月内收藏了哪些宝贝，能帮我找找吗？,<Plan>#收藏#在$淘宝$中查看这一个月内收藏的商品</Plan><Finish>,<Plan>#收藏#在$淘宝网$中查看一个月内收藏的宝贝</Plan><Finish>,0,0.9302,0.8571,0.7805,0.7000,0.9123,0.8378,0.9302,['收藏'],['收藏'],1,['淘宝'],['淘宝网'],0,0.9064
淘宝网里能查看我最近90天收藏的商品吗？,<Plan>#收藏#在$淘宝$中查看最近90天收藏的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看最近90天收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,0.8789
帮我查一下淘宝商城中我收藏的90天内的商品有哪些。,<Plan>#收藏#在$淘宝$中查看收藏的90天内的商品</Plan><Finish>,<Plan>#搜索#在$淘宝$中查看90天内收藏的商品</Plan><Finish>,0,0.9524,0.8780,0.7750,0.6667,0.9655,0.8649,0.8941,['收藏'],['搜索'],0,['淘宝'],['淘宝'],1,0.8791
淘宝网里能查到我半年前收藏的商品吗？,<Plan>#收藏#在$淘宝$中查看半年前收藏的商品</Plan><Finish>,<Plan>#搜索#在$淘宝$中查看半年前收藏的商品</Plan><Finish>,0,0.9512,0.9250,0.8974,0.8684,0.9643,0.9296,0.9512,['收藏'],['搜索'],0,['淘宝'],['淘宝'],1,0.7963
帮我看看淘宝商城里我半年之前收藏的那些商品。,<Plan>#收藏#在$淘宝$中查看半年之前收藏的商品</Plan><Finish>,<Plan>#搜索#在$淘宝$中查看半年前收藏的商品</Plan><Finish>,0,0.9512,0.9000,0.8462,0.7895,0.9474,0.8889,0.9398,['收藏'],['搜索'],0,['淘宝'],['淘宝'],1,0.8281
