query,ground_truth,pred_tool_1,pred_tool_2,pred_tool_3,pred_tool_4,pred_tool_5,pred_tool_6,pred_tool_7,pred_tool_8,pred_tool_9,pred_tool_10,pred_score_1,pred_score_2,pred_score_3,pred_score_4,pred_score_5,pred_score_6,pred_score_7,pred_score_8,pred_score_9,pred_score_10
yoyo，抖音的商城购物车帮我加上，送到上海市静安区的3支装的花西子眉笔哦,add_into_cart(...),add_into_cart(...),rate_order(...),search_cart_content(...),open_cart_content(...),order_to_purchase_goods(...),search_in_favorite_stores(...),open_favorite_stores(...),add_into_favorite_stores(...),open_favorite_goods(...),search_delivery_time(...),0.8992020167954797,0.7079311418718512,0.6819204716915883,0.6765960322580422,0.6726245151214426,0.5784572802562997,0.5476390691495541,0.5425786385872323,0.5365655652924194,0.5357277294063795
帮我在抖音的商城下单华为Mate60 Pro，应该没问题吧？,order_to_purchase_goods(...),order_to_purchase_goods(...),rate_order(...),add_into_cart(...),search_order(...),add_into_favorite_goods(...),manage_order_logistics_status(...),open_customer_service(...),apply_after_sales(...),add_into_favorite_stores(...),search_cart_content(...),0.8964091879442265,0.8667909067017614,0.6150137378166803,0.546111242111661,0.490797008660415,0.4757979268321666,0.4721902345440575,0.4666662342340453,0.46609691122639224,0.4578865867801575
哎，yoyo帮我看看，7米2的飞鲨鱼竿，在抖音的商城能下单不？我朋友都有了，我也想弄一根,order_to_purchase_goods(...),order_to_purchase_goods(...),rate_order(...),add_into_cart(...),search_cart_content(...),search_stores(...),open_orders_release(...),open_orders_all_review(...),open_orders_sold(...),search_order(...),add_into_favorite_stores(...),0.897385504002784,0.8496051689351537,0.6456216618078543,0.6119292629167461,0.5900726315252275,0.5846628831947961,0.5844028931730465,0.5774959548024251,0.5651942649636789,0.5650789271984371
5箱伊利纯牛奶，在抖音的商城里你帮我操作下呗,order_to_purchase_goods(...),order_to_purchase_goods(...),rate_order(...),add_into_cart(...),add_into_favorite_goods(...),open_express_delivery(...),search_delivery_time(...),search_cart_content(...),call_order_courier(...),search_order(...),add_into_favorite_stores(...),0.7656371395265794,0.7182189001397863,0.6830459105403157,0.5203923494048069,0.5056185338746273,0.46982728650742434,0.4564127698591373,0.45153274638153007,0.44579476593797174,0.4456349862106847
yoyo，帮我把小米14手机在抖音的商城下单送到广州市天河区,order_to_purchase_goods(...),order_to_purchase_goods(...),rate_order(...),add_into_cart(...),search_delivery_time(...),search_order(...),open_express_delivery(...),add_into_favorite_goods(...),add_into_favorite_stores(...),manage_order_logistics_status(...),call_order_courier(...),0.8941865342699441,0.7771154562762025,0.690561151007598,0.6008183465892385,0.5339346041416491,0.5172011252635514,0.5093558452448113,0.5034985635868712,0.4556086177596226,0.44569680887416013
yoyo，能帮我用支付宝在抖音的商城下单星巴克咖啡券？,order_to_purchase_goods(...),rate_order(...),order_to_purchase_goods(...),search_order(...),add_into_favorite_stores(...),add_into_cart(...),search_cart_content(...),add_into_favorite_goods(...),search_in_favorite_stores(...),open_customer_service(...),open_express_delivery(...),0.920131923668021,0.8941865342699441,0.6366980255911254,0.6336351274998261,0.6183154458600141,0.5962853789389586,0.5639203502085142,0.5561414075884239,0.5448168201730796,0.535526975676844
你好yoyo，能在抖音的商城下单3盒的蒙牛纯牛奶，用微信支付，送到杭州市西湖区吗？,order_to_purchase_goods(...),order_to_purchase_goods(...),rate_order(...),add_into_cart(...),search_delivery_time(...),search_order(...),manage_order_logistics_status(...),open_orders_bought(...),open_order_tracking_number(...),add_into_favorite_stores(...),open_express_delivery(...),1.0,0.8067104788316759,0.6288095984857427,0.5612167257630708,0.5311672576934158,0.4944046990956192,0.4895925388746857,0.4891092277038624,0.4876481517669935,0.4827890513566623
yoyo，我需要你帮我在抖音的商城收藏兰蔻小黑瓶精华，比较着急,add_into_favorite_goods(...),add_into_favorite_goods(...),open_favorite_goods(...),add_into_favorite_stores(...),search_in_favorite_stores(...),search_in_favorite_goods(...),open_favorite_stores(...),rate_order(...),add_into_cart(...),delete_favorite_goods(...),order_to_purchase_goods(...),0.7697088417234055,0.7147694682368629,0.7068427250737581,0.7014000026917849,0.6984278210770135,0.6894224210448614,0.6784158689228275,0.6140147830798092,0.5321132111475924,0.5279997793511169
在抖音的商城直播里搜一下雅诗兰黛口红，行不行啊yoyo？,search_goods(...),search_in_favorite_stores(...),rate_order(...),order_to_purchase_goods(...),search_in_favorite_goods(...),add_into_favorite_goods(...),open_favorite_goods(...),add_into_favorite_stores(...),open_favorite_stores(...),open_stores_page(...),add_into_cart(...),0.8249247280547293,0.8179819215795703,0.7550672200570261,0.7210460290492005,0.7176253398502326,0.6672516898021931,0.6595215179178118,0.6588727803635706,0.640002092464202,0.6148083872554521
yoyo帮忙打开抖音的商城中的小米官方旗舰店，可以吗？,open_stores_page(...),rate_order(...),open_stores_page(...),add_into_favorite_stores(...),order_to_purchase_goods(...),add_into_cart(...),open_goods_page(...),search_in_favorite_stores(...),open_special_page(...),open_customer_service(...),open_favorite_stores(...),0.8571521077024667,0.7986123437958451,0.7502884384904632,0.7404498590323447,0.7330919880014559,0.6669050119232143,0.644029603534311,0.6440043546732426,0.6075095421725529,0.594136534792762
傻yoyo，帮你爹在抖音的商城的苹果官方旗舰店搜一下iPhone 15Pro，好吗？,open_stores_page(...),rate_order(...),add_into_favorite_goods(...),search_in_favorite_goods(...),search_in_favorite_stores(...),order_to_purchase_goods(...),open_customer_service(...),add_into_favorite_stores(...),search_cart_content(...),search_goods(...),open_favorite_goods(...),0.7726287994545584,0.7724136851548599,0.744459078340291,0.7183722278459702,0.7133398568178569,0.6887514664359049,0.6884277945965565,0.6812565578375159,0.6433506950633378,0.6153962373395738
帮老子打开抖音的商城中安踏官方店的运动鞋类别，谢谢？,open_stores_page(...),open_stores_page(...),rate_order(...),add_into_favorite_stores(...),add_into_cart(...),open_favorite_stores(...),search_in_favorite_stores(...),open_special_page(...),order_to_purchase_goods(...),open_goods_page(...),search_in_favorite_goods(...),0.9255963108807542,0.7625056176961412,0.715548167046713,0.6759513345969129,0.6474857358827584,0.6061180426746067,0.5912765002160639,0.5693568411186444,0.5514960330685327,0.5414093950535679
你爹我需要关注抖音的商城中的无印良品店铺，能做到吗？,add_into_favorite_stores(...),open_favorite_stores(...),add_into_favorite_stores(...),search_in_favorite_stores(...),rate_order(...),open_favorite_goods(...),search_in_favorite_goods(...),add_into_favorite_goods(...),open_stores_page(...),open_customer_service(...),add_into_cart(...),0.8890007827589617,0.8814624102094968,0.8599423490349196,0.836726635746768,0.6870067231646135,0.6639433873452631,0.6529067143358654,0.6449629023117642,0.5969579186416858,0.595012811536192
宇宙无敌美少女需要在抖音搜索商城特价中的奥妙洗衣液，能找到吗？,search_goods(...),order_to_purchase_goods(...),search_in_favorite_stores(...),rate_order(...),add_into_favorite_goods(...),search_in_favorite_goods(...),add_into_favorite_stores(...),open_favorite_stores(...),add_into_cart(...),open_stores_page(...),open_favorite_goods(...),0.8392037122644169,0.8309022920146731,0.8238099135496949,0.8201314534513383,0.7898548759896071,0.7833529564264604,0.7247156198358181,0.703332720350809,0.702889983020075,0.6978346813320372
我渴死了，帮我抖音的商城小时达里搜搜可口可乐，行不？,search_goods(...),order_to_purchase_goods(...),rate_order(...),add_into_cart(...),add_into_favorite_stores(...),add_into_favorite_goods(...),search_order(...),search_delivery_time(...),open_express_delivery(...),open_special_page(...),search_in_favorite_goods(...),0.769899917247198,0.7670142118263926,0.6686511351732587,0.6581268602919755,0.6076708184852034,0.5988660580902552,0.5628293186882212,0.5553692615234738,0.5506016013681765,0.517710001412366
小仙女我要在抖音的商城搜一下华为Pura70，筛选销量高的，可以吗？,search_goods(...),order_to_purchase_goods(...),add_into_cart(...),rate_order(...),search_goods(...),open_favorite_goods(...),open_favorite_stores(...),search_stores(...),add_into_favorite_goods(...),search_cart_content(...),open_stores_page(...),0.8411309217951315,0.7391873216526837,0.7324543567360409,0.6972315493971796,0.6369297817266001,0.6235523686844876,0.6124516638024227,0.6120384312257917,0.6091010267558719,0.6009403736709942
起床了，帮我打开抖音的商城的国家补贴，搜一下美的空调，能办到吗？,search_goods(...),rate_order(...),open_special_page(...),add_into_cart(...),order_to_purchase_goods(...),add_into_favorite_stores(...),open_stores_page(...),add_into_favorite_goods(...),search_in_favorite_stores(...),open_favorite_stores(...),search_in_favorite_goods(...),0.8799416135557093,0.7702871247928116,0.7041836966804645,0.6862221280369439,0.6271407483160035,0.6178668049580142,0.5831891710022611,0.5780056945298055,0.54848573638957,0.525110153392634
哦，差点忘记查看抖音的商城中九阳豆浆机订单的物流单号，没问题吧？,open_order_tracking_number(...),open_order_tracking_number(...),manage_order_logistics_status(...),rate_order(...),open_logistics_receive(...),call_order_courier(...),search_order(...),open_orders_bought(...),open_logistics_send(...),open_orders_all_review(...),search_delivery_time(...),1.0,0.8069395416811972,0.7161192758260421,0.7005809635188137,0.681278436098373,0.5940345642808906,0.5791278310622151,0.5539215263992939,0.5485277304520514,0.5396535403246979
抖音的商城中联想电脑订单那什么快递电话，帮我拨打一下,call_order_courier(...),call_order_courier(...),open_order_tracking_number(...),open_express_delivery(...),manage_order_logistics_status(...),rate_order(...),open_customer_service(...),search_order(...),search_delivery_time(...),order_to_purchase_goods(...),open_logistics_receive(...),1.0,0.6409406009516432,0.5863165581736325,0.5524468678101324,0.5095522068707163,0.44838073136241885,0.4403852522884738,0.4182400017974015,0.39874432522609615,0.3718025936067254
帮我给抖音的商城中资生堂洗面奶订单催一下发货，谢谢啦？,manage_order_logistics_status(...),manage_order_logistics_status(...),rate_order(...),open_order_tracking_number(...),call_order_courier(...),search_delivery_time(...),search_order(...),open_express_delivery(...),order_to_purchase_goods(...),open_customer_service(...),open_logistics_receive(...),1.0,0.8277397018235132,0.715589125868076,0.7120831329065835,0.6652513705823256,0.6533766401983879,0.5560646120412502,0.5485464513295328,0.5480708544116195,0.5421494062723223
抖音的商城中耐克运动鞋订单，怎么还不配送啊？,manage_order_logistics_status(...),manage_order_logistics_status(...),rate_order(...),open_order_tracking_number(...),call_order_courier(...),search_delivery_time(...),search_order(...),open_express_delivery(...),open_orders_all_review(...),open_logistics_receive(...),open_customer_service(...),0.9330529712288249,0.9193125329086227,0.7827443899916415,0.7389311802088735,0.7174009487649378,0.7034773763958573,0.640848909461218,0.6287863400947407,0.601505909189794,0.5959439849930734
抖音的商城中的小米手环订单帮我确认收货,manage_order_logistics_status(...),rate_order(...),manage_order_logistics_status(...),order_to_purchase_goods(...),add_into_cart(...),search_order(...),open_order_tracking_number(...),open_orders_bought(...),call_order_courier(...),open_logistics_receive(...),open_express_delivery(...),0.9928134731443112,0.9270161265660495,0.7559251592994236,0.6901887589724212,0.6580026783501418,0.6382313442280207,0.5795314839241483,0.537239915745888,0.5328005642772426,0.5182312825497133
抖音的商城中vivo手机订单太垃圾了，申请售后吧,apply_after_sales(...),apply_after_sales(...),rate_order(...),open_customer_service(...),order_to_purchase_goods(...),search_order(...),manage_order_logistics_status(...),apply_price_protection(...),add_into_cart(...),open_special_page(...),call_order_courier(...),1.0,0.916269953915417,0.6818390833730932,0.5977758050584411,0.5892535168087969,0.5420346098303795,0.4928921468692479,0.48916607150070335,0.46029958875749694,0.4413706272655039
抖音的商城中格力风扇订单尺寸太小了，帮我退了,apply_after_sales(...),rate_order(...),apply_after_sales(...),order_to_purchase_goods(...),open_customer_service(...),delete_favorite_goods(...),search_order(...),add_into_cart(...),manage_order_logistics_status(...),apply_price_protection(...),open_special_page(...),0.9262179116206913,0.8081651102569499,0.6793377393300946,0.6555441007428725,0.6421752235210767,0.593837973989958,0.5927496798348542,0.5244218481878156,0.50474241785102,0.44632034705149787
yoyo，评价一下抖音的商城中的欧舒丹护手霜订单,rate_order(...),rate_order(...),order_to_purchase_goods(...),add_into_cart(...),search_delivery_time(...),add_into_favorite_stores(...),open_goods_page(...),search_order(...),add_into_favorite_goods(...),open_customer_service(...),apply_after_sales(...),1.0,0.6635741097382659,0.6424712927373479,0.5571905309499087,0.5559492883402154,0.5078168354970362,0.5062687591657208,0.4969690689707725,0.48696572687435524,0.4711781939294944
抖音的商城中的珀莱雅面霜订单打个五星好评吧,rate_order(...),rate_order(...),order_to_purchase_goods(...),add_into_favorite_stores(...),add_into_cart(...),open_favorite_stores(...),open_orders_all_review(...),open_goods_page(...),manage_order_logistics_status(...),open_customer_service(...),search_in_favorite_stores(...),1.0,0.6034774834500038,0.5874016450456486,0.548885509451273,0.5396823715156536,0.5337761633896897,0.5127068319888771,0.4998489235110978,0.49590702646306073,0.4775658430200906
"帮我评价抖音的商城中的植村秀砍刀眉笔订单，内容为“很好用，上色均匀""啊",rate_order(...),rate_order(...),open_orders_all_review(...),order_to_purchase_goods(...),open_favorite_stores(...),open_goods_page(...),add_into_favorite_stores(...),add_into_cart(...),open_logistics_receive(...),open_stores_page(...),open_customer_service(...),1.0,0.6043166459674308,0.5631698566426575,0.5594552405990674,0.549375887831181,0.5384275740887952,0.5265651454180597,0.5100964759171119,0.5068802447381143,0.5023797491795384
给抖音的商城中的良品铺子坚果礼盒订单评价并上传图片,rate_order(...),rate_order(...),open_orders_all_review(...),order_to_purchase_goods(...),add_into_favorite_stores(...),add_into_cart(...),open_goods_page(...),open_favorite_stores(...),add_into_favorite_goods(...),apply_after_sales(...),manage_order_logistics_status(...),1.0,0.5720812099026084,0.5675950897192487,0.5579893784707195,0.5530360602336655,0.4931400748736035,0.48662931471124127,0.4852142390619461,0.4839803301629339,0.48233408465196603
评价抖音的商城中的雅顿粉胶订单打个四星内容是“吸收很快”，再上传图片,rate_order(...),rate_order(...),order_to_purchase_goods(...),open_orders_all_review(...),search_delivery_time(...),add_into_cart(...),add_into_favorite_stores(...),manage_order_logistics_status(...),open_order_tracking_number(...),open_logistics_receive(...),open_orders_bought(...),1.0,0.5348468136561909,0.5212888216641631,0.5012899785861722,0.49658994204908286,0.4964071838732751,0.48220567388157914,0.47715816248926823,0.466854188778915,0.4545181838442936
在抖音极速版商城搜一下汰渍洗衣粉啊,search_goods(...),order_to_purchase_goods(...),rate_order(...),add_into_cart(...),add_into_favorite_stores(...),add_into_favorite_goods(...),open_express_delivery(...),search_in_favorite_goods(...),search_in_favorite_stores(...),search_order(...),apply_after_sales(...),0.74,0.733802290868382,0.7316834105450938,0.7283371385941313,0.7273943375240888,0.6789763176816449,0.6733557075082853,0.6407377702865584,0.6353319076355022,0.5993741922305851
在抖音极速版商城打开蓝月亮洗衣液,open_goods_page(...),rate_order(...),add_into_cart(...),open_special_page(...),order_to_purchase_goods(...),add_into_favorite_stores(...),add_into_favorite_goods(...),open_express_delivery(...),search_order(...),search_cart_content(...),search_in_favorite_goods(...),0.8637366988273998,0.74,0.7386316514928123,0.736584626335889,0.7078587667525309,0.6628727380196049,0.6521342712995652,0.6112101760453632,0.6111508977954029,0.5207184142495068
在抖音极速版商城打开兰芝唇膜的评论好吧？,open_goods_page(...),rate_order(...),open_special_page(...),open_goods_page(...),add_into_favorite_stores(...),search_in_favorite_stores(...),order_to_purchase_goods(...),search_in_favorite_goods(...),open_favorite_stores(...),open_favorite_goods(...),open_stores_page(...),0.9655610705750565,0.7451586508492777,0.7395634413696883,0.6299748516938991,0.6129934123163931,0.6085049271475182,0.5871743778275582,0.5830450821790092,0.570544006137455,0.5491301196045475
帮我再抖音极速版商城里打开SK-II神仙水的规格啊？,open_goods_page(...),open_goods_page(...),order_to_purchase_goods(...),rate_order(...),add_into_cart(...),open_special_page(...),open_stores_page(...),search_cart_content(...),search_goods(...),open_cart_content(...),search_in_favorite_goods(...),0.8770325501736689,0.8288211540137114,0.8187155102651815,0.7996748426615574,0.7107335759771726,0.6210998037160149,0.5415335161714104,0.5247921208258475,0.521363046647669,0.5128635448450483
能帮我在抖音极速版商城打开苹果iPhone15的参数页面啊？,open_goods_page(...),open_goods_page(...),open_special_page(...),rate_order(...),search_in_favorite_goods(...),open_app(...),search_goods(...),open_stores_page(...),order_to_purchase_goods(...),open_camera_search(...),add_into_cart(...),0.9601263846796745,0.7884152344455924,0.7081627460808178,0.5681469053121517,0.5479004244899494,0.5475798401238913,0.5419271712789558,0.5329033693593801,0.5277043530590615,0.5171817781069455
在抖音极速版商城里打开美的变频空调的详情页呗？,open_goods_page(...),rate_order(...),order_to_purchase_goods(...),add_into_cart(...),open_special_page(...),add_into_favorite_goods(...),open_goods_page(...),search_cart_content(...),open_stores_page(...),add_into_favorite_stores(...),apply_price_protection(...),0.8133479618967363,0.744305678404458,0.6424862958052412,0.6279548079555222,0.5975481168952104,0.5522807055148317,0.5487817042153744,0.5452669097361043,0.5409288053887157,0.5379168313197734
看一下抖音极速版商城中小米手环8送到上海的时间好吧？,search_delivery_time(...),search_delivery_time(...),rate_order(...),manage_order_logistics_status(...),call_order_courier(...),order_to_purchase_goods(...),add_into_cart(...),open_express_delivery(...),open_order_tracking_number(...),search_order(...),open_logistics_receive(...),0.928055813190201,0.6423494638022565,0.4850269980108333,0.4662492836785526,0.45349110093001826,0.4516058143443882,0.4503769418524431,0.43719126997878366,0.4163367316857894,0.3886590369298338
在抖音极速版商城把兰蔻小黑瓶精华加入购物车咯,add_into_cart(...),add_into_cart(...),search_cart_content(...),rate_order(...),open_cart_content(...),add_into_favorite_goods(...),add_into_favorite_stores(...),order_to_purchase_goods(...),search_in_favorite_goods(...),search_in_favorite_stores(...),open_favorite_goods(...),0.8558453820874102,0.7898176015306231,0.7589837735943386,0.7419480192391209,0.6635987769180733,0.6231536043370008,0.606889240891174,0.5282979040919211,0.5185305672623124,0.5017225544993232
能帮我在抖音极速版商城将500ml的海飞丝洗发水加入购物车吗？,add_into_cart(...),add_into_cart(...),add_into_favorite_goods(...),order_to_purchase_goods(...),add_into_favorite_stores(...),search_cart_content(...),open_cart_content(...),rate_order(...),delete_favorite_goods(...),search_in_favorite_goods(...),open_express_delivery(...),0.954182293968715,0.7127003102579862,0.6301110060174673,0.613819859137847,0.6127058290809279,0.6018357682881481,0.6012456169246019,0.49043579451775027,0.47190738522571674,0.4534775333091129
在抖音极速版商城把3件南极人保暖内衣加入一下购物车。,add_into_cart(...),add_into_cart(...),search_cart_content(...),add_into_favorite_goods(...),rate_order(...),order_to_purchase_goods(...),add_into_favorite_stores(...),open_cart_content(...),open_favorite_goods(...),search_in_favorite_stores(...),open_favorite_stores(...),0.8558453820874102,0.7469714652040023,0.7210964543554159,0.7208462357195946,0.7150902235627392,0.6833141155141557,0.6783756010259395,0.6372630303668386,0.6312657391500736,0.5962248267693371
请在抖音极速版商城将送到广州花都去的欧莱雅面霜加入购物车吧。,add_into_cart(...),add_into_cart(...),rate_order(...),add_into_favorite_stores(...),search_delivery_time(...),add_into_favorite_goods(...),order_to_purchase_goods(...),search_cart_content(...),search_in_favorite_stores(...),open_favorite_goods(...),open_favorite_stores(...),0.9526776168577393,0.8442534380889044,0.801334876383569,0.7819899262722325,0.7733691514976627,0.7565460917270289,0.7165382117714669,0.672719556080172,0.667081142298962,0.6667675571187942
在抖音极速版商城把送到深圳南山的2瓶500ml的农夫山泉加入购物车可以吗？,add_into_cart(...),add_into_cart(...),rate_order(...),order_to_purchase_goods(...),search_cart_content(...),open_cart_content(...),add_into_favorite_stores(...),add_into_favorite_goods(...),open_express_delivery(...),search_goods(...),search_in_favorite_stores(...),0.9355062405663295,0.8255560549446468,0.8042540022387743,0.7855200232452328,0.7646752882622165,0.6705565646350214,0.6512561294877077,0.5994164128662202,0.5776983853609335,0.5723353585427943
yoyo在抖音极速版商城下单雅诗兰黛眼霜。,order_to_purchase_goods(...),order_to_purchase_goods(...),rate_order(...),add_into_cart(...),add_into_favorite_stores(...),add_into_favorite_goods(...),search_order(...),open_stores_page(...),search_cart_content(...),open_special_page(...),open_orders_release(...),0.8899237565493255,0.8456990937411498,0.6169395355423393,0.613108004941162,0.5974907484624943,0.569001570451194,0.5288963076278563,0.5277687273188273,0.5057697536108751,0.50561988102734
yoyo抖音极速版商城下单L码的优衣库T恤。,order_to_purchase_goods(...),order_to_purchase_goods(...),rate_order(...),add_into_cart(...),add_into_favorite_stores(...),open_express_delivery(...),search_delivery_time(...),add_into_favorite_goods(...),search_in_favorite_stores(...),open_orders_bought(...),open_stores_page(...),0.9198236737965235,0.7834554867593668,0.6855583696712328,0.6003070161579573,0.5841298641618484,0.5621927446215303,0.5461901343345831,0.5212952751293628,0.5091735074437633,0.5049852290024671
我需要你在抖音极速版商城下单4盒蒙牛纯牛奶啊？,order_to_purchase_goods(...),rate_order(...),order_to_purchase_goods(...),open_special_page(...),search_order(...),add_into_favorite_goods(...),add_into_cart(...),open_express_delivery(...),add_into_favorite_stores(...),sign_in(...),open_order_tracking_number(...),0.9240415022930198,0.8899237565493255,0.700570447290224,0.6098454855363636,0.5921150417897225,0.5900341667665868,0.5842081335424336,0.5823463234067418,0.5639929508749235,0.5120180332240517
yoyo在抖音极速版商城下单华为手机然后送到杭州。,order_to_purchase_goods(...),order_to_purchase_goods(...),rate_order(...),add_into_cart(...),search_delivery_time(...),search_order(...),open_orders_bought(...),open_special_page(...),add_into_favorite_stores(...),search_cart_content(...),open_orders_sold(...),0.8899237565493255,0.852631440414387,0.616246805491293,0.6036586221982657,0.5910699039994783,0.5404509861945767,0.5266263976357486,0.5198029331510347,0.5194240956666797,0.5193760793068573
yoyo在抖音极速版商城买个SK-II护肤精华露用微信支付。,order_to_purchase_goods(...),order_to_purchase_goods(...),rate_order(...),add_into_cart(...),add_into_favorite_stores(...),add_into_favorite_goods(...),open_special_page(...),search_order(...),search_cart_content(...),open_orders_bought(...),search_in_favorite_stores(...),0.8899237565493255,0.8476918325126023,0.5822507149309212,0.578233327145613,0.5743713982313041,0.5700730107853625,0.5275515319174366,0.5050885448006572,0.503049065499771,0.5018544515637137
在抖音极速版商城用支付宝下单3个500g的新疆阿克苏苹果送到成都呗？,order_to_purchase_goods(...),rate_order(...),order_to_purchase_goods(...),search_cart_content(...),add_into_cart(...),add_into_favorite_stores(...),open_express_delivery(...),manage_order_logistics_status(...),search_order(...),open_cart_content(...),add_into_favorite_goods(...),0.9218609081082874,0.8941865342699441,0.7715390676437599,0.6194437570274454,0.6103305375132067,0.6049321331217957,0.6031799967613389,0.5933431249150224,0.5929271625657285,0.56661049903938
