query,ground_truth,pred_tool_1,pred_tool_2,pred_tool_3,pred_tool_4,pred_tool_5,pred_tool_6,pred_tool_7,pred_tool_8,pred_tool_9,pred_tool_10,pred_score_1,pred_score_2,pred_score_3,pred_score_4,pred_score_5,pred_score_6,pred_score_7,pred_score_8,pred_score_9,pred_score_10
有没有人买过XX牌升降桌？评价靠谱的话今晚就下单,order_to_purchase_goods(...),order_to_purchase_goods(...),sign_in(...),rate_order(...),apply_price_protection(...),add_into_favorite_goods(...),open_orders_bought(...),add_into_favorite_stores(...),search_stores(...),delete_search_history(...),open_camera_search(...),1.0,0.26529058035316433,0.18164770216612294,0.13333166214136796,0.13216885847537518,0.07830644039519163,0.050907670869223945,0.010540974746292923,0.0,0.0
显示小米净水器1000G出来的水有异味的差评截图,open_goods_page(...),open_goods_page(...),open_camera_search(...),rate_order(...),apply_after_sales(...),open_special_page(...),open_customer_service(...),open_orders_bought(...),open_invoice_page(...),add_into_favorite_goods(...),sign_in(...),1.0,0.8693656317111296,0.2875296118869949,0.2723645169310645,0.23540986622292648,0.20774173963775436,0.19958650968482078,0.12511387454451048,0.11238487000228252,0.07469543692925398
查一下荣耀京东旗舰店Magic7的12+256G多少钱,open_goods_page(...),open_stores_page(...),open_goods_page(...),add_into_favorite_stores(...),search_in_favorite_stores(...),open_favorite_stores(...),open_customer_service(...),call_order_courier(...),open_cart_content(...),open_special_page(...),search_stores(...),1.0,0.3927143532206978,0.2356013125602559,0.13468849886308987,0.079864554849512,0.07816554137956692,0.07695238526452367,0.07293005631079345,0.06464120894182479,0.05993300842785573
打开淘宝荣耀官方旗舰店Magic7的商品参数,open_goods_page(...),open_stores_page(...),open_goods_page(...),add_into_favorite_stores(...),open_favorite_stores(...),open_customer_service(...),open_special_page(...),open_invoice_page(...),search_in_favorite_stores(...),open_camera_search(...),call_order_courier(...),1.0,0.9338489474592405,0.30265723325588045,0.1913519039158843,0.15972345472012928,0.11980230176840631,0.11188117140820515,0.10125995861971604,0.05640818405567746,0.035009123194908835
能帮我看下小米投影仪的参数信息吗？用淘宝就行,open_goods_page(...),open_goods_page(...),open_stores_page(...),open_special_page(...),open_invoice_page(...),open_customer_service(...),call_order_courier(...),open_orders_bought(...),open_camera_search(...),apply_price_protection(...),open_logistics_receive(...),1.0,0.21749761514504126,0.18914290552200463,0.17760561559021892,0.1741679852171391,0.11523347867116886,0.10170145169078153,0.09173472679926153,0.06595091912598493,0.056168696953131945
帮我在淘宝看看联想异能者无线蓝牙耳机的具体参数是什么？,open_goods_page(...),open_goods_page(...),open_special_page(...),open_invoice_page(...),open_customer_service(...),open_stores_page(...),call_order_courier(...),open_orders_bought(...),apply_price_protection(...),open_logistics_receive(...),open_camera_search(...),1.0,0.20347513826255317,0.1862567270288492,0.17243956396871837,0.1668861451031909,0.11580859755228667,0.10328420088462512,0.06931079546783822,0.05902309822968634,0.057365374349274495
打开淘宝荣耀官方旗舰店Magic7的商品详情,open_goods_page(...),open_stores_page(...),open_goods_page(...),add_into_favorite_stores(...),open_favorite_stores(...),search_in_favorite_stores(...),open_customer_service(...),open_cart_content(...),open_special_page(...),open_invoice_page(...),open_camera_search(...),1.0,0.7100036281754825,0.3032610398054111,0.1766711868870349,0.11642279106793088,0.10900821068110864,0.08328161643901365,0.07204337544574614,0.05747108708852654,0.03530311547071077
去淘宝看看小米蓝牙音响的商品详情,open_goods_page(...),open_goods_page(...),open_stores_page(...),open_cart_content(...),open_special_page(...),open_invoice_page(...),open_orders_bought(...),search_order(...),call_order_courier(...),open_customer_service(...),open_camera_search(...),1.0,0.28907097959600875,0.22533042549111093,0.1628728541408254,0.13703828650848543,0.10576359174395362,0.1037019719316989,0.09884158790634633,0.08299160201712108,0.06693060424940056
帮我用淘宝查一下苹果官方旗舰店iPhone 14的商品详情,open_goods_page(...),open_stores_page(...),open_goods_page(...),search_in_favorite_stores(...),search_stores(...),add_into_favorite_stores(...),open_favorite_stores(...),search_order(...),open_customer_service(...),open_camera_search(...),open_special_page(...),1.0,0.7635992447332938,0.26889119700957165,0.2592365398567219,0.24935683642102432,0.13780133078542825,0.10586833360792322,0.0962383805122113,0.04906297443532035,0.04873223588607988
想看小米官方旗舰店空气净化器的淘宝商品详情，帮忙打开,open_goods_page(...),open_goods_page(...),open_stores_page(...),add_into_favorite_stores(...),open_cart_content(...),open_special_page(...),open_favorite_stores(...),open_customer_service(...),open_invoice_page(...),open_camera_search(...),open_orders_bought(...),1.0,0.916864186880766,0.1904336834440113,0.17640894331486906,0.13121935596585846,0.11482207447726142,0.11118396471892628,0.05939631679809983,0.05647271428753404,0.048680753793995155
想了解vivo官方旗舰店X90的淘宝详情页，你能帮我打开看看吗？,open_goods_page(...),open_stores_page(...),open_goods_page(...),add_into_favorite_stores(...),open_favorite_stores(...),open_customer_service(...),search_in_favorite_stores(...),search_stores(...),open_special_page(...),open_invoice_page(...),open_orders_bought(...),1.0,0.7911749788619333,0.3421653945565312,0.206327400531157,0.14674732234663138,0.13511896134257062,0.11947761328131587,0.08607620248308658,0.07172848490744808,0.056980700575020325
你能帮我打开三星官方旗舰店Galaxy S23的淘宝地址选择界面吗？,open_stores_page(...),open_stores_page(...),open_goods_page(...),add_into_favorite_stores(...),open_favorite_stores(...),open_customer_service(...),search_in_favorite_stores(...),search_stores(...),open_cart_content(...),order_to_purchase_goods(...),open_invoice_page(...),1.0,0.49998127052848657,0.3064895829819276,0.16219448507973058,0.135872585997482,0.11145262276128051,0.08363827140048401,0.0728348758312709,0.05296542572417337,0.0460619314619634
想看小米官方旗舰店空气净化器的淘宝选择地址页面，帮忙打开,open_stores_page(...),open_stores_page(...),open_goods_page(...),add_into_favorite_stores(...),search_in_favorite_stores(...),open_favorite_stores(...),search_stores(...),open_customer_service(...),open_special_page(...),order_to_purchase_goods(...),open_cart_content(...),1.0,0.5179475217952805,0.28779086593023795,0.15998585724139008,0.14020742988933388,0.09990510887242765,0.057111591670498306,0.049879627796269026,0.03142109469103432,0.018228932219922958
帮忙打开淘宝小米官方旗舰店扫地机器人Mi Robot的配送地址设置页面,open_goods_page(...),open_logistics_receive(...),call_order_courier(...),open_stores_page(...),add_into_favorite_stores(...),open_invoice_page(...),open_goods_page(...),open_customer_service(...),manage_order_logistics_status(...),add_into_cart(...),sign_in(...),1.0,0.780838689905863,0.6652293899261179,0.4842530260511967,0.48174707134573086,0.4220524479352937,0.28748405280402345,0.278802078276732,0.21220644441969888,0.21183951933065356
帮我查查淘宝华为官方旗舰店P50 Pro的地址选择,open_stores_page(...),open_stores_page(...),search_in_favorite_stores(...),add_into_favorite_stores(...),search_stores(...),open_goods_page(...),open_favorite_stores(...),open_customer_service(...),open_logistics_receive(...),call_order_courier(...),open_search_history(...),1.0,0.44153489521232175,0.41420823920786776,0.3645538572559138,0.2905225922524706,0.246656270575626,0.18052096698002132,0.08391048274705296,0.08001736863017656,0.053929799227642995
找一下淘宝综合排序最高的男装店,search_stores(...),search_stores(...),add_into_favorite_stores(...),search_in_favorite_stores(...),open_stores_page(...),open_favorite_stores(...),open_orders_bought(...),open_search_history(...),order_to_purchase_goods(...),search_goods(...),rate_order(...),1.0,0.23058253639857412,0.22877908686688245,0.18467953393464195,0.17216084060543171,0.10683023222862188,0.0995480109711498,0.0942405260652075,0.08881759534155807,0.08088380968000858
麻烦帮我在淘宝找一些玩具店按价格从低到高排序,search_stores(...),search_stores(...),add_into_favorite_stores(...),search_in_favorite_stores(...),open_stores_page(...),open_favorite_stores(...),search_goods(...),order_to_purchase_goods(...),open_search_history(...),open_orders_bought(...),rate_order(...),1.0,0.19697390177584373,0.19208403656085432,0.12461192464572238,0.11246092211442044,0.10863192358017809,0.10145643414333727,0.09719531141483352,0.07376609336578169,0.07203505165035687
你能帮我在淘宝查一下最新款的Apple watch嘛，按销量排序,search_goods(...),search_goods(...),search_stores(...),search_in_favorite_goods(...),delete_search_history(...),open_search_history(...),open_special_page(...),search_cart_content(...),open_camera_search(...),add_into_cart(...),open_customer_service(...),1.0,0.16647669550933225,0.1585489014819352,0.1069549547217157,0.09753067405748123,0.08633026195589191,0.04736370521523538,0.024889935879545046,0.009043508870409238,0.0019175429490823036
你能帮我按价格从高到低排序在淘宝找一下婴儿床吗？,search_goods(...),search_goods(...),search_stores(...),search_in_favorite_goods(...),open_special_page(...),open_search_history(...),delete_search_history(...),search_cart_content(...),open_camera_search(...),rate_order(...),add_into_cart(...),1.0,0.1862170125051424,0.15387369588141,0.089883789484773,0.08600702163141118,0.07867095230014023,0.043607926633363055,0.014687647318377005,0.011139257011977112,0.006873087775449654
帮我用淘宝图片搜索一下商品,open_camera_search(...),open_camera_search(...),search_in_favorite_goods(...),search_order(...),search_cart_content(...),open_search_history(...),call_order_courier(...),add_into_favorite_goods(...),open_invoice_page(...),search_goods(...),open_stores_page(...),1.0,0.4021529326076069,0.39259921273004145,0.3095374495046434,0.17663833439683949,0.1683835034943168,0.14904215726713665,0.1374778784895501,0.13453527866509216,0.08140203424150827
帮我打开淘宝图片搜索,open_camera_search(...),open_camera_search(...),open_goods_page(...),open_invoice_page(...),search_goods(...),open_search_history(...),search_in_favorite_goods(...),open_stores_page(...),call_order_courier(...),search_cart_content(...),search_order(...),1.0,0.22761107864533583,0.18879897327074585,0.18224716290728635,0.17548119577317653,0.16275238939927364,0.15721258312287476,0.1522034482564883,0.12355588640065213,0.08829985020227281
你可以帮我打开淘宝图片搜索功能吗,open_camera_search(...),open_camera_search(...),search_in_favorite_goods(...),open_search_history(...),search_goods(...),search_cart_content(...),open_invoice_page(...),open_stores_page(...),call_order_courier(...),open_goods_page(...),search_order(...),1.0,0.23842349667986393,0.20344765581856838,0.19923380496425896,0.145950164527855,0.14198567125961556,0.12754699857388097,0.12033007412076858,0.1108707886771157,0.08116140582923057
我想用淘宝图片搜索功能，怎么操作,open_camera_search(...),open_camera_search(...),search_in_favorite_goods(...),open_search_history(...),search_goods(...),search_cart_content(...),search_order(...),open_invoice_page(...),add_into_favorite_goods(...),call_order_courier(...),open_stores_page(...),1.0,0.35245100400021917,0.22141921029718728,0.22065351446544287,0.19975713177106003,0.13184830157035532,0.12428743094555403,0.1107187000106478,0.10408825191189029,0.08091554530098102
我想了解下淘宝图片搜索功能，你能帮我打开吗,open_camera_search(...),open_camera_search(...),open_goods_page(...),open_stores_page(...),open_invoice_page(...),open_search_history(...),search_goods(...),call_order_courier(...),open_special_page(...),search_in_favorite_goods(...),search_cart_content(...),1.0,0.28593283748486154,0.20049222869445568,0.17465234577313868,0.17019256898037316,0.15021952619189588,0.14852769828953438,0.1421518498538823,0.13425178653584893,0.108212263620059
打开淘宝购物车,open_cart_content(...),open_cart_content(...),search_cart_content(...),open_special_page(...),add_into_cart(...),open_invoice_page(...),open_logistics_receive(...),open_goods_page(...),open_favorite_goods(...),open_search_history(...),delete_favorite_goods(...),1.0,0.5450440888549157,0.19866863163442947,0.1779015861891961,0.1699478263035803,0.13800798224448835,0.12928191758739022,0.1266073231979719,0.08661251532809247,0.08045297401869889
帮我看一下淘宝购物车里都有什么,open_cart_content(...),open_cart_content(...),search_cart_content(...),open_special_page(...),add_into_cart(...),open_favorite_goods(...),delete_favorite_goods(...),open_logistics_receive(...),open_invoice_page(...),delete_search_history(...),open_search_history(...),1.0,0.5551301036854864,0.1661984018401992,0.1535565921458421,0.13775647262635363,0.12622902958691468,0.12068182222979495,0.11563346924882047,0.07806619325321999,0.0727552382981247
看一下我的淘宝购物车里有香水吗,search_cart_content(...),search_cart_content(...),open_cart_content(...),search_in_favorite_goods(...),delete_favorite_goods(...),add_into_cart(...),search_order(...),open_favorite_goods(...),open_logistics_receive(...),open_search_history(...),open_camera_search(...),1.0,0.6961907652203619,0.34540693414440876,0.25280932720081806,0.15333548236181635,0.1331596522196926,0.10907498420836254,0.0820478824054776,0.06467060495294523,0.06136450979259383
你能给我打开淘宝购物车吗，我想看看,open_cart_content(...),open_cart_content(...),search_cart_content(...),open_special_page(...),add_into_cart(...),open_invoice_page(...),open_goods_page(...),open_favorite_goods(...),open_logistics_receive(...),open_orders_bought(...),delete_favorite_goods(...),1.0,0.4809599182200146,0.2045223723092444,0.14019924776914156,0.12821403811856266,0.12607910638465303,0.11785668519865504,0.10741600527684522,0.09249592467409551,0.07598249442976163
淘宝的购物车在哪里,open_cart_content(...),open_cart_content(...),search_cart_content(...),open_special_page(...),add_into_cart(...),open_invoice_page(...),open_favorite_goods(...),open_logistics_receive(...),delete_favorite_goods(...),open_favorite_stores(...),open_search_history(...),1.0,0.5761173029570218,0.19810687502191068,0.19651314275393542,0.15650259142843256,0.14527255299785047,0.13496276287135756,0.10773645259332598,0.07034088470253148,0.06672162779025238
淘宝购物车里搜一下蟑螂药饵,search_cart_content(...),search_cart_content(...),search_in_favorite_goods(...),open_cart_content(...),search_goods(...),delete_favorite_goods(...),open_search_history(...),search_in_favorite_stores(...),add_into_cart(...),search_order(...),open_camera_search(...),1.0,0.6905123121701827,0.4317034130375706,0.37491014709109655,0.19914713210346016,0.12120854229210445,0.12007933095026921,0.1153829982745765,0.1082781542331509,0.10756549474947272
帮我在淘宝购物车里找一下婴儿床,search_cart_content(...),search_cart_content(...),open_cart_content(...),search_in_favorite_goods(...),delete_favorite_goods(...),add_into_cart(...),search_order(...),open_camera_search(...),open_search_history(...),search_goods(...),search_in_favorite_stores(...),1.0,0.5057495635186393,0.3875506384991995,0.26422350835155456,0.1956930264689836,0.1423110554806559,0.09654994506817492,0.08417441090044976,0.07135253331409663,0.07086247677054809
你能不能帮我看一下淘宝购物车里有没有BoseQC45,search_cart_content(...),search_cart_content(...),open_cart_content(...),search_in_favorite_goods(...),delete_favorite_goods(...),search_order(...),add_into_cart(...),open_favorite_goods(...),open_logistics_receive(...),search_in_favorite_stores(...),delete_search_history(...),1.0,0.7565439976425864,0.3214844737062556,0.27476239458075263,0.16545204731237742,0.15269796855192175,0.13817252241532357,0.07204849472643482,0.0582871343316835,0.058050037449641934
你能帮我在淘宝购物车里找一下杀虫剂吗,search_cart_content(...),search_cart_content(...),open_cart_content(...),search_in_favorite_goods(...),delete_favorite_goods(...),add_into_cart(...),search_order(...),open_search_history(...),open_camera_search(...),search_goods(...),open_logistics_receive(...),1.0,0.49615057209778346,0.41397425210169625,0.26073911599865723,0.17072883993275176,0.13554141328932812,0.13289933174057672,0.10083245493474913,0.0843070642154535,0.07774869006001137
打开我的淘宝购物车找一下跑步机,search_cart_content(...),search_cart_content(...),open_cart_content(...),search_in_favorite_goods(...),delete_favorite_goods(...),search_order(...),add_into_cart(...),open_favorite_goods(...),open_search_history(...),open_camera_search(...),search_in_favorite_stores(...),1.0,0.6880424951569861,0.363196931379013,0.27582537732610213,0.12867961309977802,0.10208648435094687,0.10097962037379102,0.08474812997249065,0.059014364743525095,0.05693249909108143
看一下我购物车里的降价商品,open_cart_content(...),open_cart_content(...),search_cart_content(...),open_special_page(...),open_favorite_goods(...),delete_favorite_goods(...),open_invoice_page(...),add_into_cart(...),open_orders_bought(...),open_logistics_receive(...),delete_search_history(...),1.0,0.5176188613517941,0.22187957616649776,0.16910708732235502,0.15292085080240225,0.14397044493126812,0.12823734751201604,0.0909050862030791,0.08280801529320804,0.06648668881126178
看一下我购物车里的女装,open_cart_content(...),open_cart_content(...),search_cart_content(...),open_special_page(...),open_favorite_goods(...),delete_favorite_goods(...),add_into_cart(...),open_logistics_receive(...),open_invoice_page(...),open_goods_page(...),delete_search_history(...),1.0,0.5931034644296495,0.1702801240169338,0.16838608234456862,0.13559982280506722,0.12091289125993183,0.11587363790423041,0.09830722363765049,0.07755418453699968,0.07179691075462763
能不能帮我看一下我购物车里的常购商品,open_cart_content(...),open_cart_content(...),search_cart_content(...),open_favorite_goods(...),open_special_page(...),add_into_cart(...),delete_favorite_goods(...),open_invoice_page(...),open_favorite_stores(...),open_logistics_receive(...),open_orders_bought(...),1.0,0.5601235300460429,0.26166331347460214,0.1781492349104743,0.1506746469624664,0.14650883312144516,0.13138010702665917,0.12144109401442303,0.10818243700012849,0.058008250724928705
你能帮我筛选一下我淘宝购物车里的食品吗？,open_cart_content(...),open_cart_content(...),search_cart_content(...),delete_favorite_goods(...),open_favorite_goods(...),search_in_favorite_goods(...),add_into_cart(...),open_special_page(...),open_logistics_receive(...),open_search_history(...),search_order(...),1.0,0.992080371608279,0.3049516771522484,0.2569331869652175,0.2476928422350633,0.16268352076525092,0.11268909069467606,0.08809859428040469,0.08454685903468276,0.07392401923732925
找一下淘宝购物车里失效的商品,open_cart_content(...),open_cart_content(...),search_cart_content(...),delete_favorite_goods(...),open_favorite_goods(...),delete_search_history(...),open_special_page(...),add_into_cart(...),open_logistics_receive(...),open_invoice_page(...),search_order(...),1.0,0.5773529626612124,0.27091742309685646,0.18419672192552716,0.15900091830020752,0.15372149190392198,0.13649931404080884,0.1249035494855706,0.11726381395976275,0.06428794193447424
帮我往购物车里加一件黑色L码优衣库T恤,add_into_cart(...),add_into_cart(...),add_into_favorite_goods(...),search_cart_content(...),add_into_favorite_stores(...),open_cart_content(...),delete_favorite_goods(...),manage_order_logistics_status(...),rate_order(...),open_camera_search(...),delete_search_history(...),1.0,0.3043239927858949,0.2881015057244016,0.23675674649467432,0.2093887106557153,0.1504140710867846,0.1368334286393754,0.10225234624317188,0.08610944285045725,0.08467153983882797
帮我往购物车里加2件网易猫粮,add_into_cart(...),add_into_cart(...),add_into_favorite_goods(...),search_cart_content(...),add_into_favorite_stores(...),open_cart_content(...),delete_favorite_goods(...),manage_order_logistics_status(...),delete_search_history(...),sign_in(...),rate_order(...),1.0,0.3099711845499313,0.2665394572249641,0.24539616265280342,0.2040864156918319,0.1535981810824555,0.14124817700721848,0.10875308046516144,0.09460797896507046,0.09436970078042671
能不能帮我往淘宝购物车里加两支珀莱雅源力精华,add_into_cart(...),add_into_cart(...),add_into_favorite_goods(...),search_cart_content(...),add_into_favorite_stores(...),open_cart_content(...),delete_favorite_goods(...),manage_order_logistics_status(...),sign_in(...),delete_search_history(...),rate_order(...),1.0,0.3049190693556508,0.25849799197273776,0.24893705048768686,0.21118040592988535,0.13949502080998702,0.12349331479966479,0.10018928986605095,0.09955548511971658,0.09668138481751115
你能帮我加五个飞利浦的剃须刀到淘宝购物车里吗？,add_into_cart(...),add_into_cart(...),add_into_favorite_goods(...),add_into_favorite_stores(...),search_cart_content(...),open_cart_content(...),delete_favorite_goods(...),sign_in(...),order_to_purchase_goods(...),manage_order_logistics_status(...),rate_order(...),1.0,0.2990136109119747,0.21435553504074656,0.1538775681710359,0.14042418062249795,0.10652147053858012,0.10311619854577808,0.09704535557499328,0.0960563896115412,0.09078592790560082
加两包purasana巴西莓粉到我的淘宝购物车里,add_into_cart(...),add_into_cart(...),add_into_favorite_goods(...),add_into_favorite_stores(...),search_cart_content(...),open_cart_content(...),manage_order_logistics_status(...),sign_in(...),delete_search_history(...),delete_favorite_goods(...),order_to_purchase_goods(...),1.0,0.2805558649493252,0.21261956615791866,0.2000061544470589,0.16993165751424302,0.13318736851082721,0.12381123028966386,0.11047280705638422,0.11031198860779802,0.09194968729718857
帮我往淘宝购物车了加三双42码的耐克的篮球鞋,add_into_cart(...),add_into_cart(...),add_into_favorite_goods(...),search_cart_content(...),add_into_favorite_stores(...),open_cart_content(...),delete_favorite_goods(...),manage_order_logistics_status(...),rate_order(...),delete_search_history(...),open_camera_search(...),1.0,0.28511827918065824,0.27109876980616027,0.23012382365014775,0.22422337111774016,0.13589450661025826,0.11749093006170735,0.10367116890154456,0.08350894052084196,0.0768763387000296
帮我往中关村壹号购买一根充电线,order_to_purchase_goods(...),order_to_purchase_goods(...),sign_in(...),search_stores(...),add_into_favorite_goods(...),add_into_cart(...),call_order_courier(...),rate_order(...),apply_price_protection(...),add_into_favorite_stores(...),manage_order_logistics_status(...),1.0,0.1407978287332539,0.12023224596591926,0.11892115357508781,0.10181709494497446,0.10114317150445332,0.07724533073010703,0.07164352229984468,0.07035130831405953,0.06380858244930929
帮我在淘宝下单一双36码的卓诗尼的高跟鞋,order_to_purchase_goods(...),order_to_purchase_goods(...),open_stores_page(...),open_goods_page(...),search_goods(...),open_camera_search(...),add_into_favorite_goods(...),call_order_courier(...),search_stores(...),open_cart_content(...),manage_order_logistics_status(...),1.0,0.2517896538342693,0.2411092144076384,0.19058126783948445,0.1697933150226172,0.16422644338211226,0.13869950898328928,0.09494040304009833,0.07274488434342104,0.045725071797181126
你能帮我在淘宝买一个华为的蓝牙耳机吗,order_to_purchase_goods(...),order_to_purchase_goods(...),search_stores(...),call_order_courier(...),sign_in(...),add_into_favorite_goods(...),open_camera_search(...),open_stores_page(...),add_into_cart(...),manage_order_logistics_status(...),rate_order(...),1.0,0.12629265604538728,0.11866409146372157,0.11367336694461795,0.09817153559990896,0.09019559690280828,0.07794315280561584,0.07240349015448382,0.07011476125518366,0.06231863359563937
你可以帮我在淘宝下单一对羽毛球拍吗,order_to_purchase_goods(...),order_to_purchase_goods(...),call_order_courier(...),sign_in(...),add_into_favorite_goods(...),manage_order_logistics_status(...),search_stores(...),rate_order(...),open_orders_bought(...),apply_price_protection(...),add_into_cart(...),1.0,0.12803038634095265,0.12457421930051758,0.11998113237882757,0.11241712679076599,0.08977453688851686,0.06657158485505682,0.061122913143877515,0.06050981123209422,0.056304669437920486
帮我购买/下单2件网易猫粮,order_to_purchase_goods(...),order_to_purchase_goods(...),sign_in(...),add_into_favorite_goods(...),call_order_courier(...),manage_order_logistics_status(...),add_into_cart(...),apply_price_protection(...),rate_order(...),search_stores(...),add_into_favorite_stores(...),1.0,0.15890904751869045,0.12465772132752768,0.11755005758219697,0.10570360790949362,0.08136837731821918,0.07599001815595455,0.07573154180548655,0.06967895991411745,0.05960157218672102
能不能帮我在淘宝中下单两支珀莱雅源力精华,order_to_purchase_goods(...),order_to_purchase_goods(...),sign_in(...),add_into_favorite_goods(...),call_order_courier(...),manage_order_logistics_status(...),search_stores(...),rate_order(...),add_into_cart(...),open_orders_bought(...),apply_price_protection(...),1.0,0.11686238402276113,0.11358399660304698,0.11011138484688317,0.09115726014678166,0.0901632703027881,0.0776045719951437,0.06962296339252265,0.05105310132893322,0.047797078196213975
你能帮我在淘宝中下单五个华为平板吗,order_to_purchase_goods(...),order_to_purchase_goods(...),call_order_courier(...),sign_in(...),add_into_favorite_goods(...),manage_order_logistics_status(...),search_stores(...),rate_order(...),add_into_cart(...),open_orders_bought(...),add_into_favorite_stores(...),1.0,0.12538657845872483,0.12161248534273886,0.10960632229489943,0.10278596821901448,0.09522873103109361,0.08133728651718593,0.07271554338393782,0.06611488493466827,0.05252624310681061
在淘宝中下单两件S码的李宁女士短袖,order_to_purchase_goods(...),order_to_purchase_goods(...),sign_in(...),call_order_courier(...),add_into_favorite_goods(...),search_stores(...),manage_order_logistics_status(...),rate_order(...),add_into_cart(...),open_orders_bought(...),add_into_favorite_stores(...),1.0,0.11067391487692574,0.11042923133420497,0.09945879302430584,0.0881628826324185,0.0781732576951565,0.06649646834490797,0.05506589113570682,0.04588974618398711,0.0345154267837287
