大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
购物-搜索,抖音,请搜索抖音商城中的花店，按销量排序,在$抖音$中的商城搜索花店按销量排序,在抖音中搜索商城店铺<搜索内容>按销量排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音商城,我想要在抖音商城中按销量排序来搜索花店,在$抖音商城$中搜索花店并按销量排序,在抖音中搜索商城店铺<搜索内容>按销量排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音,请按人气排序搜索抖音商城中的笔记本店,在$抖音$中的商城中搜索笔记本店并按人气排序,在抖音的商城中搜索<搜索内容>店按人气排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音,请搜索抖音商城中的笔记本店，按销量排序,在$抖音$中的商城搜索笔记本店并按销量排序,在抖音的商城中搜索<搜索内容>店按人气排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音商城,快点儿在抖音商城中按销量排序来搜索笔记本店,在$抖音商城$中搜索笔记本店并按销量排序,在抖音的商城中搜索<搜索内容>店按人气排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音,我想要去抖音的购物车中搜索衣服,在$抖音$中的购物车搜索衣服,在抖音的购物车中搜索<搜索内容>,"[{""name"": ""search_cart_content(app, search_info_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)查找商品""}]"
购物-搜索,抖音,帮我看看抖音的购物车中的衣服,在$抖音$中查看购物车中的衣服,在抖音的购物车中搜索<搜索内容>,"[{""name"": ""search_cart_content(app, search_info_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)查找商品""}]"
购物-搜索,抖音,请搜索一下衣服，在抖音的购物车中,在$抖音$中的购物车搜索衣服,在抖音的购物车中搜索<搜索内容>,"[{""name"": ""search_cart_content(app, search_info_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)查找商品""}]"
购物-搜索,抖音,在抖音的关注店铺中搜索鞋子,在$抖音$中的关注店铺中搜索鞋子,在抖音的关注店铺中搜索<搜索内容>,"[{""name"": ""search_in_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面,并在其中的搜索栏搜索商品""}]"
购物-搜索,抖音,请搜索鞋子，在抖音关注的店铺中,在$抖音$中搜索鞋子关注的店铺,在抖音的关注店铺中搜索<搜索内容>,"[{""name"": ""search_in_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面,并在其中的搜索栏搜索商品""}]"
购物-打开,抖音,快去抖音关注的店铺中看一下鞋子,在$抖音$中的关注店铺中查看鞋子,在抖音的关注店铺中搜索<搜索内容>,"[{""name"": ""search_in_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面,并在其中的搜索栏搜索商品""}]"
购物-搜索,抖音商城,给我在抖音商城中搜索杯子按综合排序,在$抖音商城$中搜索杯子按综合排序,在抖音的商城中搜索<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音商城,麻烦你在抖音商城中按综合排序搜索杯子,在$抖音商城$中搜索杯子按综合排序,在抖音的商城中搜索<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音商城,按综合排序找一下杯子，在抖音商城中,在$抖音商城$中查找杯子按综合排序,在抖音的商城中搜索<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音商城,我要在抖音商城中搜索纸巾按销量排序,在$抖音商城$中搜索纸巾并按销量排序,在抖音的商城中搜索的<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音商城,给老子在抖音商城中按销量排序搜索纸巾,在$抖音商城$中搜索纸巾并按销量排序,在抖音的商城中搜索的<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音商城,按销量排序找一下纸巾，在抖音商城中,在$抖音商城$中查找纸巾并按销量排序,在抖音的商城中搜索的<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音,我想在抖音的商城中搜索汽水按价格从低到高排序,在$抖音$中的商城搜索汽水按价格从低到高排序,在抖音的商城中搜索<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音,快点儿在抖音的商城中按价格从低到高排序搜索汽水,在$抖音$中的商城搜索汽水并按价格从低到高排序,在抖音的商城中搜索<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音商城,请按价格从低到高的排序搜索汽水，在抖音商城中,在$抖音商城$中搜索汽水并按价格从低到高排序,在抖音的商城中搜索<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音,我想在抖音的商城中搜索台灯按价格从高到低排序,在$抖音$中的商城搜索台灯按价格从高到低排序,在抖音的商城中搜索<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音,快点去在抖音的商城中按价格从高到低排序搜索台灯,在$抖音$中的商城搜索台灯按价格从高到低排序,在抖音的商城中搜索<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音商城,请按价格从高到低的排序搜索台灯，在抖音商城中,在$抖音商城$中搜索台灯按价格从高到低排序,在抖音的商城中搜索<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音,我想在抖音中搜索足球订单,在$抖音$中搜索足球订单,在抖音中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
购物-搜索,抖音,请搜索一下足球的订单，在抖音中,在$抖音$中搜索足球订单,在抖音中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
购物-搜索,抖音,请帮我在抖音订单中搜索一下足球,在$抖音$中的订单搜索足球,在抖音中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
购物-搜索,抖音极速版,立刻去抖音极速版中搜索运动鞋,在$抖音极速版$中搜索运动鞋,在抖音极速版的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,帮我在抖音极速版中的商城中搜索运动鞋,在$抖音极速版$中的商城搜索运动鞋,在抖音极速版的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,请搜索一下运动鞋，在抖音极速版,在$抖音极速版$中搜索运动鞋,在抖音极速版的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,帮我在抖音极速版商城搜一下立白洗洁精,在$抖音极速版$中的商城搜索立白洗洁精,在抖音极速版的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,搜索立白洗洁精，在抖音极速版商城,在$抖音极速版$中的商城搜索立白洗洁精,在抖音极速版的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,我需要你在抖音极速版中搜索店铺耐克,在$抖音极速版$中搜索店铺耐克,在抖音极速版中搜索商城店铺<搜索内容>,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音极速版,快点儿去抖音极速版中搜索耐克的店铺,在$抖音极速版$中搜索耐克店铺,在抖音极速版中搜索商城店铺<搜索内容>,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音极速版,给我在抖音极速版中搜索商城店铺按综合排序搜索笔记本店,在$抖音极速版$中搜索商城店铺按综合排序搜索笔记本店,在抖音极速版中搜索商城店铺<搜索内容>按综合排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音极速版,麻烦在抖音极速版中搜索商城店铺搜索笔记本店按综合排序,在$抖音极速版$中搜索商城店铺笔记本店按综合排序,在抖音极速版中搜索商城店铺<搜索内容>按综合排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音极速版,在抖音极速版中搜索商城店铺按销量排序搜索笔记本店,在$抖音极速版$中搜索商城店铺按销量排序搜索笔记本店,在抖音极速版中搜索商城店铺<搜索内容>按销量排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,痘印极速版,帮我查一下按销量排序的笔记本店在痘印极速版商城中,在$痘印极速版$中的商城查看按销量排序的笔记本店,在抖音极速版中搜索商城店铺<搜索内容>按销量排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音极速版,快点儿去抖音极速版中冷风机店铺实时人气排序请帮我查一下,在$抖音极速版$中冷风机店铺按实时人气排序,在抖音极速版中搜索商城店铺<搜索内容>按人气排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音极速版,搜索制冰机店铺按人气排序的结果，在抖音极速版中,在$抖音极速版$中搜索制冰机店铺并按人气排序,在抖音极速版中搜索商城店铺<搜索内容>按人气排序,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,抖音极速版,我想抖音极速版中购物车中里的移动空调,在$抖音极速版$中购物车中的移动空调,在抖音极速版中搜索商城购物车中的<搜索内容>,"[{""name"": ""search_cart_content(app, search_info_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)查找商品""}]"
购物-搜索,抖音极速版,抖音极速版中购物车中里的移动空调帮我查一下,在$抖音极速版$中查找购物车里的移动空调,在抖音极速版中搜索商城购物车中的<搜索内容>,"[{""name"": ""search_cart_content(app, search_info_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)查找商品""}]"
购物-搜索,抖音极速版,请帮我在抖音极速版中搜索商城关注店铺中的豆浆机,在$抖音极速版$中搜索商城关注店铺中的豆浆机,在抖音极速版中搜索商城关注店铺中的<搜索内容>,"[{""name"": ""search_in_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面,并在其中的搜索栏搜索商品""}]"
购物-搜索,抖音极速版,请搜索我的抖音极速版商城中关注店铺的豆浆机,在$抖音极速版$中的商城关注店铺中搜索豆浆机,在抖音极速版中搜索商城关注店铺中的<搜索内容>,"[{""name"": ""search_in_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面,并在其中的搜索栏搜索商品""}]"
购物-搜索,抖音极速版,麻烦在抖音极速版中商城中的按综合排序搜索键盘,在$抖音极速版$中搜索商城中的键盘按综合排序,在抖音极速版中搜索商城中的<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,请在抖音在抖音极速版中商城中搜索键盘，搜索完了按综合排序,在$抖音极速版$中的商城搜索键盘按综合排序,在抖音极速版中搜索商城中的<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,我想在抖音极速版中搜索商城中的蓝牙耳机按销量排序,在$抖音极速版$中搜索商城中的蓝牙耳机并按销量排序,在抖音极速版中搜索商城中的<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,帮我在抖音极速版中搜索商城里按销量排序的无线耳机,在$抖音极速版$中搜索商城里按销量排序的无线耳机,在抖音极速版中搜索商城中的<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,快点儿去抖音极速版中搜索商城中的蓝牙耳机按价格从低到高排序,在$抖音极速版$中搜索商城中的蓝牙耳机并按价格从低到高排序,在抖音极速版中搜索商城中的<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,请在抖音极速版中按价格从低到高排序搜索商城里的无线耳机,在$抖音极速版$中搜索商城里的无线耳机并按价格从低到高排序,在抖音极速版中搜索商城中的<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,给我在抖音极速版中搜索商城中的蓝牙耳机按价格从高到低排序,在$抖音极速版$中搜索商城中的蓝牙耳机按价格从高到低排序,在抖音极速版中搜索商城中的<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,麻烦你在抖音极速版中按价格从高到低排序的方式搜索商城里的无线耳机,在$抖音极速版$中搜索商城里的无线耳机并按价格从高到低排序,在抖音极速版中搜索商城中的<搜索内容>按价格从高到低排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音极速版,我想要在抖音极速版中搜索蓝牙耳机订单,在$抖音极速版$中搜索蓝牙耳机订单,在抖音极速版中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
购物-订单,抖音极速版,请在抖音极速版中查看无线耳机的订单状态,在$抖音极速版$中查看无线耳机的订单状态,在抖音极速版中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
购物-搜索,快手,快点儿去快手中搜索商城中的防晒霜,在$快手$中搜索商城中的防晒霜,在快手中搜索商城中的<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手,麻烦帮我看看快手里商城正在卖的保湿喷雾,在$快手$中查看商城正在卖的保湿喷雾,在快手中搜索商城中的<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手,想要在快手中搜索商城店铺母婴用品专卖,在$快手$中搜索商城店铺母婴用品专卖,在快手中搜索商城店铺<搜索内容>,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,快手,请到快手商城找找看有没户外装备旗舰店,在$快手$中的商城查找户外装备旗舰店,在快手中搜索商城店铺<搜索内容>,"[{""name"": ""search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)"", ""description"": ""在app程序中依据名称搜索店铺,可以使用筛选器限制搜索结果,也可以指定搜索结果的排序方式""}]"
购物-搜索,快手,帮我去快手中搜索商城中的电风扇按综合排序,在$快手$中搜索商城中的电风扇并按综合排序,在快手中搜索商城中的<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手,快点儿给我查下快手商城的空气炸锅要按综合排个序,在$快手$中的商城中查找空气炸锅按综合排序,在快手中搜索商城中的<搜索内容>按综合排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手,立刻在快手中搜索商城中的瑜伽垫按销量排序,在$快手$中搜索商城中的瑜伽垫按销量排序,在快手中搜索商城中的<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手,快手上的乳胶枕头按销量排序的结果,在$快手$中按销量排序乳胶枕头,在快手中搜索商城中的<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手,尽快去快手中搜索商城中的太阳镜按价格从低到高排序,在$快手$中搜索商城中的太阳镜并按价格从低到高排序,在快手中搜索商城中的<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手,快手商城的遮阳伞麻烦用低价优先排,在$快手$中的商城中遮阳伞低价优先排序,在快手中搜索商城中的<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
