query,"bm25_score_for_search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)","bm25_score_for_search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",bm25_score_for_open_search_history(app),bm25_score_for_delete_search_history(app),bm25_score_for_open_camera_search(app),"bm25_score_for_search_delivery_time(app, search_info_slot, address_slot)","bm25_score_for_search_cart_content(app, search_info_slot)","bm25_score_for_search_in_favorite_goods(app, search_info_slot)","bm25_score_for_search_in_favorite_stores(app, search_info_slot)","bm25_score_for_search_order(app, search_info_slot, order_status)","bm25_score_for_open_goods_page(app, search_info_slot, page_type)","bm25_score_for_open_stores_page(app, store_name_slot, search_info_slot, category_slot)","bm25_score_for_open_special_page(app, page_type)","bm25_score_for_open_cart_content(app, filter_type, filter_detail_slot)","bm25_score_for_add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)","bm25_score_for_open_favorite_goods(app, filter_type, filter_detail_slot, order_type)","bm25_score_for_open_favorite_stores(app, filter_type)","bm25_score_for_add_into_favorite_goods(app, search_info_slot)","bm25_score_for_add_into_favorite_stores(app, search_info_slot)","bm25_score_for_delete_favorite_goods(app, search_info_slot)","bm25_score_for_order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)","bm25_score_for_open_orders_bought(app, order_status, filter_detail_slot)","bm25_score_for_open_orders_sold(app, order_status, filter_detail_slot)","bm25_score_for_open_orders_release(app, order_status)",bm25_score_for_open_orders_all_review(app),"bm25_score_for_apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)","bm25_score_for_open_logistics_receive(app, filter_type)","bm25_score_for_open_logistics_send(app, filter_type)",bm25_score_for_open_express_delivery(app),"bm25_score_for_manage_order_logistics_status(app, search_info_slot, action_type)","bm25_score_for_open_order_tracking_number(app, search_info_slot)","bm25_score_for_call_order_courier(app, search_info_slot)","bm25_score_for_open_customer_service(app, order_slot, store_slot)",bm25_score_for_apply_price_protection(app),"bm25_score_for_rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)","bm25_score_for_open_invoice_page(app, page_type)","bm25_score_for_sign_in(app, page_type)",bm25_score_for_open_app(app)
在$抖音$中的商城将送至上海市静安区的3支装的花西子眉笔加入购物车,10.598012166349488,9.728611068904296,9.629642051986222,9.629642051986222,9.588763151962606,9.662632924035428,13.438372817235464,7.196442567849263,8.20927938013791,7.819887599384558,10.190203058771713,9.869295633234383,5.450215629209259,14.152336428121846,32.04184965867905,11.207923570663384,7.165915277042881,9.496134568170449,9.44549747842429,7.193924892813581,20.59772474511376,10.152160188227494,7.343575934964128,7.070415601944548,2.232565701124017,7.710008852800478,10.270163974937617,7.413154349435761,2.2431151501172666,8.287172268950675,9.52846785358259,9.583986263509322,9.908040338428853,2.7927689917393086,7.74895533442829,5.553869868333466,7.900636065672384,0.0
在$抖音$中的商城下单华为Mate60 Pro,8.488580841696722,8.434418872942388,8.393360482217714,8.393360482217714,8.35274679237622,8.153759162466198,6.7946625794471505,5.741349261722263,6.774585992990779,6.707575247142897,8.677487092464474,8.43164580729441,6.911976152088159,7.194378225650446,7.105928830534692,7.502193306387113,5.7671082281695405,8.292720003953711,8.1761611666046,5.74778317628634,16.071742161194525,8.718672782749104,5.869397242393971,5.627641967777841,2.232565701124017,7.594162228019026,8.805414990660497,5.950095741500455,2.2431151501172666,7.954006898515898,8.056145565908757,8.108663291212524,8.475154618882614,4.141840348539406,7.570885831731489,5.325232005478971,6.912128310265907,0.0
在$抖音$中的商城下单7米2的飞鲨鱼竿,8.392519662437765,8.343783822898525,8.274114191474657,8.274114191474657,8.237864284104962,8.208149710300876,6.829245824508771,5.75715405427941,6.809792925722846,6.528522170127406,8.68774693535093,8.417546261505963,5.450215629209259,7.162513532442101,7.1321311754116685,11.771044867202006,5.748308965527064,8.161941533588767,8.09151613626815,5.76799782153256,16.059035127300294,8.68164940963061,5.877417296997177,5.660956594599581,2.232565701124017,6.925008029745877,8.787171117216408,5.937897394090562,2.2431151501172666,7.379296674958608,8.07078297202873,8.12421103064107,8.446497612910015,2.7927689917393086,6.927379562090948,4.697395025964787,6.665096147711673,0.0
在$抖音$中的商城下单5箱伊利纯牛奶,7.001837150864838,6.958956576892754,6.918586330963094,6.918586330963094,6.886965416247317,6.753666496566326,5.426450902912916,4.317865540709557,5.410306471307782,5.237156740870255,7.1852908119301455,6.965796889777543,5.450215629209259,5.695965395123177,5.638428348342548,6.008016362828666,4.330702654011247,6.827748499007085,6.737534794112008,4.342070750251538,14.597508337618677,7.211138631033726,4.411258659030227,4.2514975872546135,2.232565701124017,6.140007206691275,7.304178259495199,4.462640438745364,2.2431151501172666,6.471421080966541,6.613098090474871,6.66443579777282,6.9849548873911775,2.7927689917393086,6.105803789753606,3.8409201835961073,5.429556229750962,0.0
在$抖音$中的商城下单小米14手机送至广州市天河区,7.816647143203632,6.958956576892754,6.918586330963094,6.918586330963094,6.886965416247317,6.753666496566326,5.426450902912916,4.317865540709557,5.410306471307782,5.237156740870255,7.1852908119301455,6.965796889777543,5.450215629209259,5.695965395123177,16.024868150387288,6.008016362828666,4.330702654011247,6.827748499007085,6.737534794112008,4.342070750251538,25.281760806685416,7.211138631033726,4.411258659030227,4.2514975872546135,2.232565701124017,6.140007206691275,7.304178259495199,4.462640438745364,2.2431151501172666,6.471421080966541,6.613098090474871,6.66443579777282,6.9849548873911775,2.7927689917393086,6.105803789753606,3.8409201835961073,5.429556229750962,0.0
在$抖音$中的商城用支付宝下单星巴克咖啡券,7.001837150864838,6.958956576892754,6.918586330963094,6.918586330963094,6.886965416247317,6.753666496566326,5.426450902912916,4.317865540709557,5.410306471307782,5.237156740870255,7.1852908119301455,6.965796889777543,5.450215629209259,5.695965395123177,5.638428348342548,6.008016362828666,4.330702654011247,6.827748499007085,6.737534794112008,4.342070750251538,21.316559545478672,7.211138631033726,4.411258659030227,4.2514975872546135,2.232565701124017,6.140007206691275,7.304178259495199,4.462640438745364,2.2431151501172666,6.471421080966541,6.613098090474871,6.66443579777282,6.9849548873911775,2.7927689917393086,6.105803789753606,3.8409201835961073,5.429556229750962,0.0
在$抖音$中的商城下单3盒蒙牛纯牛奶用微信支付送至杭州市西湖区,7.816647143203632,6.958956576892754,6.918586330963094,6.918586330963094,6.886965416247317,6.753666496566326,5.426450902912916,4.317865540709557,5.410306471307782,5.237156740870255,7.1852908119301455,6.965796889777543,5.450215629209259,5.695965395123177,16.024868150387288,8.202892390000224,4.330702654011247,6.827748499007085,6.737534794112008,4.342070750251538,36.953590435074375,10.697139392715716,4.411258659030227,4.2514975872546135,2.232565701124017,6.140007206691275,7.304178259495199,7.383166776534363,2.2431151501172666,6.471421080966541,6.613098090474871,6.66443579777282,6.9849548873911775,2.7927689917393086,6.105803789753606,3.8409201835961073,5.429556229750962,0.0
在$抖音$中的商城收藏兰蔻小黑瓶精华,7.001837150864838,6.958956576892754,6.918586330963094,6.918586330963094,6.886965416247317,6.753666496566326,5.426450902912916,8.895705791330027,5.410306471307782,5.237156740870255,7.1852908119301455,6.965796889777543,5.450215629209259,5.695965395123177,5.638428348342548,10.89956585773827,4.330702654011247,11.628999947817292,6.737534794112008,8.839683791975382,6.990418696683785,7.211138631033726,4.411258659030227,4.2514975872546135,2.232565701124017,6.140007206691275,7.304178259495199,4.462640438745364,2.2431151501172666,6.471421080966541,6.613098090474871,6.66443579777282,6.9849548873911775,2.7927689917393086,6.105803789753606,3.8409201835961073,5.429556229750962,0.0
在$抖音$中的商城直播中搜索雅诗兰黛口红,13.024320764817743,9.953616069993494,9.879763914494053,9.879763914494053,9.832290528811072,9.59031572376108,8.306731297368326,7.2546348794855895,8.285441267924652,8.198556543594455,10.171666035668666,9.861491192982141,6.841498791378319,7.208067591218061,7.107717235992666,7.52319993787342,9.968693364644967,9.770569061962057,8.187491793026325,7.258214429222053,9.93675123072311,8.719741038154753,5.890200042126553,5.660956594599581,3.348848551686026,9.01796895650171,8.814989647614402,5.959242363084531,3.3646727251759,9.411680207769972,9.46026071328189,9.50931856307274,8.427228823999044,4.189153487608963,8.99094677503938,5.336774454409378,6.900814412181661,0.0
在$抖音$中打开商城的小米官方旗舰店,9.499674649020092,6.958956576892753,6.918586330963094,6.918586330963094,6.886965416247317,6.753666496566327,5.426450902912916,4.317865540709557,5.410306471307782,5.237156740870255,11.035137329168862,10.64466731069314,8.535310686409423,5.695965395123177,5.638428348342548,6.008016362828666,4.330702654011247,6.827748499007085,6.737534794112008,4.342070750251538,6.990418696683785,7.211138631033726,4.411258659030227,4.2514975872546135,2.232565701124017,6.140007206691275,7.3041782594952,4.462640438745364,2.2431151501172666,6.471421080966541,6.613098090474871,6.66443579777282,12.775880938176094,5.52928271583981,6.105803789753606,6.999080831444763,5.429556229750962,0.0
在$抖音$中商城中的苹果官方旗舰店店铺内搜索iPhone 15Pro,11.49415544062733,14.592401089603127,11.354538065748672,11.354538065748672,11.298071904939976,10.990408389660953,9.67494297390256,8.678118600498296,13.257980066355742,9.668975049867097,11.663862316202994,20.87376045949591,8.303259314257218,8.706480421745331,8.57521771818481,11.89009324434468,10.970020274240664,11.235540566908682,13.501868739274764,8.663926855256856,11.410985054298957,10.22727518987013,7.348338625490296,7.037100975122808,3.348848551686026,10.47212397782946,10.316226378779701,7.446697665839622,3.3646727251759,10.894266025319329,10.903308188715776,10.953546056512444,19.581060813926772,5.538224844409061,10.456028817017263,6.82108627629224,8.383386492696607,0.0
在$抖音$中打开商城中的安踏官方店的运动鞋类别,12.372868272425903,17.37309982536831,9.754702983240138,9.754702983240138,9.710526840386839,9.626474323898256,8.232040746104627,7.196442567849263,8.20927938013791,7.973258802166259,14.030781064458905,20.922978388844683,9.926593848578483,8.674615728536985,7.1321311754116685,9.025715528205,7.210569790734559,9.633351815066252,9.541473135182466,7.258214429222053,9.923048817972777,10.190251816751637,7.3563586800935035,7.070415601944548,3.348848551686026,8.345264517744223,10.297982505335613,7.434499318429729,3.3646727251759,8.835203751736882,9.467093407621865,9.516535834099265,15.6796976003028,6.925667211709464,8.34615865037866,9.351409944626715,8.136354330142371,0.0
在$抖音$中关注商城中的无印良品店铺,8.48434826269772,11.600112237320083,8.399175122728574,8.399175122728574,8.359627972529195,8.171991110163704,6.829245824508771,5.75715405427941,15.612105230867545,6.681893372909108,8.678478423799405,12.33634361053709,6.841498791378319,7.208067591218061,5.638428348342548,7.52319993787342,14.918244603788319,8.29915878048457,17.44461173802308,5.8322873579410315,8.461522028291162,8.719741038154753,5.890200042126553,5.660956594599581,3.348848551686026,7.560263694689622,8.814989647614404,5.959242363084531,3.3646727251759,7.927328157744815,8.009408526068006,8.056760601231014,12.299935031650417,4.189153487608963,7.524582878041318,5.336774454409377,6.900814412181661,0.0
在$抖音$中搜索商城特价中的奥妙洗衣液,12.657910162126925,9.953616069993494,9.879763914494053,9.879763914494053,9.832290528811072,9.590315723761082,8.306731297368326,7.25463487948559,8.285441267924652,8.198556543594455,10.171666035668666,9.861491192982141,6.841498791378319,7.208067591218061,7.107717235992666,7.52319993787342,5.792963479218742,9.770569061962055,8.187491793026325,7.258214429222053,9.936751230723107,8.719741038154753,5.890200042126553,5.660956594599581,3.348848551686026,9.017968956501711,8.814989647614404,5.959242363084531,3.3646727251759,9.411680207769972,9.460260713281892,9.50931856307274,8.427228823999044,4.189153487608963,8.990946775039381,5.336774454409377,6.900814412181661,0.0
在$抖音$中搜索商城小时达中的可口可乐,13.825897462625518,8.475783133126164,8.399175122728574,8.399175122728574,8.359627972529195,8.171991110163704,6.903936375772472,5.815346365915738,6.8859548135095885,6.753819911555602,8.678478423799405,8.392670328390215,5.450215629209259,5.695965395123177,7.107717235992666,6.008016362828666,4.330702654011247,8.29915878048457,6.737534794112008,5.76799782153256,8.465647899115732,7.211138631033726,4.411258659030227,4.2514975872546135,2.232565701124017,7.597712468503364,7.3041782594952,4.462640438745364,2.2431151501172666,7.9557731309917,8.063950277688757,8.116993759614546,6.9849548873911775,2.7927689917393086,7.572167686751669,3.8409201835961073,5.429556229750962,0.0
在$抖音$中搜索商城中的华为Pura70筛选销量高的,24.85324663734714,19.24726647857259,11.235291775005617,11.235291775005617,11.183189396668716,11.044798937495633,9.709526218964182,8.693923393055442,9.684927722339715,9.489921972851606,11.67412215908945,11.313240564710561,6.841498791378319,11.649246547488863,8.601420063061786,12.364510031743583,7.210569790734559,11.104762096543737,9.541473135182466,8.684141500503076,11.398278020404723,13.283722737027572,10.258567058892918,7.070415601944548,3.348848551686026,9.802969779556314,10.297982505335613,7.434499318429729,3.3646727251759,10.31955580176204,10.917945594835752,10.969093795940992,9.888771549517882,4.189153487608963,9.812522547376723,6.193249296778056,8.136354330142371,0.0
在$抖音$中打开商城的国家补贴并搜索美的空调,19.010552277621517,8.475783133126162,8.399175122728574,8.399175122728574,8.359627972529195,8.171991110163704,6.903936375772472,5.815346365915737,6.8859548135095885,6.753819911555602,12.528324941038122,12.071540749305811,14.813455663702046,5.695965395123177,7.107717235992666,6.008016362828666,4.330702654011247,8.299158780484571,6.737534794112008,5.76799782153256,8.465647899115734,7.211138631033726,4.411258659030227,4.2514975872546135,2.232565701124017,7.597712468503364,7.3041782594952,4.462640438745364,2.2431151501172666,7.9557731309917,8.063950277688756,8.116993759614546,6.9849548873911775,5.52928271583981,13.347126517879303,6.999080831444763,5.429556229750962,0.0
在$抖音$中查看商城九阳豆浆机订单的物流单号,7.001837150864838,6.958956576892753,7.654230765803665,6.918586330963094,6.886965416247317,7.458374390205158,5.426450902912916,4.317865540709557,5.410306471307782,7.007168940168672,7.1852908119301455,6.965796889777543,6.170801582004859,6.438616943042226,5.638428348342548,6.748753399909088,5.05156389522681,6.827748499007085,6.737534794112008,4.342070750251538,6.990418696683785,9.773731368776184,6.890978773306937,4.9518005212332445,4.13092369627093,7.894715873225482,14.954243443081744,11.123581216105281,2.2431151501172666,8.258205744917849,29.42789548573636,8.80719825374862,9.163490430471148,2.7927689917393086,7.870935264381611,4.570189985390628,5.429556229750962,0.0
在$抖音$中拨打商城联想电脑订单的快递电话,7.001837150864838,6.958956576892753,6.918586330963094,6.918586330963094,6.886965416247317,6.753666496566327,5.426450902912916,4.317865540709557,5.410306471307782,7.007168940168672,7.1852908119301455,6.965796889777543,5.450215629209259,5.695965395123177,5.638428348342548,6.008016362828666,4.330702654011247,6.827748499007085,6.737534794112008,4.342070750251538,6.990418696683785,9.025828685608195,6.166488935180593,4.2514975872546135,3.576288086916686,7.894715873225482,13.30553043391135,7.977576642720691,5.9027877784525895,8.258205744917849,8.359557387465799,28.09009639856742,8.727693751126894,2.7927689917393086,7.870935264381611,3.8409201835961073,5.429556229750962,0.0
在$抖音$中给商城中的资生堂洗面奶订单催发货,8.48434826269772,8.436789513760084,8.399175122728574,8.399175122728574,8.359627972529195,8.171991110163704,6.829245824508771,5.75715405427941,6.809792925722846,8.451905572207524,8.678478423799405,8.434617754369471,6.841498791378319,7.208067591218061,5.638428348342548,7.52319993787342,5.792963479218742,8.29915878048457,8.187491793026325,5.8322873579410315,8.461522028291162,14.526385063130121,10.517868323992227,5.660956594599581,4.692570937478695,15.575700315344914,12.096527945584535,6.90647956630348,3.3646727251759,27.953644259300773,9.755867823058933,9.80527321969991,10.169967687734761,4.189153487608963,9.289714352669323,5.336774454409377,6.900814412181661,0.0
在$抖音$中给商城中的耐克运动鞋订单催配送,8.48434826269772,8.436789513760084,8.399175122728574,8.399175122728574,8.359627972529195,8.171991110163704,6.829245824508771,5.75715405427941,6.809792925722846,8.451905572207524,8.678478423799405,8.434617754369471,6.841498791378319,7.208067591218061,5.638428348342548,7.52319993787342,5.792963479218742,8.29915878048457,8.187491793026325,5.8322873579410315,8.461522028291162,10.534431092729221,7.645430318276919,5.660956594599581,4.692570937478695,15.575700315344914,10.263969772212464,6.90647956630348,3.3646727251759,30.443288508935538,9.755867823058933,9.80527321969991,10.169967687734761,4.189153487608963,9.289714352669323,5.336774454409377,6.900814412181661,0.0
在$抖音$中给商城中的小米手环订单确认收货,8.48434826269772,8.436789513760084,8.399175122728574,8.399175122728574,8.359627972529195,8.171991110163704,6.829245824508771,5.75715405427941,6.809792925722846,8.451905572207524,8.678478423799405,8.434617754369471,6.841498791378319,7.208067591218061,5.638428348342548,7.52319993787342,5.792963479218742,8.29915878048457,8.187491793026325,5.8322873579410315,8.461522028291162,10.534431092729221,7.645430318276919,5.660956594599581,4.692570937478695,15.575700315344914,10.263969772212464,6.90647956630348,3.3646727251759,30.035200211678582,9.755867823058933,9.80527321969991,10.169967687734761,4.189153487608963,9.289714352669323,5.336774454409377,6.900814412181661,0.0
在$抖音$中给商城中的vivo手机订单申请售后,8.48434826269772,8.436789513760084,8.399175122728574,8.399175122728574,8.359627972529195,8.171991110163704,6.829245824508771,5.75715405427941,6.809792925722846,11.287814033894348,8.678478423799405,8.434617754369471,6.841498791378319,7.208067591218061,5.638428348342548,7.52319993787342,5.792963479218742,8.29915878048457,8.187491793026325,5.8322873579410315,8.461522028291162,15.279989670591458,7.645430318276919,5.660956594599581,4.692570937478695,27.246554538097392,10.263969772212464,6.90647956630348,3.3646727251759,16.08928660806023,9.755867823058933,9.80527321969991,10.169967687734761,4.189153487608963,9.289714352669323,11.092911971563641,6.900814412181661,0.0
在$抖音$中给商城中的格力风扇订单申请退货且原因为尺寸不合适,9.200721464357848,11.045725366183104,8.399175122728574,8.399175122728574,8.359627972529195,8.171991110163704,6.829245824508771,5.75715405427941,6.809792925722846,8.451905572207524,8.678478423799405,8.434617754369471,6.841498791378319,7.208067591218061,5.638428348342548,7.52319993787342,5.792963479218742,8.29915878048457,8.187491793026325,5.8322873579410315,8.461522028291162,10.534431092729221,7.645430318276919,5.660956594599581,4.692570937478695,39.689080224181865,10.263969772212464,6.90647956630348,3.3646727251759,16.08928660806023,9.755867823058933,9.80527321969991,10.169967687734761,4.189153487608963,19.778316680305018,11.092911971563641,6.900814412181661,0.0
在$抖音$中评价商城中的欧舒丹护手霜订单,8.48434826269772,8.436789513760084,8.399175122728574,8.399175122728574,8.359627972529195,8.171991110163704,6.829245824508771,5.75715405427941,6.809792925722846,8.451905572207524,8.678478423799405,8.434617754369471,6.841498791378319,7.208067591218061,5.638428348342548,7.52319993787342,5.792963479218742,8.29915878048457,8.187491793026325,5.8322873579410315,8.461522028291162,14.706681094635583,10.517868323992227,5.660956594599581,8.33503199746337,9.314972361223829,10.263969772212464,6.90647956630348,3.3646727251759,9.714112821696121,9.755867823058933,9.80527321969991,10.169967687734761,4.189153487608963,14.158479499502175,5.336774454409377,6.900814412181661,0.0
