用户输入,标准答案,模型输出,时延(秒),格式正确率,综合准确率(函数名+参数名+闭域值),完整匹配准确率,函数名准确率,参数结构准确率,参数名-精确率,参数名-召回率,参数名-F1,闭域参数值-准确率,开域参数值-Fuzz相似度,开域参数值-BLEU1,开域参数值-BLEU2,开域参数值-BLEU3,开域参数值-BLEU4,开域参数值-ROUGE1,开域参数值-ROUGE2,开域参数值-ROUGEL
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""open_orders_bought"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表，例如待付款、待收货、待评价等。"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""order_status"": {""type"": ""string"", ""description"": ""订单状态，如待发货、待付款、待评价等"", ""enum"": [""无"", ""全部"", ""待付款"", ""待发货"", ""待收货"", ""待评价"", ""退款中""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_orders_sold"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表，例如待付款、待收货、待评价等。"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""order_status"": {""type"": ""string"", ""description"": ""订单状态，如待发货、待付款、待评价等"", ""enum"": [""无"", ""我发布的"", ""在卖"", ""草稿"", ""已下架"", ""全部"", ""待付款"", ""待发货"", ""待收货"", ""待评价"", ""退款中""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_orders_all_review"", ""description"": ""在app应用程序中查看待评价状态的订单列表，在不指定购买还是售卖的订单时，及全都要看时使用。"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""search_order"", ""description"": ""在app应用程序中搜索订单"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索内容""}, ""order_status"": {""type"": ""string"", ""description"": ""对订单的限定条件，例如退款售后、我发布的、我卖出的等"", ""enum"": [""无"", ""我发布的"", ""我卖出的"", ""我买到的""]}}, ""required"": [""app"", ""search_info""]}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在闲鱼中查看我卖出的宝贝","[['1', 'open_orders_sold(app=""闲鱼"", order_status=""无"")']]","[['1', 'open_orders_sold(app=""闲鱼"", order_status=""我卖出的"")']]",3.140704870223999,1,1,0,1,1,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""open_orders_bought"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表，例如待付款、待收货、待评价等。"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""order_status"": {""type"": ""string"", ""description"": ""订单状态，如待发货、待付款、待评价等"", ""enum"": [""无"", ""全部"", ""待付款"", ""待发货"", ""待收货"", ""待评价"", ""退款中""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_orders_sold"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表，例如待付款、待收货、待评价等。"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""order_status"": {""type"": ""string"", ""description"": ""订单状态，如待发货、待付款、待评价等"", ""enum"": [""无"", ""我发布的"", ""在卖"", ""草稿"", ""已下架"", ""全部"", ""待付款"", ""待发货"", ""待收货"", ""待评价"", ""退款中""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_orders_all_review"", ""description"": ""在app应用程序中查看待评价状态的订单列表，在不指定购买还是售卖的订单时，及全都要看时使用。"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""search_order"", ""description"": ""在app应用程序中搜索订单"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索内容""}, ""order_status"": {""type"": ""string"", ""description"": ""对订单的限定条件，例如退款售后、我发布的、我卖出的等"", ""enum"": [""无"", ""我发布的"", ""我卖出的"", ""我买到的""]}}, ""required"": [""app"", ""search_info""]}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在闲鱼中查看我淘的宝贝待付款","[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待付款"")']]",3.140723943710327,1,1,1,1,1,100.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""open_orders_bought"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表，例如待付款、待收货、待评价等。"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""order_status"": {""type"": ""string"", ""description"": ""订单状态，如待发货、待付款、待评价等"", ""enum"": [""无"", ""待付款"", ""待发货"", ""待收货"", ""待评价"", ""退款售后""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""search_order"", ""description"": ""在app应用程序中搜索订单"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索内容""}, ""order_status"": {""type"": ""string"", ""description"": ""对订单的限定条件，例如退款售后、我发布的、我卖出的等"", ""enum"": [""无""]}}, ""required"": [""app"", ""search_info""]}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在天猫中查看退款和售后订单","[['1', 'open_orders_bought(app=""天猫"", order_status=""退款售后"")']]","[['1', 'open_orders_bought(app=""天猫"", order_status=""退款售后"")']]",3.140744209289551,1,1,1,1,1,100.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""search_goods"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}, ""order_type"": {""type"": ""string"", ""description"": ""搜索结果的排列方式"", ""enum"": [""无"", ""综合 "", ""销量"", ""价格从低到高"", ""价格从高到低""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""open_search_history"", ""description"": ""打开app程序的搜索历史界面"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""delete_search_history"", ""description"": ""清除app中的搜索历史"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_camera_search"", ""description"": ""打开app程序的图片搜索功能"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""ask_human"", ""description"": ""使用这个工具向用户发起提问用来补充信息，当发现调用的工具缺少必填信息时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""inquire"": {""type"": ""string"", ""description"": ""想要向用户提问的问题""}}, ""required"": [""inquire""]}}},{""type"": ""function"", ""function"": {""name"": ""get_reference_info"", ""description"": ""获取关于指代信息的详细内容，当发现用户输入的内容包含指代实体时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""entity"": {""type"": ""string"", ""description"": ""用户输入内容中的指代实体，如'我家','公司','爸爸','妈妈'等""}}, ""required"": [""entity""]}}},{""type"": ""function"", ""function"": {""name"": ""not_support"", ""description"": ""针对无正确可用工具场景，提示用户当前功能不支持"", ""parameters"": {}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在唯品会中清空搜索记录","[['1', 'delete_search_history(app=""唯品会"")']]","[['1', 'delete_search_history(app=""唯品会"")']]",2.031184196472168,1,1,1,1,1,100.0,100.0,100.0,100.0,,,,,,,,
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""open_cart_content"", ""description"": ""在app应用程序中查看购物车/采购车（阿里巴巴的叫法）指定类型的商品"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}, ""filter_type"": {""type"": ""string"", ""description"": ""指定的商品类型，如现货、降价、送礼、凑单等"", ""enum"": [""无"", ""有货"", ""降价""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""search_cart_content"", ""description"": ""在app应用程序中查看购物车/采购车（阿里巴巴的叫法）查找商品"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索内容""}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""ask_human"", ""description"": ""使用这个工具向用户发起提问用来补充信息，当发现调用的工具缺少必填信息时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""inquire"": {""type"": ""string"", ""description"": ""想要向用户提问的问题""}}, ""required"": [""inquire""]}}},{""type"": ""function"", ""function"": {""name"": ""get_reference_info"", ""description"": ""获取关于指代信息的详细内容，当发现用户输入的内容包含指代实体时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""entity"": {""type"": ""string"", ""description"": ""用户输入内容中的指代实体，如'我家','公司','爸爸','妈妈'等""}}, ""required"": [""entity""]}}},{""type"": ""function"", ""function"": {""name"": ""not_support"", ""description"": ""针对无正确可用工具场景，提示用户当前功能不支持"", ""parameters"": {}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在抖音商城中搜索购物车里的""DIY手工材料","[['1', 'search_cart_content(app=""抖音"", search_info=""DIY手工材料"")']]","[['1', 'search_cart_content(app=""抖音商城"", search_info=""DIY手工材料"")']]",3.3650388717651367,1,0,0,1,1,100.0,100.0,100.0,0.0,100.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""search_goods"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}, ""order_type"": {""type"": ""string"", ""description"": ""搜索结果的排列方式"", ""enum"": [""无"", ""综合 "", ""销量"", ""好评"", ""价格从低到高"", ""价格从高到低""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""search_stores"", ""description"": ""在app程序中依据名称搜索店铺，可以使用筛选器限制搜索结果，也可以指定搜索结果的排序方式"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}, ""filter_type"": {""type"": ""string"", ""description"": ""对搜索结果进行筛选的条件"", ""enum"": [""无""]}, ""order_type"": {""type"": ""string"", ""description"": ""搜索结果的排列方式"", ""enum"": [""无"", ""综合 "", ""销量"", ""评分""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""open_search_history"", ""description"": ""打开app程序的搜索历史界面"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""delete_search_history"", ""description"": ""清除app中的搜索历史"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_camera_search"", ""description"": ""打开app程序的图片搜索功能"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在拼多多中搜索量化交易工具店铺","[['1', 'search_stores(app=""拼多多"", search_info=""量化交易工具"", order_type=""无 "", filter_type=""无"")']]","[['1', 'search_stores(app=""拼多多"", search_info=""量化交易工具"", order_type=""无"")']]",3.7292802333831787,1,0,0,1,0,100.0,75.0,85.71428571428571,100.0,83.5,1.0,0.5,0.5,0.0,1.0,0.5,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""search_goods"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}, ""order_type"": {""type"": ""string"", ""description"": ""搜索结果的排列方式"", ""enum"": [""无"", ""综合 "", ""销量"", ""价格从低到高"", ""价格从高到低""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""open_search_history"", ""description"": ""打开app程序的搜索历史界面"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""delete_search_history"", ""description"": ""清除app中的搜索历史"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_camera_search"", ""description"": ""打开app程序的图片搜索功能"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""ask_human"", ""description"": ""使用这个工具向用户发起提问用来补充信息，当发现调用的工具缺少必填信息时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""inquire"": {""type"": ""string"", ""description"": ""想要向用户提问的问题""}}, ""required"": [""inquire""]}}},{""type"": ""function"", ""function"": {""name"": ""get_reference_info"", ""description"": ""获取关于指代信息的详细内容，当发现用户输入的内容包含指代实体时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""entity"": {""type"": ""string"", ""description"": ""用户输入内容中的指代实体，如'我家','公司','爸爸','妈妈'等""}}, ""required"": [""entity""]}}},{""type"": ""function"", ""function"": {""name"": ""not_support"", ""description"": ""针对无正确可用工具场景，提示用户当前功能不支持"", ""parameters"": {}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在唯品会中搜索手账本按销量排序","[['1', 'search_goods(app=""唯品会"", search_info=""手账本"", order_type=""销量"")']]","[['1', 'search_goods(app=""唯品会"", search_info=""手账本"", order_type=""销量"")']]",4.014866828918457,1,1,1,1,1,100.0,100.0,100.0,100.0,100.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""search_goods"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}, ""order_type"": {""type"": ""string"", ""description"": ""搜索结果的排列方式"", ""enum"": [""无"", ""综合 "", ""最近活跃"", ""离我最近"", ""信用"", ""价格从低到高"", ""价格从高到低""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""open_search_history"", ""description"": ""打开app程序的搜索历史界面"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""delete_search_history"", ""description"": ""清除app中的搜索历史"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_camera_search"", ""description"": ""打开app程序的图片搜索功能"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""ask_human"", ""description"": ""使用这个工具向用户发起提问用来补充信息，当发现调用的工具缺少必填信息时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""inquire"": {""type"": ""string"", ""description"": ""想要向用户提问的问题""}}, ""required"": [""inquire""]}}},{""type"": ""function"", ""function"": {""name"": ""get_reference_info"", ""description"": ""获取关于指代信息的详细内容，当发现用户输入的内容包含指代实体时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""entity"": {""type"": ""string"", ""description"": ""用户输入内容中的指代实体，如'我家','公司','爸爸','妈妈'等""}}, ""required"": [""entity""]}}},{""type"": ""function"", ""function"": {""name"": ""not_support"", ""description"": ""针对无正确可用工具场景，提示用户当前功能不支持"", ""parameters"": {}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在闲鱼中搜索有机种子，信用高的优先","[['1', 'search_goods(app=""闲鱼"", search_info=""有机种子"", order_type=""信用"")']]","[['1', 'search_goods(app=""闲鱼"", search_info=""有机种子"", order_type=""信用"")']]",3.5129876136779785,1,1,1,1,1,100.0,100.0,100.0,100.0,100.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""search_goods"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}, ""order_type"": {""type"": ""string"", ""description"": ""搜索结果的排列方式"", ""enum"": [""无"", ""综合 "", ""销量"", ""价格从低到高"", ""价格从高到低""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""search_stores"", ""description"": ""在app程序中依据名称搜索店铺，可以使用筛选器限制搜索结果，也可以指定搜索结果的排序方式"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}, ""filter_type"": {""type"": ""string"", ""description"": ""对搜索结果进行筛选的条件"", ""enum"": [""无"", ""好评率100%"", ""好评率99%以上"", ""好评率98%以上"", ""好评率97%以上""]}, ""order_type"": {""type"": ""string"", ""description"": ""搜索结果的排列方式"", ""enum"": [""无"", ""综合 "", ""销量"", ""信用""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""open_search_history"", ""description"": ""打开app程序的搜索历史界面"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""delete_search_history"", ""description"": ""清除app中的搜索历史"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_camera_search"", ""description"": ""打开app程序的图片搜索功能"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""ask_human"", ""description"": ""使用这个工具向用户发起提问用来补充信息，当发现调用的工具缺少必填信息时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""inquire"": {""type"": ""string"", ""description"": ""想要向用户提问的问题""}}, ""required"": [""inquire""]}}},{""type"": ""function"", ""function"": {""name"": ""get_reference_info"", ""description"": ""获取关于指代信息的详细内容，当发现用户输入的内容包含指代实体时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""entity"": {""type"": ""string"", ""description"": ""用户输入内容中的指代实体，如'我家','公司','爸爸','妈妈'等""}}, ""required"": [""entity""]}}},{""type"": ""function"", ""function"": {""name"": ""not_support"", ""description"": ""针对无正确可用工具场景，提示用户当前功能不支持"", ""parameters"": {}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在淘宝中搜索登机箱按销量排序","[['1', 'search_goods(app=""淘宝"", search_info=""登机箱"", order_type=""销量"")']]","[['1', 'search_goods(app=""淘宝"", search_info=""登机箱"", order_type=""销量"")']]",3.4427454471588135,1,1,1,1,1,100.0,100.0,100.0,100.0,100.0,1.0,0.5,0.0,0.0,1.0,0.5,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""search_goods"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}, ""order_type"": {""type"": ""string"", ""description"": ""搜索结果的排列方式"", ""enum"": [""无"", ""综合 "", ""销量"", ""价格从低到高"", ""价格从高到低""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""search_stores"", ""description"": ""在app程序中依据名称搜索店铺，可以使用筛选器限制搜索结果，也可以指定搜索结果的排序方式"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}, ""filter_type"": {""type"": ""string"", ""description"": ""对搜索结果进行筛选的条件"", ""enum"": [""无"", ""好评率100%"", ""好评率99%以上"", ""好评率98%以上"", ""好评率97%以上""]}, ""order_type"": {""type"": ""string"", ""description"": ""搜索结果的排列方式"", ""enum"": [""无"", ""综合 "", ""销量"", ""信用""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""open_search_history"", ""description"": ""打开app程序的搜索历史界面"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""delete_search_history"", ""description"": ""清除app中的搜索历史"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_camera_search"", ""description"": ""打开app程序的图片搜索功能"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""ask_human"", ""description"": ""使用这个工具向用户发起提问用来补充信息，当发现调用的工具缺少必填信息时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""inquire"": {""type"": ""string"", ""description"": ""想要向用户提问的问题""}}, ""required"": [""inquire""]}}},{""type"": ""function"", ""function"": {""name"": ""get_reference_info"", ""description"": ""获取关于指代信息的详细内容，当发现用户输入的内容包含指代实体时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""entity"": {""type"": ""string"", ""description"": ""用户输入内容中的指代实体，如'我家','公司','爸爸','妈妈'等""}}, ""required"": [""entity""]}}},{""type"": ""function"", ""function"": {""name"": ""not_support"", ""description"": ""针对无正确可用工具场景，提示用户当前功能不支持"", ""parameters"": {}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在淘宝中搜索手账贴纸套装并进行综合排序","[['1', 'search_goods(app=""淘宝"", search_info=""手账贴纸套装"", order_type=""综合 "")']]","[['1', 'search_goods(app=""淘宝"", search_info=""手账贴纸套装"", order_type=""综合 "")']]",3.673265218734741,1,1,1,1,1,100.0,100.0,100.0,100.0,100.0,1.0,0.5,0.5,0.0,1.0,0.5,1.0
