query,ground_truth,pred_tool_1,pred_tool_2,pred_tool_3,pred_tool_4,pred_tool_5,pred_tool_6,pred_tool_7,pred_tool_8,pred_tool_9,pred_tool_10,pred_score_1,pred_score_2,pred_score_3,pred_score_4,pred_score_5,pred_score_6,pred_score_7,pred_score_8,pred_score_9,pred_score_10
请搜索抖音的商城中的花店，按销量排序,search_stores(...),search_stores(...),search_goods(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_stores_page(...),open_search_history(...),delete_search_history(...),rate_order(...),order_to_purchase_goods(...),open_favorite_stores(...),1.0,0.4028824186538892,0.2631963949113304,0.19218793182484187,0.19174717980374228,0.16432347088315014,0.10887682528732512,0.08562015826489192,0.07216664939510846,0.06565921374814196
我想要在抖音的商城中按销量排序来搜索花店,search_stores(...),search_stores(...),search_goods(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_stores_page(...),open_search_history(...),open_favorite_stores(...),order_to_purchase_goods(...),rate_order(...),delete_search_history(...),1.0,0.30296893307703215,0.26696169555385685,0.20741141803639604,0.15019058335705504,0.13912702507518984,0.09490377677755638,0.092466669985042,0.08282278329863033,0.07906628914483468
请按人气排序搜索抖音的商城中的笔记本店,search_stores(...),search_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_stores_page(...),open_favorite_stores(...),open_search_history(...),search_goods(...),order_to_purchase_goods(...),rate_order(...),delete_search_history(...),1.0,0.2928039956993624,0.27841862155805713,0.24239954706327352,0.1384535444196264,0.12442642949219544,0.09458723911984304,0.08302275320861588,0.08215214278761424,0.08162444817343115
请搜索抖音的商城中的笔记本店，按销量排序,search_stores(...),search_stores(...),search_in_favorite_stores(...),open_stores_page(...),add_into_favorite_stores(...),search_goods(...),open_search_history(...),open_favorite_stores(...),rate_order(...),order_to_purchase_goods(...),delete_search_history(...),1.0,0.2650218980785027,0.24620819189651866,0.2429766411381443,0.15528368047710614,0.10616906100029576,0.095196684316845,0.08584487608872778,0.0799841760128207,0.07336077272717734
快点儿在抖音的商城中按销量排序来搜索笔记本店,search_stores(...),search_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),search_goods(...),open_stores_page(...),open_search_history(...),open_favorite_stores(...),order_to_purchase_goods(...),delete_search_history(...),rate_order(...),1.0,0.27032516653633304,0.22902643500042538,0.18931925639518554,0.1846374918760001,0.1197313861502425,0.09894222575130894,0.08073264170398947,0.07393569935806966,0.06532200952309547
我想要去抖音的购物车中搜索衣服,search_cart_content(...),search_cart_content(...),search_in_favorite_goods(...),open_cart_content(...),delete_favorite_goods(...),search_order(...),search_goods(...),search_in_favorite_stores(...),open_search_history(...),open_camera_search(...),add_into_cart(...),1.0,0.6193148918579794,0.42149858721856254,0.24417440347979696,0.1704167207623973,0.16806082761523802,0.14546032160024225,0.14391380973789927,0.1122554311150424,0.08843706486646348
帮我看看抖音的购物车中的衣服,open_cart_content(...),open_cart_content(...),search_cart_content(...),delete_favorite_goods(...),open_favorite_goods(...),search_in_favorite_goods(...),open_special_page(...),add_into_cart(...),search_order(...),open_logistics_receive(...),open_invoice_page(...),1.0,0.8021136534591102,0.23481435689920063,0.19817250243717885,0.12710533767083018,0.12555693445681237,0.12316877407755744,0.09797032912996581,0.09386702882726423,0.07694692534037174
请搜索一下衣服，在抖音的购物车中,search_cart_content(...),search_cart_content(...),open_cart_content(...),search_in_favorite_goods(...),delete_favorite_goods(...),search_order(...),add_into_cart(...),search_in_favorite_stores(...),open_search_history(...),search_goods(...),open_camera_search(...),1.0,0.5243916555373482,0.4991661916567008,0.22571032372639974,0.16740707435757313,0.1476180807453542,0.13815177102735293,0.12426357115074113,0.07756963397728801,0.07601817168843869
在抖音的关注店铺中搜索鞋子,search_in_favorite_stores(...),search_in_favorite_stores(...),open_favorite_stores(...),add_into_favorite_stores(...),search_in_favorite_goods(...),open_stores_page(...),search_stores(...),add_into_favorite_goods(...),search_cart_content(...),open_search_history(...),search_goods(...),1.0,0.5655627909217298,0.5513896432856363,0.47564598600031227,0.40784272227128365,0.24060232062703404,0.10454600335314813,0.10247810949338342,0.06973634124488533,0.055763241322247775
请搜索鞋子，在抖音关注的店铺中,search_in_favorite_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_favorite_stores(...),open_stores_page(...),search_in_favorite_goods(...),search_stores(...),add_into_favorite_goods(...),search_cart_content(...),sign_in(...),open_favorite_goods(...),1.0,0.7300411253828714,0.6119664064149808,0.39259639190734413,0.34105212097639476,0.24809964434207737,0.15888946249744382,0.0695044532395007,0.06610375966387116,0.014424608119377548
快去抖音关注的店铺中看一下鞋子,search_in_favorite_stores(...),add_into_favorite_stores(...),search_in_favorite_stores(...),open_favorite_stores(...),open_stores_page(...),add_into_favorite_goods(...),sign_in(...),open_favorite_goods(...),search_stores(...),add_into_cart(...),search_in_favorite_goods(...),1.0,0.9527047727660197,0.884882956051872,0.39455825757310004,0.3406899859500859,0.23005273290743583,0.18848070961766228,0.1785089567311267,0.13419538684854243,0.07134953352115647
给我在抖音的商城中搜索杯子按综合排序,search_goods(...),search_goods(...),search_in_favorite_goods(...),delete_search_history(...),search_stores(...),open_search_history(...),search_cart_content(...),open_camera_search(...),open_special_page(...),delete_favorite_goods(...),add_into_cart(...),1.0,0.2620911448179309,0.1417205055385914,0.13697237640074594,0.11957137069230472,0.0708827370289087,0.07077973101455662,0.044078419695062224,0.02145278834798214,0.0033967846361119317
麻烦你在抖音的商城中按综合排序搜索杯子,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),open_search_history(...),open_camera_search(...),open_special_page(...),search_cart_content(...),delete_favorite_goods(...),add_into_cart(...),1.0,0.2221808057512236,0.2147717598130983,0.14180958739286112,0.1242949127433098,0.06794876226058698,0.05186714146353839,0.04228534310936449,0.00942213848578079,0.0
按综合排序找一下杯子，在抖音的商城中,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),search_cart_content(...),delete_search_history(...),open_search_history(...),open_camera_search(...),open_special_page(...),delete_favorite_goods(...),add_into_cart(...),1.0,0.2605471910208461,0.15347070390300144,0.11701975824661844,0.10986353032905644,0.09970626990908377,0.055769392049078534,0.05527373180413637,0.011399420511776202,0.0
我要在抖音的商城中搜索纸巾按销量排序,search_goods(...),search_goods(...),search_stores(...),search_in_favorite_goods(...),delete_search_history(...),open_search_history(...),open_special_page(...),search_cart_content(...),open_camera_search(...),add_into_cart(...),delete_favorite_goods(...),1.0,0.2159362383929137,0.20451689475623272,0.11610490405641986,0.1060797226141643,0.07679797900029564,0.05463353771757397,0.044935237652099225,0.013435158241917496,0.0033710628707775154
给老子在抖音的商城中按销量排序搜索纸巾,search_goods(...),search_goods(...),search_stores(...),search_in_favorite_goods(...),delete_search_history(...),open_search_history(...),open_special_page(...),search_cart_content(...),open_camera_search(...),delete_favorite_goods(...),order_to_purchase_goods(...),1.0,0.3522009896070836,0.17144301193927766,0.11950866824411126,0.11629859045422306,0.06602655635705501,0.031405477675298006,0.024104697919081985,0.00906713588656477,0.006796916919602108
按销量排序找一下纸巾，在抖音的商城中,search_goods(...),search_goods(...),search_stores(...),search_in_favorite_goods(...),delete_search_history(...),open_search_history(...),search_cart_content(...),open_special_page(...),open_camera_search(...),add_into_cart(...),open_customer_service(...),1.0,0.18846966293140308,0.17514744686655423,0.10562301852954116,0.08785583067360685,0.080860197853909,0.0749383310397812,0.0201435356605134,0.016502831468728316,0.007086052162869881
我想在抖音的商城中搜索汽水按价格从低到高排序,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),search_cart_content(...),delete_search_history(...),open_search_history(...),open_special_page(...),open_camera_search(...),add_into_cart(...),open_invoice_page(...),1.0,0.2425518460645219,0.17286576746102336,0.10834434800605947,0.10575165792316572,0.09088079394620692,0.0737745343775458,0.014796975335944831,0.005680019398450574,0.0
快点儿在抖音的商城中按价格从低到高排序搜索汽水,search_goods(...),search_goods(...),search_stores(...),search_in_favorite_goods(...),delete_search_history(...),open_search_history(...),open_special_page(...),search_cart_content(...),open_camera_search(...),delete_favorite_goods(...),rate_order(...),1.0,0.21759161242370323,0.1948505398240289,0.1073452899707598,0.10079193291316842,0.09148238632825594,0.086900937090528,0.020605057181998003,0.002163408431628693,0.0011076548657031227
请按价格从低到高的排序搜索汽水，在抖音的商城中,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),search_cart_content(...),open_search_history(...),open_special_page(...),open_camera_search(...),add_into_cart(...),delete_favorite_goods(...),1.0,0.20730513908082426,0.15552963669817382,0.11114923371555097,0.10871673315254524,0.09433418985949865,0.0660183455133838,0.023990038638569612,0.020150934173775434,0.00943355247765686
我想在抖音的商城中搜索台灯按价格从高到低排序,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),search_cart_content(...),open_search_history(...),open_special_page(...),open_camera_search(...),add_into_cart(...),delete_favorite_goods(...),1.0,0.2435143020367068,0.1367918387786363,0.10032707613769093,0.08813739300090652,0.08387376476010934,0.07938058725343736,0.04670404249767531,0.014315693025711222,0.009600319200375611
快点去在抖音的商城中按价格从高到低排序搜索台灯,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),search_cart_content(...),delete_search_history(...),open_search_history(...),open_special_page(...),open_camera_search(...),add_into_cart(...),delete_favorite_goods(...),1.0,0.2090369819035298,0.17465705597778255,0.098556240237796,0.09817668092137798,0.08113874379940922,0.07548799365856486,0.026641848112640015,0.006066424151737535,0.00531930656705994
请按价格从高到低的排序搜索台灯，在抖音的商城中,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),search_cart_content(...),open_search_history(...),open_special_page(...),open_camera_search(...),add_into_cart(...),delete_favorite_goods(...),1.0,0.19855492093403396,0.1450181215246418,0.10823483771247837,0.10384759965892308,0.09157851717587963,0.06733427934633192,0.0480112728291689,0.02293114249600196,0.016195687824352833
我想在抖音中搜索足球订单,search_order(...),search_order(...),call_order_courier(...),search_in_favorite_goods(...),search_cart_content(...),open_invoice_page(...),apply_after_sales(...),open_search_history(...),open_camera_search(...),open_customer_service(...),search_in_favorite_stores(...),1.0,0.22590399867000915,0.22042659115745433,0.1653917817774843,0.09703853918631977,0.08855207628663929,0.07623216974702529,0.05590951331625569,0.048978678805063305,0.026091750922984113
请搜索一下足球的订单，在抖音中,search_order(...),search_order(...),call_order_courier(...),open_invoice_page(...),search_cart_content(...),search_in_favorite_goods(...),open_orders_bought(...),apply_after_sales(...),open_logistics_receive(...),open_search_history(...),open_customer_service(...),1.0,0.2691769436791674,0.1622629489279828,0.13835713942033548,0.11756727917215307,0.09615809287673538,0.0886839922541335,0.08814342411192874,0.08219540746720347,0.07130569877271745
请帮我在抖音订单中搜索一下足球,search_order(...),search_order(...),search_in_favorite_goods(...),search_goods(...),search_cart_content(...),open_goods_page(...),call_order_courier(...),open_search_history(...),open_stores_page(...),open_camera_search(...),open_cart_content(...),1.0,0.9438343055924983,0.9363355096381961,0.6777711829145574,0.26956768880097765,0.23854164773385017,0.18544015435237193,0.18175829563544915,0.16639462041567704,0.03980516364761125
立刻去抖音极速版中搜索运动鞋,search_goods(...),search_goods(...),search_in_favorite_goods(...),delete_search_history(...),open_camera_search(...),open_search_history(...),search_cart_content(...),search_stores(...),delete_favorite_goods(...),open_stores_page(...),open_customer_service(...),1.0,0.4344847539448662,0.16538410550454793,0.1552594737196032,0.15489781230819907,0.1521469559179119,0.09941777997878899,0.04018951748939592,0.03037965205422542,0.0287418733035323
帮我在抖音极速版中的商城中搜索运动鞋,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_cart_content(...),delete_search_history(...),open_camera_search(...),search_stores(...),open_search_history(...),open_stores_page(...),open_special_page(...),delete_favorite_goods(...),1.0,0.3926734139557011,0.14830241597623903,0.1464006891707675,0.10838147229999637,0.10208521298650855,0.10094425175859638,0.0525510988872871,0.03965461958256885,0.028062151300182085
请搜索一下运动鞋，在抖音极速版,search_goods(...),search_goods(...),search_in_favorite_goods(...),delete_search_history(...),open_search_history(...),search_stores(...),open_camera_search(...),search_cart_content(...),open_special_page(...),delete_favorite_goods(...),add_into_cart(...),1.0,0.3406360889341088,0.1714112740495615,0.16809809293712177,0.13716966899568486,0.12190981846514778,0.11780875284685102,0.0512476737180044,0.04403175755046749,0.028930086575858372
帮我在抖音极速版商城搜一下立白洗洁精,search_goods(...),search_goods(...),search_in_favorite_goods(...),delete_search_history(...),search_stores(...),open_search_history(...),open_camera_search(...),search_cart_content(...),open_special_page(...),delete_favorite_goods(...),add_into_cart(...),1.0,0.2424410888183422,0.1386887006851967,0.13745989990803245,0.09453892118350517,0.08353215373447401,0.07822343271820079,0.05613180223334504,0.026066437788943648,0.025815965674354683
搜索立白洗洁精，在抖音极速版商城,search_goods(...),search_goods(...),open_stores_page(...),search_in_favorite_goods(...),open_camera_search(...),delete_search_history(...),order_to_purchase_goods(...),search_cart_content(...),open_goods_page(...),search_stores(...),delete_favorite_goods(...),1.0,0.3147654249977373,0.20851926883695654,0.17016555448791829,0.15464431904471856,0.15187815973689456,0.13101733989269687,0.11994136462971862,0.10800908452394169,0.10203356594702044
我需要你在抖音极速版中搜索店铺耐克,search_stores(...),search_stores(...),search_in_favorite_stores(...),open_stores_page(...),add_into_favorite_stores(...),search_goods(...),open_search_history(...),search_in_favorite_goods(...),open_favorite_stores(...),delete_search_history(...),order_to_purchase_goods(...),1.0,0.5410013601347274,0.4397999694459637,0.348631156349065,0.254485016912942,0.15606561176272155,0.14110385428699812,0.12618042709379562,0.08881576073529288,0.08791025700257663
快点儿去抖音极速版中搜索耐克的店铺,search_stores(...),search_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_stores_page(...),open_search_history(...),open_favorite_stores(...),search_goods(...),search_in_favorite_goods(...),delete_search_history(...),rate_order(...),1.0,0.5154265446725768,0.3241116368415688,0.31240129929462473,0.17457213733417506,0.15644341794388292,0.15068985800949258,0.12003792134213409,0.07609635468460753,0.0644707137139037
给我在抖音极速版中搜索商城店铺按综合排序搜索笔记本店,search_stores(...),search_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),search_goods(...),open_stores_page(...),open_search_history(...),delete_search_history(...),order_to_purchase_goods(...),rate_order(...),open_favorite_stores(...),1.0,0.26728967160999434,0.2131843132876211,0.20451049826576156,0.15855259192150362,0.1279359300831168,0.1016589496850851,0.10122513573655345,0.09397724761089168,0.08814229103870415
麻烦在抖音极速版中搜索商城店铺搜索笔记本店按综合排序,search_stores(...),search_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_stores_page(...),search_goods(...),open_favorite_stores(...),open_search_history(...),order_to_purchase_goods(...),rate_order(...),delete_search_history(...),1.0,0.29395350863061376,0.239877505662569,0.17661566157290626,0.15862654565356038,0.11845652704266484,0.11674580504965051,0.09138879574345285,0.08518939501403971,0.08511091486343282
在抖音极速版中搜索商城店铺按销量排序搜索笔记本店,search_stores(...),search_stores(...),search_in_favorite_stores(...),search_goods(...),add_into_favorite_stores(...),open_stores_page(...),open_search_history(...),order_to_purchase_goods(...),rate_order(...),open_favorite_stores(...),delete_search_history(...),1.0,0.26836161340396,0.22161867968538743,0.2059463074571016,0.1774558775746387,0.11712009363584731,0.09256545746156598,0.08361575829382377,0.08343372857118657,0.08206615724030904
帮我查一下按销量排序的笔记本店在抖音极速版商城中,search_stores(...),search_stores(...),add_into_favorite_stores(...),search_in_favorite_stores(...),open_stores_page(...),open_favorite_stores(...),search_goods(...),open_search_history(...),order_to_purchase_goods(...),open_orders_bought(...),rate_order(...),1.0,0.2386005528386813,0.23222120004285243,0.1718540593919729,0.16853387502578834,0.11536993063264071,0.10184214039896242,0.10060253429917461,0.07147069296026975,0.06400714370570568
快点儿去抖音极速版中冷风机店铺实时人气排序请帮我查一下,search_stores(...),search_stores(...),open_stores_page(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_favorite_stores(...),open_search_history(...),order_to_purchase_goods(...),open_orders_bought(...),delete_search_history(...),search_goods(...),1.0,0.4547607243853191,0.40872983255118533,0.36704383386707484,0.27417441032778245,0.11656078792066132,0.08624610879143255,0.08445214049861482,0.0675491703501442,0.05932713302029753
搜索制冰机店铺按人气排序的结果，在抖音极速版中,search_stores(...),search_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_favorite_stores(...),open_stores_page(...),search_goods(...),open_search_history(...),order_to_purchase_goods(...),delete_search_history(...),open_orders_bought(...),1.0,0.295955110237723,0.24380256175216905,0.1942318655079796,0.19058197037696287,0.12672885995302188,0.12207845275398728,0.08668089210910308,0.07536327799682875,0.052944833953608265
我想看一下抖音极速版中购物车中里的移动空调,search_cart_content(...),search_cart_content(...),open_cart_content(...),delete_favorite_goods(...),search_in_favorite_goods(...),search_order(...),add_into_cart(...),open_favorite_goods(...),open_goods_page(...),open_special_page(...),open_search_history(...),1.0,0.8854617304866848,0.31962984499495756,0.26673312564605434,0.23071207259925763,0.11781869188510777,0.11509088405728413,0.08614915965693354,0.07813029160859802,0.054031743614748544
抖音极速版中购物车中里的移动空调帮我查一下,search_cart_content(...),search_cart_content(...),open_cart_content(...),search_in_favorite_goods(...),delete_favorite_goods(...),search_order(...),search_goods(...),add_into_cart(...),open_camera_search(...),open_search_history(...),call_order_courier(...),1.0,0.5636179391061937,0.4051126987913067,0.25970658521324186,0.2086437537234656,0.15682519180019375,0.11151690333728657,0.09894948862723617,0.07150701403405887,0.04089993147748873
请帮我在抖音极速版中搜索商城关注店铺中的豆浆机,search_in_favorite_stores(...),search_in_favorite_stores(...),open_favorite_stores(...),add_into_favorite_stores(...),search_in_favorite_goods(...),open_stores_page(...),search_stores(...),search_cart_content(...),open_favorite_goods(...),search_order(...),add_into_favorite_goods(...),1.0,0.6262555904254737,0.5368155688645865,0.4144192614881515,0.30292493505039986,0.21244536611377227,0.13738726685521724,0.08911560321277805,0.08494356026081469,0.07248315073260062
请搜索我的抖音极速版商城中关注店铺的豆浆机,search_in_favorite_stores(...),search_in_favorite_stores(...),open_favorite_stores(...),add_into_favorite_stores(...),search_in_favorite_goods(...),open_stores_page(...),search_stores(...),open_favorite_goods(...),search_cart_content(...),add_into_favorite_goods(...),call_order_courier(...),1.0,0.677657611603445,0.5041402010979597,0.39665177620771414,0.2554387293726267,0.25237805496530247,0.1314389950587898,0.12967647956069794,0.07561329597367908,0.06459543419998884
麻烦在抖音极速版中商城中的按综合排序搜索键盘,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),open_search_history(...),delete_search_history(...),open_camera_search(...),search_cart_content(...),open_special_page(...),open_invoice_page(...),search_in_favorite_stores(...),1.0,0.26349896744142626,0.19535028277579808,0.18669240307677232,0.14409124408304652,0.11773337628533466,0.06722674507182683,0.04358602533515753,0.0,0.0
请在抖音在抖音极速版中商城中搜索键盘，搜索完了按综合排序,search_goods(...),search_goods(...),search_in_favorite_goods(...),delete_search_history(...),open_search_history(...),search_cart_content(...),search_stores(...),open_camera_search(...),delete_favorite_goods(...),open_customer_service(...),open_special_page(...),1.0,0.2700615776927059,0.1387518454134685,0.1084192955154056,0.1042998213703673,0.09250549629639097,0.05292784433338233,0.03339754000792489,0.013047945998887958,0.012517836001060913
我想在抖音极速版中搜索商城中的蓝牙耳机按销量排序,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),open_search_history(...),search_cart_content(...),open_special_page(...),open_camera_search(...),add_into_cart(...),delete_favorite_goods(...),1.0,0.23736143404737467,0.1906487925862652,0.10669264868884315,0.08918783041136243,0.08323052140378029,0.06664909784753976,0.02504443208641383,0.009486263544223076,0.006763862761756147
帮我在抖音极速版中搜索商城里按销量排序的无线耳机,search_goods(...),search_goods(...),search_stores(...),search_in_favorite_goods(...),delete_search_history(...),open_search_history(...),open_special_page(...),search_cart_content(...),add_into_cart(...),open_camera_search(...),rate_order(...),1.0,0.2442596495116915,0.20934248030270622,0.11097215201706606,0.09575133788297273,0.060121658270532806,0.046327362017951686,0.016692842071997862,0.008850664591068489,0.004612170240591056
快点儿去抖音极速版中搜索商城中的蓝牙耳机按价格从低到高排序,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),search_cart_content(...),delete_search_history(...),open_search_history(...),open_special_page(...),open_camera_search(...),add_into_cart(...),delete_favorite_goods(...),1.0,0.25777387519864126,0.13425226583744665,0.11438059044461303,0.09879507869160571,0.07608982644450064,0.04626618009309993,0.030714123199740245,0.01823068379430598,0.001964141005257555
请在抖音极速版中按价格从低到高排序搜索商城里的无线耳机,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),open_search_history(...),delete_search_history(...),search_cart_content(...),open_special_page(...),open_camera_search(...),add_into_cart(...),open_invoice_page(...),1.0,0.20908775184513434,0.17937859643530224,0.09771206275361272,0.09364103865692822,0.08929531410997892,0.07854729746060353,0.04344749314831965,0.007514512912121572,0.0
给我在抖音极速版中搜索商城中的蓝牙耳机按价格从高到低排序,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),search_cart_content(...),delete_search_history(...),open_search_history(...),open_special_page(...),open_camera_search(...),add_into_cart(...),delete_favorite_goods(...),1.0,0.23982353094834635,0.1247708447956722,0.11440109104093338,0.09487286050120619,0.07237409720934093,0.05166005226135803,0.04007067399243294,0.019631201248299722,0.00797964368284838
麻烦你在抖音极速版中按价格从高到低排序的方式搜索商城里的无线耳机,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),search_cart_content(...),delete_search_history(...),open_search_history(...),open_special_page(...),open_camera_search(...),add_into_cart(...),call_order_courier(...),1.0,0.22862480506713995,0.1269592740734899,0.1107818310223959,0.08299644928354812,0.06789076787688073,0.0581407356354508,0.05477500657052085,0.01169107625480756,0.0020124555412350266
我想要在抖音极速版中搜索蓝牙耳机订单,search_order(...),search_order(...),search_in_favorite_goods(...),call_order_courier(...),search_cart_content(...),apply_after_sales(...),open_customer_service(...),open_camera_search(...),open_invoice_page(...),open_search_history(...),delete_favorite_goods(...),1.0,0.27256939778781586,0.2629107842983509,0.23093711829907151,0.11105222389360048,0.09809044039815748,0.0797367972920679,0.07573323831269213,0.06709397025837446,0.05489981821836428
请在抖音极速版中查看无线耳机的订单状态,open_orders_bought(...),search_order(...),open_orders_bought(...),open_logistics_receive(...),call_order_courier(...),open_invoice_page(...),manage_order_logistics_status(...),open_goods_page(...),open_customer_service(...),open_cart_content(...),apply_price_protection(...),1.0,0.9272657449037569,0.5900156182979979,0.4717105781894657,0.41428033620978827,0.40685524825614944,0.3776412999609942,0.27886140799380826,0.26953575756248765,0.1869475797419469
快点儿去快手中搜索商城中的防晒霜,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),search_cart_content(...),open_search_history(...),delete_search_history(...),open_camera_search(...),open_special_page(...),open_stores_page(...),delete_favorite_goods(...),1.0,0.37431874862112496,0.14990496967371308,0.13248740568257875,0.1307090585655126,0.12508082127472359,0.07385604872610381,0.042753875040584,0.02727136830950883,0.015995332180259468
