query,ground_truth,pred_tool_1,pred_tool_2,pred_tool_3,pred_tool_4,pred_tool_5,pred_tool_6,pred_tool_7,pred_tool_8,pred_tool_9,pred_tool_10,pred_score_1,pred_score_2,pred_score_3,pred_score_4,pred_score_5,pred_score_6,pred_score_7,pred_score_8,pred_score_9,pred_score_10
嘿YOYO，帮我看看抖音里的购物车有没有“复古风家居装饰”,search_cart_content(...),search_cart_content(...),open_cart_content(...),search_in_favorite_goods(...),delete_favorite_goods(...),open_favorite_goods(...),search_order(...),add_into_cart(...),search_in_favorite_stores(...),search_goods(...),open_search_history(...),1.0,0.7555594815424098,0.3805770511539828,0.25381594511219785,0.15236971268801833,0.13743215310740145,0.1151678557394937,0.08261153330386158,0.06546830364880055,0.055687185936900294
在抖音中查找商城购物车里的“智能语音助手,search_cart_content(...),search_cart_content(...),search_in_favorite_goods(...),open_cart_content(...),delete_favorite_goods(...),search_order(...),search_in_favorite_stores(...),open_search_history(...),search_goods(...),add_into_cart(...),open_favorite_goods(...),1.0,0.5536649779420432,0.5048214947212447,0.27367966329518095,0.20126797076268332,0.14023537147556786,0.12246064809455455,0.09948664078154204,0.09252139166659651,0.07941777083613968
嘿YOYO，帮我看看抖音里的商城关注店铺有没有更新关于“复古风家具”的信息。,search_in_favorite_stores(...),open_favorite_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_favorite_goods(...),open_stores_page(...),search_in_favorite_goods(...),search_stores(...),open_logistics_receive(...),open_orders_bought(...),add_into_favorite_goods(...),1.0,0.8227223347432256,0.5190590122085307,0.38107150323534716,0.1687775952743328,0.12085714310155732,0.1202747786373448,0.09376392780549474,0.08183025997341918,0.07393306881922611
在抖音中快速找到我关注的那些店铺里有关“智能手表”的商品。,search_in_favorite_stores(...),search_in_favorite_stores(...),open_favorite_stores(...),add_into_favorite_stores(...),search_in_favorite_goods(...),open_favorite_goods(...),open_stores_page(...),search_cart_content(...),search_stores(...),search_order(...),delete_favorite_goods(...),1.0,0.7605659256804738,0.4952602202777465,0.40469654625452134,0.31075572980827393,0.22482503977492768,0.1614323706708661,0.14900723071848473,0.11298073191362154,0.045670630833581645
嘿YOYO，帮我看看抖音里的商城有没有关于瑜伽垫的东西,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_cart_content(...),search_stores(...),delete_search_history(...),open_search_history(...),open_camera_search(...),open_special_page(...),open_stores_page(...),delete_favorite_goods(...),1.0,0.351742005080136,0.17728298004576876,0.13529010141360462,0.12069708320722675,0.1069965910008102,0.09679655127946478,0.07677856498896674,0.04638752079643652,0.038515887146562275
在抖音上搜一下商城里的智能手表，按综合排序给我看看,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),open_search_history(...),search_cart_content(...),open_camera_search(...),open_special_page(...),add_into_cart(...),delete_favorite_goods(...),1.0,0.22698183126717028,0.1282980542344136,0.12749998193913414,0.10633535627486794,0.06240278271856637,0.05563749375965945,0.05073892373805616,0.023908629752623433,0.011338702089193773
嘿YOYO，在抖音的商城里帮我找到那些销量高的“瑜伽垫”，我想看看最新的款式。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),open_search_history(...),delete_search_history(...),search_cart_content(...),open_special_page(...),delete_favorite_goods(...),open_customer_service(...),add_into_cart(...),1.0,0.2867884634627647,0.1716780098986978,0.11904567991057585,0.11625484103554909,0.0864419509254696,0.08539645825036435,0.01284138785971354,0.010889850100738428,0.01041533313719143
在抖音中搜索商城里的“智能手表”，记得按销量排序哦。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),open_search_history(...),search_cart_content(...),open_special_page(...),add_into_cart(...),delete_favorite_goods(...),open_camera_search(...),1.0,0.18975590402738654,0.17021838866634215,0.13542976885618072,0.10866896238638812,0.06937429335455285,0.03825576463089605,0.027789134177600604,0.011876355196035355,0.011134788543441333
嘿YOYO，帮我找到抖音商城里的瑜伽垫，按价格升序排列。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),search_cart_content(...),open_search_history(...),delete_search_history(...),open_special_page(...),open_camera_search(...),add_into_cart(...),delete_favorite_goods(...),1.0,0.2640557438733327,0.13583008348250858,0.10710327998537728,0.10495279961245674,0.0943480273185143,0.07605307168343856,0.02860570424872802,0.019535169981467444,0.002833584777063143
在抖音中搜索商城中的户外野餐篮，并按照价格从低到高排序。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),open_search_history(...),search_cart_content(...),open_special_page(...),open_camera_search(...),add_into_cart(...),rate_order(...),1.0,0.22229872905332881,0.13369419132853128,0.10677132894179472,0.0958958015097472,0.07772726621605305,0.05219174320295329,0.04365362736016985,0.022379387562119362,0.010198133856537738
嘿YOYO，帮我打开抖音，在商城里搜一下“复古风家居装饰”，然后按价格降序排列。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),open_search_history(...),delete_search_history(...),search_cart_content(...),open_special_page(...),open_stores_page(...),open_camera_search(...),add_into_cart(...),1.0,0.22562091194998823,0.17585205341793547,0.12115467419769461,0.11944261826428287,0.09255084534762022,0.06424083230821258,0.034246661379032865,0.018165683176404834,0.0064483850297397316
在抖音里面给我找找“户外运动装备”，记得按照价格从贵到便宜排。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),open_search_history(...),delete_search_history(...),open_special_page(...),search_cart_content(...),open_camera_search(...),delete_favorite_goods(...),add_into_cart(...),1.0,0.24450539922275258,0.1492530758075885,0.1095307702635273,0.10753116227774327,0.07267887326025459,0.06662517655063924,0.039864529818590184,0.012877465623231617,0.009756140756506403
嘿YOYO，帮我看看抖音里有没有关于“环保生活小技巧”的视频,search_order(...),search_goods(...),search_in_favorite_goods(...),open_search_history(...),open_camera_search(...),search_cart_content(...),search_stores(...),delete_search_history(...),open_special_page(...),open_goods_page(...),open_stores_page(...),1.0,0.8382195967649971,0.445015761775887,0.3670089151133527,0.33652935517852245,0.19562857702551806,0.1585496343516389,0.1579262623251781,0.1345700286895935,0.09841316684110753
抖音上搜一下“智能手表评测”,search_order(...),search_goods(...),search_in_favorite_goods(...),open_camera_search(...),open_search_history(...),search_cart_content(...),open_goods_page(...),open_stores_page(...),search_stores(...),open_customer_service(...),delete_search_history(...),1.0,0.4636973824237716,0.24081994261722042,0.2045153869298189,0.17900337672009406,0.16985188097565576,0.09022236989949323,0.07660405833135238,0.07657325766457686,0.07008662398089015
嘿YOYO，帮我查一下抖音极速版商城里的“复古相机”吧。,search_goods(...),search_goods(...),search_in_favorite_goods(...),open_search_history(...),search_cart_content(...),delete_search_history(...),search_stores(...),open_camera_search(...),open_special_page(...),open_customer_service(...),delete_favorite_goods(...),1.0,0.39335975746046875,0.12714559742195902,0.12483680506659026,0.10439297573606401,0.09082468878088995,0.08042280833629456,0.05151105587263517,0.050699864657945896,0.04258423991481862
在抖音极速版的商城中快速找到“智能手表”。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_cart_content(...),open_search_history(...),delete_search_history(...),search_stores(...),open_camera_search(...),delete_favorite_goods(...),open_stores_page(...),open_customer_service(...),1.0,0.48535279945375426,0.20291059757859234,0.16952157765152148,0.12958649854486454,0.12341387559509313,0.11492732593699714,0.04368176533035523,0.037207234440559636,0.03535647360822438
嘿YOYO，帮我找到抖音极速版里的那个卖复古相机配件的店铺吧。,search_stores(...),search_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_stores_page(...),open_favorite_stores(...),rate_order(...),open_search_history(...),open_orders_bought(...),order_to_purchase_goods(...),delete_search_history(...),1.0,0.340342015427113,0.30510350924927016,0.27968518451572183,0.17359756769172777,0.11264025344895176,0.11103977803132821,0.09449692508444575,0.08986319939627092,0.08718386620148126
在抖音极速版中快速定位到那个叫‘智能生活小工具’的商城店铺。,search_stores(...),open_stores_page(...),search_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_favorite_stores(...),open_customer_service(...),call_order_courier(...),open_logistics_receive(...),apply_after_sales(...),search_in_favorite_goods(...),1.0,0.8239746755430648,0.7896597810617978,0.6288143564768934,0.4079733310437733,0.15812447270357505,0.07942585587330131,0.05908070470045567,0.04959672086797194,0.017932492888898807
嘿YOYO，在抖音极速版的商城店铺里帮我搜一下“复古风家居装饰”，按综合排序。,search_stores(...),search_stores(...),open_stores_page(...),search_goods(...),search_in_favorite_stores(...),add_into_favorite_stores(...),order_to_purchase_goods(...),open_search_history(...),delete_search_history(...),open_favorite_stores(...),rate_order(...),1.0,0.5243976639467357,0.518745828521397,0.4195925750352801,0.296371062925779,0.1175837201186221,0.11632841590816692,0.113441916817929,0.09154935963201194,0.08152841187712266
YOYO，打开抖音极速版，去商城店铺搜索“智能健康手环”，记得选综合排序哦。,search_stores(...),search_goods(...),search_stores(...),open_stores_page(...),search_in_favorite_stores(...),add_into_favorite_stores(...),delete_search_history(...),open_search_history(...),search_in_favorite_goods(...),order_to_purchase_goods(...),open_camera_search(...),1.0,0.9993337960208143,0.6982289555105089,0.4520900403769986,0.24701863545322658,0.18943958903672645,0.1737607528093966,0.12483404019661652,0.05891316608024145,0.03246327601434698
嘿YOYO，在抖音极速版的商城店铺里帮我找找‘复古风家居装饰’，按销量排。,search_stores(...),search_stores(...),open_stores_page(...),search_goods(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_favorite_stores(...),order_to_purchase_goods(...),open_search_history(...),rate_order(...),delete_search_history(...),1.0,0.3121880797796121,0.3103544435042956,0.3065048037547645,0.24338770996619616,0.11871299374768711,0.10334775283200241,0.08416846508195763,0.07694282651651595,0.06690619530886935
YOYO，打开抖音极速版，去商城店铺搜‘智能手表’，记得按销量排序哦。,search_stores(...),search_stores(...),search_goods(...),open_stores_page(...),search_in_favorite_stores(...),add_into_favorite_stores(...),delete_search_history(...),open_search_history(...),order_to_purchase_goods(...),search_in_favorite_goods(...),rate_order(...),1.0,0.7822804098198612,0.47176837456641396,0.35774687773234426,0.1690347935950239,0.15939693933553412,0.14756340273087662,0.09971205972281583,0.061154327603514295,0.037860927186986394
嘿YOYO，帮我找到抖音极速版里的那个卖复古相机配件的店铺，按人气排。,search_stores(...),search_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_stores_page(...),open_favorite_stores(...),open_search_history(...),order_to_purchase_goods(...),rate_order(...),open_orders_bought(...),search_goods(...),1.0,0.29763701241788776,0.271252722352885,0.21022103035392795,0.19161997867592476,0.09881075259459818,0.09431506304800796,0.08553262259625687,0.08091797068610326,0.07943680133636978
在抖音极速版中搜索商城店铺，关键词是‘智能手表’，记得按人气排序哦。,search_stores(...),search_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),search_goods(...),open_stores_page(...),open_search_history(...),open_favorite_stores(...),order_to_purchase_goods(...),delete_search_history(...),rate_order(...),1.0,0.294427983403846,0.21854872490053331,0.20039388761173377,0.16102952365859832,0.13025065955917403,0.128728721610214,0.11066791593026412,0.09902184775794583,0.09816131057963577
嘿YOYO，帮我看看抖音极速版里的购物车有没有“复古风家居装饰”,search_cart_content(...),search_cart_content(...),open_cart_content(...),search_in_favorite_goods(...),delete_favorite_goods(...),open_favorite_goods(...),search_order(...),add_into_cart(...),search_in_favorite_stores(...),search_goods(...),open_logistics_receive(...),1.0,0.7160019030165405,0.3736814228065102,0.2523703861043807,0.14965421168095472,0.13908761774451792,0.12229824141638197,0.0943976709215527,0.05854733614728586,0.04867102229985053
在抖音极速版中查找我的购物车里是否有“智能语音助手,search_cart_content(...),search_cart_content(...),search_in_favorite_goods(...),open_cart_content(...),delete_favorite_goods(...),search_order(...),search_in_favorite_stores(...),open_favorite_goods(...),add_into_cart(...),open_search_history(...),open_logistics_receive(...),1.0,0.5308862249652602,0.5119904567372903,0.2551204303851233,0.19100484628693268,0.17119113732204974,0.1471283531012474,0.10125988865183162,0.08765943627724723,0.07902394223490071
嘿YOYO，帮我看看抖音极速版里的关注店铺有没有更新的瑜伽装备,search_in_favorite_stores(...),open_favorite_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),open_favorite_goods(...),open_stores_page(...),open_logistics_receive(...),search_in_favorite_goods(...),search_stores(...),open_orders_bought(...),open_cart_content(...),1.0,0.7964781618539262,0.5197289396119037,0.3905864665940937,0.19993711988583446,0.16118694573885578,0.13025319574895483,0.10114416289214107,0.09765840708045981,0.06753860742453023
在抖音极速版中查找我关注的店铺里有没有新的户外露营用品,search_in_favorite_stores(...),search_in_favorite_stores(...),open_favorite_stores(...),add_into_favorite_stores(...),search_stores(...),search_in_favorite_goods(...),open_stores_page(...),open_favorite_goods(...),search_cart_content(...),add_into_favorite_goods(...),order_to_purchase_goods(...),1.0,0.6893806544462373,0.5448483901097978,0.34782009510902917,0.3209957186726076,0.2938934564419508,0.12953279401182596,0.07323494559200268,0.050627633035724665,0.04453364100798518
嘿YOYO，在抖音极速版的商城里帮我搜一下“复古风家居装饰”，按综合排序显示。,search_goods(...),search_goods(...),search_stores(...),search_in_favorite_goods(...),delete_search_history(...),open_search_history(...),open_special_page(...),open_camera_search(...),search_cart_content(...),add_into_cart(...),open_customer_service(...),1.0,0.24887895246906624,0.2383229305684813,0.13672484651226985,0.13233366817902814,0.04984986852449169,0.032861448967579684,0.030121544665998406,0.021307491618460715,0.010480335596872037
YOYO，打开抖音极速版，去商城搜索“智能手环”，记得选综合排序哦。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),open_search_history(...),search_cart_content(...),open_camera_search(...),open_stores_page(...),open_customer_service(...),open_special_page(...),1.0,0.2771096622968536,0.14365460226070242,0.1359514493233317,0.1356282950098302,0.10773269735655712,0.07363819304245232,0.05558548495077072,0.02184263993407616,0.019866938425321588
嘿YOYO，帮我打开抖音极速版，在商城里找找‘复古风家居装饰’，销量高的优先。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),open_search_history(...),search_cart_content(...),open_stores_page(...),open_special_page(...),delete_favorite_goods(...),open_customer_service(...),1.0,0.308992646252597,0.2009364777064614,0.1315154985465677,0.12819120517458824,0.10034025416222792,0.07350940888062388,0.0426205646724601,0.016595717726368548,0.008117035924516146
在抖音极速版的商城中搜索‘智能运动手表’，记得按销量排序哦。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),open_search_history(...),search_cart_content(...),open_special_page(...),add_into_cart(...),open_camera_search(...),delete_favorite_goods(...),1.0,0.19584730421871843,0.15097338650556066,0.11555754718088171,0.09223314245022515,0.06718767852830605,0.04421807998809245,0.02468469585107165,0.01527324712609958,0.008160377362132144
嘿YOYO，在抖音极速版的商城里帮我找到一些关于瑜伽垫的东西，记得按价格从低到高排。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),search_cart_content(...),delete_search_history(...),open_search_history(...),open_special_page(...),open_camera_search(...),add_into_cart(...),delete_favorite_goods(...),1.0,0.25963594663847656,0.13627830138399694,0.12602767638108633,0.11381440932147567,0.09006645741390704,0.07829395226408485,0.035046445581346494,0.02226959534182349,0.014838634619922167
在抖音极速版中，去商城看看有没有适合学生用的笔记本电脑，价格从低到高排列。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_cart_content(...),search_stores(...),delete_search_history(...),open_special_page(...),open_search_history(...),add_into_cart(...),open_camera_search(...),open_stores_page(...),1.0,0.2416345423725295,0.13746609582833968,0.11504558582389765,0.0891306772104615,0.07999321018310848,0.07380203097665572,0.025726341402200155,0.0198818474050783,0.008979053769201719
嘿YOYO，帮我打开抖音极速版，在商城里搜寻一下“复古风家具”，然后把价格高的排在前面。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_cart_content(...),search_stores(...),delete_search_history(...),open_search_history(...),open_special_page(...),open_stores_page(...),open_camera_search(...),delete_favorite_goods(...),1.0,0.26529324554701805,0.14392342541812855,0.11912649209971825,0.0905008296877357,0.08965021727599648,0.0497207488438711,0.03791464921970423,0.03292342866226437,0.0085942074738401
在抖音极速版的商城中查找“智能手表”，并按照价格降序排列。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),open_search_history(...),delete_search_history(...),search_cart_content(...),open_special_page(...),add_into_cart(...),open_camera_search(...),call_order_courier(...),1.0,0.2646123672413677,0.16623142893501747,0.1196490017006731,0.11560595979223189,0.10510392246658488,0.060211192411178414,0.011735212647733737,0.010316619471923026,0.002005713801791144
嘿YOYO，帮我查一下抖音极速版里的“复古风家居装饰”订单,search_order(...),search_order(...),call_order_courier(...),open_invoice_page(...),search_cart_content(...),open_customer_service(...),open_cart_content(...),apply_after_sales(...),open_logistics_receive(...),open_orders_bought(...),open_goods_page(...),1.0,0.30201507942894584,0.22202312660840948,0.13903965945650335,0.11554885869645547,0.10946989615853929,0.10268544232389405,0.09498293669497412,0.07918259542887361,0.0717184505402285
在抖音极速版中搜索“智能手表”订单,search_order(...),search_order(...),search_in_favorite_goods(...),call_order_courier(...),search_cart_content(...),apply_after_sales(...),search_in_favorite_stores(...),search_goods(...),open_camera_search(...),open_search_history(...),open_customer_service(...),1.0,0.3218474123235242,0.2616739058323143,0.2279381827430762,0.09958455676591317,0.06291802675896252,0.06182546427807128,0.05844893455848596,0.04960957516489313,0.02615266958595767
嘿YOYO，在快手中的商城里帮我找找‘复古风家居装饰’吧。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),open_search_history(...),search_cart_content(...),open_camera_search(...),open_stores_page(...),open_special_page(...),add_into_cart(...),1.0,0.3436865846669916,0.1855486601456395,0.12114152453494352,0.10492732943693538,0.08304779033746987,0.06473251060973231,0.06327265073986162,0.04141255472617425,0.022415785472825866
YOYO，快手商城里的‘智能手表’给我搜一下。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_cart_content(...),delete_search_history(...),open_camera_search(...),open_search_history(...),search_stores(...),open_customer_service(...),delete_favorite_goods(...),call_order_courier(...),1.0,0.3706205050758053,0.16487068432569082,0.1266215144848745,0.1191128700774201,0.07939153242713931,0.05494533632210739,0.04906352901849517,0.04463669793086385,0.03971667559500359
嘿YOYO，帮我快手商城里找找那个最近很火的手工皂店铺吧,search_stores(...),search_stores(...),search_in_favorite_stores(...),search_goods(...),add_into_favorite_stores(...),open_stores_page(...),rate_order(...),open_search_history(...),open_favorite_stores(...),order_to_purchase_goods(...),delete_search_history(...),1.0,0.28645636525687496,0.22430090478269285,0.21279765684734556,0.18242681783069148,0.12353196059354249,0.12294251810474455,0.1051068923756435,0.10073163791022877,0.08339785424326063
快手里搜索一下商城店铺，看看有没有卖那种复古相机的,search_stores(...),search_stores(...),search_in_favorite_stores(...),add_into_favorite_stores(...),search_goods(...),open_stores_page(...),open_search_history(...),open_favorite_stores(...),order_to_purchase_goods(...),rate_order(...),delete_search_history(...),1.0,0.3302210221491945,0.23385099496686068,0.19897948153902525,0.18803995058367612,0.14646628047042048,0.14146750464988145,0.11176385804061333,0.10969703074852283,0.09868879699619788
嘿YOYO，在快手中的商城里帮我找到一些关于瑜伽装备的东西，按照综合排序。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),open_special_page(...),delete_search_history(...),search_cart_content(...),open_search_history(...),open_camera_search(...),add_into_cart(...),open_invoice_page(...),1.0,0.22682094765722144,0.15933134564224352,0.08841338925824553,0.08725730802116102,0.08679184263114474,0.06466113767210172,0.023386821569572037,0.0006554764924275182,0.0
快手商城里有没有最新的科技产品？给我按综合排序看看。,search_goods(...),search_goods(...),search_stores(...),open_special_page(...),search_in_favorite_goods(...),delete_search_history(...),open_search_history(...),sign_in(...),open_favorite_goods(...),open_stores_page(...),rate_order(...),1.0,0.3187217247764455,0.21439366060257314,0.16838048018592155,0.11231372488233606,0.07694058314883757,0.033443817078548516,0.013923099806140121,0.0,0.0
嘿YOYO，帮我快手商城搜一下最新的瑜伽垫，销量高的。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),open_search_history(...),open_special_page(...),search_cart_content(...),open_camera_search(...),manage_order_logistics_status(...),add_into_cart(...),1.0,0.2755190932831476,0.17221857540400481,0.12303253066677929,0.10431505324456611,0.06386210480839472,0.05415532967725648,0.02290067177895212,0.016934936941000758,0.012043288915952804
快手里面商城的运动鞋，按销量给我排一下。,search_goods(...),search_goods(...),search_stores(...),search_in_favorite_goods(...),search_cart_content(...),open_special_page(...),delete_search_history(...),open_search_history(...),delete_favorite_goods(...),apply_price_protection(...),open_cart_content(...),1.0,0.22351637821683415,0.21256300144912169,0.1138259168934601,0.10893721258104674,0.05429297882868554,0.04054283401469543,0.024943537270703,0.010355472937946959,0.006556656510051564
嘿YOYO，在快手中的商城里帮我找到一些关于瑜伽垫的东西，记得按价格从低到高排。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),search_cart_content(...),delete_search_history(...),open_search_history(...),open_special_page(...),open_camera_search(...),add_into_cart(...),open_invoice_page(...),1.0,0.2588653460171079,0.12392998009579133,0.118151730817336,0.08607312832735085,0.08010055370743023,0.078911612822428,0.014044112088838838,0.010710353938762629,0.0
YOYO，快手商城里的户外运动装备，特别是帐篷，给我按价格升序排列一下。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),open_special_page(...),search_cart_content(...),delete_search_history(...),open_search_history(...),open_stores_page(...),open_camera_search(...),open_invoice_page(...),1.0,0.21979605154692414,0.20659460892405715,0.11338181132519896,0.08682482004328891,0.07326177518930466,0.05294284637222883,0.012261879492347227,0.008448230684944682,0.0
嘿YOYO，在快手中的商城里帮我找到最新的时尚女装，然后按照价格降序排列。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),open_special_page(...),delete_search_history(...),open_search_history(...),search_cart_content(...),open_stores_page(...),add_into_cart(...),open_invoice_page(...),1.0,0.235219320454642,0.21831659479542445,0.10314062577429685,0.09491139446139125,0.08237625972021997,0.058413647835319625,0.02645318795221145,0.014073070532668161,0.0
YOYO，快手商城里的户外运动装备给我搜一下，记得按价格从高到低排好。,search_goods(...),search_goods(...),search_in_favorite_goods(...),search_stores(...),delete_search_history(...),open_search_history(...),open_special_page(...),search_cart_content(...),open_camera_search(...),add_into_cart(...),delete_favorite_goods(...),1.0,0.2531660790873319,0.17614502294265785,0.1123618175274364,0.08176298395129851,0.08158931391871678,0.038303906107105413,0.0316707013043466,0.01203487070432818,0.011158012000483813
嘿YOYO，帮我查一下快手上的“有机蔬菜”订单,search_order(...),search_order(...),call_order_courier(...),open_invoice_page(...),open_customer_service(...),search_cart_content(...),open_cart_content(...),open_logistics_receive(...),apply_after_sales(...),open_orders_bought(...),open_goods_page(...),1.0,0.31788725548408836,0.23958397033753365,0.13841277688065667,0.13732696006932185,0.13184280597210424,0.1214110525801514,0.10312773336447503,0.09143179376569004,0.06975003659280903
