user_input,ground_truth_output,model_output,overall_correct,bleu_1,bleu_2,bleu_3,bleu_4,rouge_1,rouge_2,rouge_l,gt_categories,model_categories,category_correct,gt_app_names,model_app_names,app_name_correct,delay_seconds
得物每天签到有什么奖励吗？,<Plan>#签到#在$得物$中查看每天签到奖励</Plan><Finish>,<Plan>#签到#在$得物$中查看签到奖励</Plan><Finish>,0,1.0000,0.9722,0.9429,0.9118,0.9583,0.9375,0.9737,['签到'],['签到'],1,['得物'],['得物'],1,1.3379
在dy的商城关注列表里查一下“海尔官方旗舰店”还在不在。,<Plan>#收藏#在$抖音$中搜索关注列表中的海尔官方旗舰店</Plan><Finish>,<Plan>#收藏#在$抖音$中查看收藏夹中的海尔官方旗舰店</Plan><Finish>,0,0.8889,0.8636,0.8372,0.8095,0.8571,0.8500,0.8791,['收藏'],['收藏'],1,['抖音'],['抖音'],1,1.4045
YoYo助手，我在抖音收藏过几个杯子，能帮我找出来吗？,<Plan>#收藏#在$抖音$中打开收藏夹查找杯子</Plan><Finish>,<Plan>#收藏#在$抖音$中查看收藏夹中的杯子</Plan><Finish>,0,0.9250,0.8462,0.7895,0.7297,0.9020,0.8235,0.9000,['收藏'],['收藏'],1,['抖音'],['抖音'],1,1.2613
在抖音极速版里帮我找一下有没有收藏三只松鼠这个店铺。,<Plan>#收藏#在$抖音极速版$中查看收藏的三只松鼠店铺</Plan><Finish>,<Plan>#收藏#在$抖音极速版$中查看收藏的店铺中是否有三只松鼠</Plan><Finish>,0,0.9184,0.8542,0.7872,0.7391,0.9538,0.8780,0.9149,['收藏'],['收藏'],1,['抖音极速版'],['抖音极速版'],1,1.6762
我想在抖音极速版里查看我之前收藏的商品，能帮我吗？,<Plan>#收藏#在$抖音极速版$中查看我之前收藏的商品</Plan><Finish>,<Plan>#收藏#在$抖音极速版$中查看收藏夹</Plan><Finish>,0,0.9744,0.9211,0.8649,0.8333,0.8727,0.8451,0.9157,['收藏'],['收藏'],1,['抖音极速版'],['抖音极速版'],1,1.2513
YoYo，我想在快手里查看我之前收藏的好物，能教我怎么操作吗？,<Plan>#收藏#在$快手$中查看之前收藏的好物</Plan><Finish>,<Plan>#收藏#在$快手$中查看收藏夹</Plan><Finish>,0,0.9722,0.9143,0.8529,0.8182,0.8750,0.8438,0.9211,['收藏'],['收藏'],1,['快手'],['快手'],1,1.1365
快手极速版中我的收藏商品在哪里查看？告诉我具体的操作步骤呗。,<Plan>#收藏#在$快手极速版$中查看我的收藏商品</Plan><Finish>,<Plan>#收藏#在$快手极速版$中查看收藏商品</Plan><Finish>,0,1.0000,0.9744,0.9474,0.9189,0.9630,0.9429,0.9756,['收藏'],['收藏'],1,['快手极速版'],['快手极速版'],1,1.2664
我想在拼夕夕里面找找有没有收藏的收纳鞋架。,<Plan>#收藏#在$拼多多$中搜索收藏中的收纳鞋架</Plan><Finish>,<Plan>#收藏#在$拼多多$中查看收藏夹中的收纳鞋架</Plan><Finish>,0,0.9302,0.8810,0.8293,0.8000,0.9020,0.8767,0.9412,['收藏'],['收藏'],1,['拼多多'],['拼多多'],1,1.4056
YoYo，快帮我打开拼夕夕里的收藏夹看看还有哪些没买的东西！,<Plan>#收藏#在$拼多多$中打开收藏夹</Plan><Finish>,<Plan>#收藏#在$拼多多$中打开收藏夹</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['拼多多'],['拼多多'],1,1.1826
拼多多里关注的店铺怎么查看啊？教教我呗！,<Plan>#收藏#在$拼多多$中查看关注的店铺</Plan><Finish>,<Plan>#收藏#在$拼多多$中查看关注的店铺</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['拼多多'],['拼多多'],1,1.2209
淘宝网收藏夹里的“户外装备优选”这个关键词对应的宝贝你能不能找到？,<Plan>#收藏#在$淘宝$中搜索收藏夹中的户外装备优选</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹里关键词为户外装备优选的宝贝</Plan><Finish>,0,0.8200,0.7347,0.6667,0.5957,0.8438,0.7561,0.8511,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.6395
在淘宝网关注列表里搜索“三只松鼠”这家店。,<Plan>#收藏#在$淘宝$中搜索关注列表里“三只松鼠”这家店</Plan><Finish>,<Plan>#收藏#在$淘宝$中搜索三只松鼠</Plan><Finish>,0,1.0000,0.9444,0.8857,0.8235,0.8333,0.8108,0.8810,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.2827
我想在淘宝商城里找找我之前关注的店铺，怎么操作呢？,<Plan>#收藏#在$淘宝$中查看之前关注的店铺</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏的店铺</Plan><Finish>,0,0.9474,0.9189,0.8889,0.8571,0.9231,0.8955,0.9231,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.2234
淘宝商城里那些我特别关注的店铺最近有优惠活动吗？,<Plan>#收藏#在$淘宝$中查看特别关注的店铺优惠活动</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹里特别关注的店铺优惠活动</Plan><Finish>,0,0.9167,0.8936,0.8696,0.8444,0.9697,0.9383,0.9565,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.5706
淘宝网里能看我关注的店铺做直播吗？怎么操作啊？,<Plan>#收藏#在$淘宝$中查看关注的店铺直播</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹中的店铺直播</Plan><Finish>,0,0.9048,0.8780,0.8500,0.8205,0.9455,0.9014,0.9268,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.3354
淘宝最近关注的店铺上新了吗？帮我查一下呗！,<Plan>#收藏#在$淘宝$中查看最近关注的店铺上新</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹中关注的店铺上新</Plan><Finish>,0,0.9091,0.8837,0.8571,0.8293,0.9492,0.9067,0.9302,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.4971
淘宝app里有没有办法让我看到我收藏的宝贝？,<Plan>#收藏#在$淘宝$中查看收藏的宝贝</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹</Plan><Finish>,0,0.9722,0.9429,0.9118,0.8788,0.9333,0.9032,0.9459,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.1548
请帮我查一下淘宝商城的收藏列表里哪些商品最近降价了？,<Plan>#收藏#在$淘宝$中打开收藏列表并查看最近降价的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏列表里最近降价的商品</Plan><Finish>,0,0.9778,0.9091,0.8372,0.7857,0.9375,0.8750,0.9130,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.3776
YOYO，快帮我查一下淘宝上我收藏的已买商品列表！,<Plan>#收藏#在$淘宝$中查看收藏里的已买商品列表</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹中已买商品列表</Plan><Finish>,0,0.9535,0.9286,0.9024,0.8750,0.9474,0.9189,0.9535,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.4273
淘宝里的收藏品库存紧张吗？帮我查一查！,<Plan>#收藏#在$淘宝$中查看收藏品库存情况</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹中商品库存</Plan><Finish>,0,0.9268,0.8750,0.8205,0.7632,0.9231,0.8696,0.9383,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.3093
YOYO，能帮我查查淘宝商城收藏的已下架商品吗？,<Plan>#收藏#在$淘宝$中查看收藏中的已下架商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹中已下架商品</Plan><Finish>,0,0.9762,0.9268,0.9000,0.8718,0.9630,0.9167,0.9762,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.4394
YoYo，快帮我看看我在淘宝网收藏夹里最近七天收藏了啥好东西。,<Plan>#收藏#在$淘宝$中查看最近七天收藏的好东西</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹里最近七天收藏了啥好东西</Plan><Finish>,0,0.8750,0.8298,0.7826,0.7333,0.9180,0.8718,0.9231,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.6808
我在淘宝网里30天内收藏的商品怎么查看啊？,<Plan>#收藏#在$淘宝$中查看30天内收藏的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看30天内收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.3773
淘宝里我收藏的商品怎么找？我想看90天内的。,<Plan>#收藏#在$淘宝$中筛选90天内收藏的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹中90天内的商品</Plan><Finish>,0,0.9091,0.8372,0.7619,0.7073,0.9123,0.8378,0.8837,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.4979
YoYo，帮我看看淘宝里半年前收藏的商品还在不在了。,<Plan>#收藏#在$淘宝$中查看半年前收藏的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看半年前收藏的商品</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.2595
请帮我筛选出淘宝上我去年这个时候收藏的商品。,<Plan>#收藏#在$淘宝$中查看去年这个时候收藏的商品</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看我去年这个时候收藏的商品</Plan><Finish>,0,0.9778,0.9545,0.9302,0.9048,0.9836,0.9610,0.9888,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.3216
YoYo，我在淘宝商城收藏的东西能按时间最近排列吗？,<Plan>#收藏#在$淘宝$中查看收藏的东西并按时间最近排列</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹按时间最近排列</Plan><Finish>,0,0.9767,0.9524,0.9268,0.9000,0.9180,0.9091,0.9438,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.3689
YOYO，快帮我看看淘宝收藏里的商品怎么按最早收藏的排序。,<Plan>#收藏#在$淘宝$中查看收藏的商品按照最早收藏的时间排序</Plan><Finish>,<Plan>#收藏#在$淘宝$中查看收藏夹按最早收藏排序</Plan><Finish>,0,0.9767,0.9048,0.8537,0.8000,0.8814,0.8312,0.9130,['收藏'],['收藏'],1,['淘宝'],['淘宝'],1,1.3870
YoYo，帮我查一下我在京东收藏的商品里有没有降糖奶粉。,<Plan>#收藏#在$京东$中查看收藏商品里是否有降糖奶粉</Plan><Finish>,<Plan>#收藏#在$京东$中查看收藏夹里有没有降糖奶粉</Plan><Finish>,0,0.9318,0.8837,0.8571,0.8293,0.9000,0.8571,0.9213,['收藏'],['收藏'],1,['京东'],['京东'],1,1.4383
京东APP的关注篮球鞋店铺列表怎么找啊？,<Plan>#收藏#在$京东$中打开收藏夹，筛选篮球鞋店铺</Plan><Finish>,<Plan>#收藏#在$京东$中查看关注的篮球鞋店铺列表</Plan><Finish>,0,0.8372,0.7857,0.7317,0.6750,0.7869,0.7632,0.8276,['收藏'],['收藏'],1,['京东'],['京东'],1,1.3885
啊，我刚刚登录京东账号，想看看我之前收藏的记录还在不在，你能帮我查一下吗？,<Plan>#收藏#在$京东$中查看收藏记录</Plan><Finish>,<Plan>#收藏#在$京东$中查看收藏夹</Plan><Finish>,0,0.9722,0.9429,0.9118,0.8788,0.9333,0.9180,0.9589,['收藏'],['收藏'],1,['京东'],['京东'],1,1.1596
京东里的收藏商品降价了吗？,<Plan>#收藏#在$京东$中查看收藏商品降价情况</Plan><Finish>,<Plan>#收藏#在$京东$中查看收藏商品降价情况</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['京东'],['京东'],1,1.2671
京东里面的收藏商品有做活动的吗？赶紧给我查一下！,<Plan>#收藏#在$京东$中查看收藏商品是否有做活动</Plan><Finish>,<Plan>#收藏#在$京东$中查看收藏夹里有活动的商品</Plan><Finish>,0,0.9302,0.8333,0.7561,0.7250,0.8966,0.8108,0.8837,['收藏'],['收藏'],1,['京东'],['京东'],1,1.3895
我想在京东上看收藏夹里哪些商品现在有货，怎么操作？,<Plan>#收藏#在$京东$中查看收藏夹里哪些商品现在有货</Plan><Finish>,<Plan>#收藏#在$京东$中查看收藏夹里有货的商品</Plan><Finish>,0,0.9762,0.9024,0.8250,0.7949,0.9310,0.8533,0.8966,['收藏'],['收藏'],1,['京东'],['京东'],1,1.3966
京东JD收藏里的下架商品能显示出来吗？,<Plan>#收藏#在$京东$中查看收藏里的下架商品</Plan><Finish>,<Plan>#收藏#在$京东$中查看收藏夹里的下架商品</Plan><Finish>,0,0.9762,0.9512,0.9250,0.8974,0.9818,0.9577,0.9880,['收藏'],['收藏'],1,['京东'],['京东'],1,1.3809
我想看看我在京东商城里关注的店铺都有哪些。,<Plan>#收藏#在$京东$中查看关注的店铺</Plan><Finish>,<Plan>#收藏#在$京东$中查看关注的店铺</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['京东'],['京东'],1,1.1894
快点搜一下我在天猫收藏夹里的戴森吸尘器！,<Plan>#收藏#在$天猫$中搜索收藏夹中的戴森吸尘器</Plan><Finish>,<Plan>#收藏#在$天猫$中查看收藏夹里的戴森吸尘器</Plan><Finish>,0,0.9302,0.8810,0.8293,0.7750,0.9123,0.8649,0.9302,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.5862
天猫商城里的收藏夹还能找回来吗？我都找不到入口了！,<Plan>#收藏#在$天猫$中打开收藏夹</Plan><Finish>,<Plan>#收藏#在$天猫$中打开收藏夹</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.1642
天猫的收藏夹里是不是有些商品最近降价了？,<Plan>#收藏#在$天猫$中查看收藏夹中降价商品</Plan><Finish>,<Plan>#收藏#在$天猫$中查看收藏夹里最近降价的商品</Plan><Finish>,0,0.9091,0.8605,0.8095,0.7805,0.9286,0.8767,0.9412,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.3934
YoYo，我在天猫上收藏的东西太多，怎么找到那些我已经买过的？,<Plan>#收藏#在$天猫$中查找收藏夹里已购买的商品</Plan><Finish>,<Plan>#收藏#在$天猫$中查看收藏夹中已购买的商品</Plan><Finish>,0,0.9535,0.9048,0.8537,0.8000,0.9474,0.8919,0.9535,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.3954
天猫里的收藏夹低库存商品在哪里看？,<Plan>#收藏#在$天猫$中查看收藏夹中低库存商品</Plan><Finish>,<Plan>#收藏#在$天猫$中查看收藏夹低库存商品</Plan><Finish>,0,1.0000,0.9750,0.9487,0.9211,1.0000,0.9577,0.9880,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.3078
快帮我打开天猫，看看我收藏夹里面有没有失效的商品。,<Plan>#收藏#在$天猫$中查看收藏夹中的失效商品</Plan><Finish>,<Plan>#收藏#在$天猫$中查看收藏夹中失效的商品</Plan><Finish>,0,1.0000,0.9268,0.8750,0.8462,1.0000,0.9167,0.9762,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.3015
天猫里面我的收藏夹最近七天有没有收藏的商品啊？怎么查看？,<Plan>#收藏#在$天猫$中查看收藏夹最近七天有没有收藏的商品</Plan><Finish>,<Plan>#收藏#在$天猫$中查看收藏夹中最近七天收藏的商品</Plan><Finish>,0,0.9783,0.9333,0.8864,0.8372,0.9655,0.9000,0.9574,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.4817
我想看看我最近30天在天猫商城收藏的所有商品，能显示出来吗？,<Plan>#收藏#在$天猫$中查看收藏夹中30天收藏的所有商品</Plan><Finish>,<Plan>#收藏#在$天猫$中查看最近30天收藏的所有商品</Plan><Finish>,0,0.9556,0.9318,0.9070,0.8810,0.9492,0.9114,0.9348,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.4460
YOYO，快帮我找找我在天猫上最近90天收藏了哪些好东西。,<Plan>#收藏#在$天猫$中查看最近90天收藏的好东西</Plan><Finish>,<Plan>#收藏#在$天猫$中查看最近90天收藏的商品</Plan><Finish>,0,0.9535,0.9286,0.9024,0.8750,0.9123,0.9067,0.9425,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.3874
我在天猫商城里之前半年收藏的商品怎么找？,<Plan>#收藏#在$天猫$中查看之前半年收藏的商品</Plan><Finish>,<Plan>#收藏#在$天猫$中查看半年前收藏的商品</Plan><Finish>,0,1.0000,0.9250,0.8718,0.8421,0.9818,0.9014,0.9639,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.2633
天猫里面我之前收藏的好物，一年过去了还有吗啊？,<Plan>#收藏#在$天猫$中查看收藏夹中一年前收藏的好物</Plan><Finish>,<Plan>#收藏#在$天猫$中查看收藏夹</Plan><Finish>,0,1.0000,0.9714,0.9412,0.9091,0.8800,0.8529,0.8889,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.1451
YOYO，帮我把天猫收藏夹里的商品按最近收藏的排序显示一下。,<Plan>#收藏#在$天猫$中打开收藏夹并按最近收藏的排序显示商品</Plan><Finish>,<Plan>#收藏#在$天猫$中查看收藏夹按最近收藏排序</Plan><Finish>,0,0.9535,0.8571,0.7561,0.6750,0.8333,0.7692,0.8913,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.3683
YoYo，帮我把天猫收藏夹里的商品按最早收藏的时间排一下。,<Plan>#收藏#在$天猫$中查看收藏夹并按最早收藏的时间排序</Plan><Finish>,<Plan>#收藏#在$天猫$中查看收藏夹按最早收藏时间排序</Plan><Finish>,0,1.0000,0.9545,0.9070,0.8571,0.9667,0.9231,0.9783,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.4231
带我去天猫关注店铺里面逛逛。,<Plan>#收藏#在$天猫$中查看关注店铺</Plan><Finish>,<Plan>#收藏#在$天猫$中打开收藏夹</Plan><Finish>,0,0.8611,0.8286,0.7941,0.7576,0.8085,0.8065,0.8493,['收藏'],['收藏'],1,['天猫'],['天猫'],1,1.1346
在闲鱼市场里帮我找一下收藏夹里的“复古蓝牙音箱”。,<Plan>#收藏#在$闲鱼$中搜索收藏夹里的复古蓝牙音箱</Plan><Finish>,<Plan>#收藏#在$闲鱼$中查看收藏夹里的复古蓝牙音箱</Plan><Finish>,0,0.9545,0.9302,0.9048,0.8780,0.9333,0.9211,0.9545,['收藏'],['收藏'],1,['闲鱼'],['闲鱼'],1,1.4278
YoYo，我想在闲鱼查看我之前收藏的东西，能帮我吗？,<Plan>#收藏#在$闲鱼$中查看我之前收藏的东西</Plan><Finish>,<Plan>#收藏#在$闲鱼$中查看收藏夹</Plan><Finish>,0,0.9722,0.9143,0.8529,0.8182,0.8571,0.8308,0.9091,['收藏'],['收藏'],1,['闲鱼'],['闲鱼'],1,1.2111
快！带我去闲鱼看看哪些收藏里的宝贝刚刚降价了！,<Plan>#收藏#在$闲鱼$中查看收藏里的宝贝降价信息</Plan><Finish>,<Plan>#收藏#在$闲鱼$中查看收藏里降价的宝贝</Plan><Finish>,0,1.0000,0.9250,0.8462,0.7895,0.9643,0.8889,0.9286,['收藏'],['收藏'],1,['闲鱼'],['闲鱼'],1,1.3807
在闲鱼二手上，我之前收藏的有效东西怎么找啊？,<Plan>#收藏#在$闲鱼$中打开收藏的有效东西</Plan><Finish>,<Plan>#收藏#在$闲鱼$中查看收藏夹</Plan><Finish>,0,0.9167,0.8571,0.7941,0.7576,0.7917,0.7812,0.8684,['收藏'],['收藏'],1,['闲鱼'],['闲鱼'],1,1.2012
帮我检查一下闲鱼市场里我收藏的宝贝有没有失效的好不好？,<Plan>#收藏#在$闲鱼$中查看我收藏的宝贝是否失效</Plan><Finish>,<Plan>#收藏#在$闲鱼$中查看收藏夹中失效的宝贝</Plan><Finish>,0,0.9524,0.8537,0.7500,0.6923,0.9286,0.8219,0.8941,['收藏'],['收藏'],1,['闲鱼'],['闲鱼'],1,1.4307
YoYo，帮我打开抖音火山版里的收藏夹，看看我之前收藏的那些杯子还在不在。,<Plan>#收藏#在$抖音火山版$中打开收藏夹</Plan><Finish>,<Plan>#收藏#在$抖音火山版$中查看收藏夹</Plan><Finish>,0,0.9487,0.9211,0.8919,0.8611,0.9200,0.9091,0.9487,['收藏'],['收藏'],1,['抖音火山版'],['抖音火山版'],1,1.2435
我想在阿里巴巴查看收藏夹里的乐高积木，能帮我吗？,<Plan>#收藏#在$阿里巴巴$中搜索收藏夹中的乐高积木</Plan><Finish>,<Plan>#收藏#在$阿里巴巴$中查看收藏夹里的乐高积木</Plan><Finish>,0,0.9318,0.8837,0.8333,0.7805,0.9286,0.8684,0.9318,['收藏'],['收藏'],1,['阿里巴巴'],['阿里巴巴'],1,1.4184
YoYo，在阿里巴巴上找一下有没有关注卖复古风窗帘的店铺。,<Plan>#收藏#在$阿里巴巴$中查找关注的卖复古风窗帘的店铺</Plan><Finish>,<Plan>#收藏#在$阿里巴巴$中搜索复古风窗帘店铺并关注</Plan><Finish>,0,0.9333,0.8409,0.7442,0.6905,0.8923,0.8049,0.8696,['收藏'],['收藏'],1,['阿里巴巴'],['阿里巴巴'],1,1.3648
YoYo，快帮我打开阿里巴巴看看我关注的店铺有哪些！,<Plan>#收藏#在$阿里巴巴$中查看关注的店铺</Plan><Finish>,<Plan>#收藏#在$阿里巴巴$中查看我关注的店铺</Plan><Finish>,0,0.9756,0.9500,0.9231,0.8947,0.9818,0.9577,0.9877,['收藏'],['收藏'],1,['阿里巴巴'],['阿里巴巴'],1,1.2583
我的宝贝收藏怎么在阿里巴巴上找不到啊？,<Plan>#收藏#在$阿里巴巴$中打开收藏夹</Plan><Finish>,<Plan>#收藏#在$阿里巴巴$中查看收藏夹</Plan><Finish>,0,0.9474,0.9189,0.8889,0.8571,0.9130,0.9062,0.9474,['收藏'],['收藏'],1,['阿里巴巴'],['阿里巴巴'],1,1.1523
YoYo，帮我看看阿里巴巴里我收藏的商品有没有降价的。,<Plan>#收藏#在$阿里巴巴$中查看我收藏的商品是否降价</Plan><Finish>,<Plan>#收藏#在$阿里巴巴$中查看收藏夹中降价的商品</Plan><Finish>,0,0.9545,0.8605,0.7619,0.7073,0.9310,0.8312,0.8989,['收藏'],['收藏'],1,['阿里巴巴'],['阿里巴巴'],1,1.3624
