用户输入,标准答案,模型输出,时延(秒),格式正确率,综合准确率(函数名+参数名+闭域值),完整匹配准确率,函数名准确率,参数结构准确率,参数名-精确率,参数名-召回率,参数名-F1,闭域参数值-准确率,开域参数值-Fuzz相似度,开域参数值-BLEU1,开域参数值-BLEU2,开域参数值-BLEU3,开域参数值-BLEU4,开域参数值-ROUGE1,开域参数值-ROUGE2,开域参数值-ROUGEL
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""search_in_favorite_goods"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""open_favorite_goods"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""filter_type"": {""type"": ""string"", ""description"": ""在商品收藏夹中具体应用的筛选条件"", ""enum"": [""无"", ""降价"", ""已买过"", ""低库存"", ""失效"", ""7天内"", ""30天内"", ""90天内"", ""半年前"", ""一年前""]}, ""order_type"": {""type"": ""string"", ""description"": ""查看商品收藏夹时使用的商品排列方式"", ""enum"": [""无"", ""最近收藏在前"", ""最早收藏在前""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_favorite_stores"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并按照条件进行筛选"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""filter_type"": {""type"": ""string"", ""description"": ""在店铺收藏夹中具体应用的筛选条件"", ""enum"": [""无""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""ask_human"", ""description"": ""使用这个工具向用户发起提问用来补充信息，当发现调用的工具缺少必填信息时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""inquire"": {""type"": ""string"", ""description"": ""想要向用户提问的问题""}}, ""required"": [""inquire""]}}},{""type"": ""function"", ""function"": {""name"": ""get_reference_info"", ""description"": ""获取关于指代信息的详细内容，当发现用户输入的内容包含指代实体时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""entity"": {""type"": ""string"", ""description"": ""用户输入内容中的指代实体，如'我家','公司','爸爸','妈妈'等""}}, ""required"": [""entity""]}}},{""type"": ""function"", ""function"": {""name"": ""not_support"", ""description"": ""针对无正确可用工具场景，提示用户当前功能不支持"", ""parameters"": {}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在天猫中翻看收藏夹中半年前收藏的宝贝","[['1', 'open_favorite_goods(app=""天猫"", order_type=""无"", filter_type=""半年前"")']]","[['2', 'open_favorite_goods(app=""天猫"", filter_type=""半年前"", order_type=""无"")]']",0.9200327396392822,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""open_logistics_receive"", ""description"": ""打开显示已购商品信息的界面，查看相关物流信息，并根据物流情况进行筛选"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""filter_type"": {""type"": ""string"", ""description"": ""在订单界面依据物流情况进行筛选的筛选条件"", ""enum"": [""无""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""ask_human"", ""description"": ""使用这个工具向用户发起提问用来补充信息，当发现调用的工具缺少必填信息时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""inquire"": {""type"": ""string"", ""description"": ""想要向用户提问的问题""}}, ""required"": [""inquire""]}}},{""type"": ""function"", ""function"": {""name"": ""get_reference_info"", ""description"": ""获取关于指代信息的详细内容，当发现用户输入的内容包含指代实体时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""entity"": {""type"": ""string"", ""description"": ""用户输入内容中的指代实体，如'我家','公司','爸爸','妈妈'等""}}, ""required"": [""entity""]}}},{""type"": ""function"", ""function"": {""name"": ""not_support"", ""description"": ""针对无正确可用工具场景，提示用户当前功能不支持"", ""parameters"": {}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在快手极速版中的商城查看物流","[['1', 'open_logistics_receive(app=""快手极速版"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=""快手极速版"", filter_type=""无"")']]",0.8638389110565186,1,1,1,1,1,100.0,100.0,100.0,100.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""open_orders_bought"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表，例如待付款、待收货、待评价等。"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""order_status"": {""type"": ""string"", ""description"": ""订单状态，如待发货、待付款、待评价等"", ""enum"": [""无"", ""全部"", ""待付款"", ""待发货"", ""待收货"", ""待评价"", ""退款中""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_orders_sold"", ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表，例如待付款、待收货、待评价等。"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""order_status"": {""type"": ""string"", ""description"": ""订单状态，如待发货、待付款、待评价等"", ""enum"": [""无"", ""我发布的"", ""在卖"", ""草稿"", ""已下架"", ""全部"", ""待付款"", ""待发货"", ""待收货"", ""待评价"", ""退款中""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_orders_all_review"", ""description"": ""在app应用程序中查看待评价状态的订单列表，在不指定购买还是售卖的订单时，及全都要看时使用。"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""search_order"", ""description"": ""在app应用程序中搜索订单"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索内容""}, ""order_status"": {""type"": ""string"", ""description"": ""对订单的限定条件，例如退款售后、我发布的、我卖出的等"", ""enum"": [""无"", ""我发布的"", ""我卖出的"", ""我买到的""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""ask_human"", ""description"": ""使用这个工具向用户发起提问用来补充信息，当发现调用的工具缺少必填信息时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""inquire"": {""type"": ""string"", ""description"": ""想要向用户提问的问题""}}, ""required"": [""inquire""]}}},{""type"": ""function"", ""function"": {""name"": ""get_reference_info"", ""description"": ""获取关于指代信息的详细内容，当发现用户输入的内容包含指代实体时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""entity"": {""type"": ""string"", ""description"": ""用户输入内容中的指代实体，如'我家','公司','爸爸','妈妈'等""}}, ""required"": [""entity""]}}},{""type"": ""function"", ""function"": {""name"": ""not_support"", ""description"": ""针对无正确可用工具场景，提示用户当前功能不支持"", ""parameters"": {}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在闲鱼中查看我买到的待评价宝贝","[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待评价"")']]","[['1', 'open_orders_all_review(app=""闲鱼"")']]",0.5951895713806152,1,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""search_goods"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}, ""order_type"": {""type"": ""string"", ""description"": ""搜索结果的排列方式"", ""enum"": [""无"", ""综合 "", ""销量"", ""价格从低到高"", ""价格从高到低"", ""按评论数从高到低""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""search_stores"", ""description"": ""在app程序中依据名称搜索店铺，可以使用筛选器限制搜索结果，也可以指定搜索结果的排序方式"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}, ""filter_type"": {""type"": ""string"", ""description"": ""对搜索结果进行筛选的条件"", ""enum"": [""无""]}, ""order_type"": {""type"": ""string"", ""description"": ""搜索结果的排列方式"", ""enum"": [""无""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""open_search_history"", ""description"": ""打开app程序的搜索历史界面"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""delete_search_history"", ""description"": ""清除app中的搜索历史"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_camera_search"", ""description"": ""打开app程序的图片搜索功能"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在京东中搜索二次元联名手账套装使用综合排序","[['1', 'search_goods(app=""京东"", search_info=""二次元联名手账套装"", order_type=""综合 "")']]","[['1', 'search_goods(app=""京东"", search_info=""二次元联名手账套装"", order_type=""综合 "")']]",1.0726733207702637,1,1,1,1,1,100.0,100.0,100.0,100.0,100.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""search_goods"", ""description"": ""在app程序中依据名称搜索商品，可以指定搜索结果的排序方式"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}, ""order_type"": {""type"": ""string"", ""description"": ""搜索结果的排列方式"", ""enum"": [""无"", ""商品"", ""综合 "", ""销量"", ""价格从低到高"", ""价格从高到低""]}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""open_search_history"", ""description"": ""打开app程序的搜索历史界面"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""delete_search_history"", ""description"": ""清除app中的搜索历史"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_camera_search"", ""description"": ""打开app程序的图片搜索功能"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""ask_human"", ""description"": ""使用这个工具向用户发起提问用来补充信息，当发现调用的工具缺少必填信息时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""inquire"": {""type"": ""string"", ""description"": ""想要向用户提问的问题""}}, ""required"": [""inquire""]}}},{""type"": ""function"", ""function"": {""name"": ""get_reference_info"", ""description"": ""获取关于指代信息的详细内容，当发现用户输入的内容包含指代实体时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""entity"": {""type"": ""string"", ""description"": ""用户输入内容中的指代实体，如'我家','公司','爸爸','妈妈'等""}}, ""required"": [""entity""]}}},{""type"": ""function"", ""function"": {""name"": ""not_support"", ""description"": ""针对无正确可用工具场景，提示用户当前功能不支持"", ""parameters"": {}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在得物中查看日本厨刀的高价优先列表","[['1', 'search_goods(app=""得物"", search_info=""日本厨刀"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=""得物"", search_info=""日本厨刀"", order_type=""价格从高到低"")']]",1.1314616203308105,1,1,1,1,1,100.0,100.0,100.0,100.0,100.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""open_favorite_goods"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""filter_type"": {""type"": ""string"", ""description"": ""在商品收藏夹中具体应用的筛选条件"", ""enum"": [""无""]}, ""order_type"": {""type"": ""string"", ""description"": ""查看商品收藏夹时使用的商品排列方式"", ""enum"": [""无""]}}, ""required"": [""app""]}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在抖音火山版中查看收藏的宝贝","[['1', 'open_favorite_goods(app=""抖音火山版"", order_type=""无"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=""抖音火山版"", filter_type=""无"", order_type=""无"")]']",0.979083776473999,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""open_customer_service"", ""description"": ""在app应用程序中联系客服"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""ask_human"", ""description"": ""使用这个工具向用户发起提问用来补充信息，当发现调用的工具缺少必填信息时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""inquire"": {""type"": ""string"", ""description"": ""想要向用户提问的问题""}}, ""required"": [""inquire""]}}},{""type"": ""function"", ""function"": {""name"": ""get_reference_info"", ""description"": ""获取关于指代信息的详细内容，当发现用户输入的内容包含指代实体时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""entity"": {""type"": ""string"", ""description"": ""用户输入内容中的指代实体，如'我家','公司','爸爸','妈妈'等""}}, ""required"": [""entity""]}}},{""type"": ""function"", ""function"": {""name"": ""not_support"", ""description"": ""针对无正确可用工具场景，提示用户当前功能不支持"", ""parameters"": {}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在拼多多中联系官方客服","[['1', 'open_customer_service(app=""拼多多"")']]","[['1', 'open_customer_service(app=""拼多多"")']]",0.5108335018157959,1,1,1,1,1,100.0,100.0,100.0,100.0,,,,,,,,
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""open_orders_bought"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表，例如待付款、待收货、待评价等。"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""order_status"": {""type"": ""string"", ""description"": ""订单状态，如待发货、待付款、待评价等"", ""enum"": [""无"", ""待付款"", ""待收货"", ""我的评价"", ""待分享"", ""待发货"", ""退款售后""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""search_order"", ""description"": ""在app应用程序中搜索订单"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索内容""}, ""order_status"": {""type"": ""string"", ""description"": ""对订单的限定条件，例如退款售后、我发布的、我卖出的等"", ""enum"": [""无""]}}, ""required"": [""app"", ""search_info""]}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在拼多多中查看待发货订单","[['1', 'open_orders_bought(app=""拼多多"", order_status=""待发货"")']]","[['1', 'open_orders_bought(app=""拼多多"", order_status=""待发货"")']]",0.7618248462677002,1,1,1,1,1,100.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""open_cart_content"", ""description"": ""在app应用程序中查看购物车/采购车（阿里巴巴的叫法）指定类型的商品"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}, ""filter_type"": {""type"": ""string"", ""description"": ""指定的商品类型，如现货、降价、送礼、凑单等"", ""enum"": [""无"", ""送礼"", ""凑单"", ""跨店满减"", ""降价""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""search_cart_content"", ""description"": ""在app应用程序中查看购物车/采购车（阿里巴巴的叫法）查找商品"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索内容""}}, ""required"": [""app"", ""search_info""]}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在京东中搜索购物车里的智能空气炸锅","[['1', 'search_cart_content(app=""京东"", search_info=""智能空气炸锅"")']]","[['2', 'search_cart_content(app=""京东"", search_info=""智能空气炸锅"")']]",0.7643229961395264,1,1,0,1,1,100.0,100.0,100.0,100.0,100.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""open_orders_bought"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表，例如待付款、待收货、待评价等。"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""order_status"": {""type"": ""string"", ""description"": ""订单状态，如待发货、待付款、待评价等"", ""enum"": [""无"", ""待付款"", ""待发货"", ""待收货"", ""待评价"", ""退款售后""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""search_order"", ""description"": ""在app应用程序中搜索订单"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索内容""}, ""order_status"": {""type"": ""string"", ""description"": ""对订单的限定条件，例如退款售后、我发布的、我卖出的等"", ""enum"": [""无""]}}, ""required"": [""app"", ""search_info""]}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在淘宝中查看待收货宝贝","[['1', 'open_orders_bought(app=""淘宝"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""淘宝"", order_status=""待收货"")']]",0.8050844669342041,1,1,1,1,1,100.0,100.0,100.0,100.0,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""open_cart_content"", ""description"": ""在app应用程序中查看购物车/采购车（阿里巴巴的叫法）指定类型的商品"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}, ""filter_type"": {""type"": ""string"", ""description"": ""指定的商品类型，如现货、降价、送礼、凑单等"", ""enum"": [""无"", ""送礼"", ""凑单"", ""跨店满减"", ""降价""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""search_cart_content"", ""description"": ""在app应用程序中查看购物车/采购车（阿里巴巴的叫法）查找商品"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""应用名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索内容""}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""ask_human"", ""description"": ""使用这个工具向用户发起提问用来补充信息，当发现调用的工具缺少必填信息时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""inquire"": {""type"": ""string"", ""description"": ""想要向用户提问的问题""}}, ""required"": [""inquire""]}}},{""type"": ""function"", ""function"": {""name"": ""get_reference_info"", ""description"": ""获取关于指代信息的详细内容，当发现用户输入的内容包含指代实体时非常有用。"", ""parameters"": {""type"": ""object"", ""properties"": {""entity"": {""type"": ""string"", ""description"": ""用户输入内容中的指代实体，如'我家','公司','爸爸','妈妈'等""}}, ""required"": [""entity""]}}},{""type"": ""function"", ""function"": {""name"": ""not_support"", ""description"": ""针对无正确可用工具场景，提示用户当前功能不支持"", ""parameters"": {}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在京东中检查购物车中的降价商品","[['1', 'open_cart_content(app=""京东"", filter_type=""降价"")']]","[['1', 'open_cart_content(app=""京东"", filter_type=""降价"")]']",0.7026374340057373,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
"你是一个智能助手，专门负责调用各种工具来帮助用户解决问题。你可以根据用户的需求选择一个或多个合适的工具并正确调用它们。
 在<tools></tools>标签中为你提供了详细的工具列表。
 
 <tools>
 {""type"": ""function"", ""function"": {""name"": ""search_in_favorite_goods"", ""description"": ""在app程序中打开收藏的、喜爱、想要或关注商品的页面，并在其中的搜索栏中进行搜索"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""search_in_favorite_stores"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并在其中的搜索栏搜索商品"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""search_info"": {""type"": ""string"", ""description"": ""搜索的具体内容""}}, ""required"": [""app"", ""search_info""]}}},{""type"": ""function"", ""function"": {""name"": ""open_favorite_goods"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面，并按照条件进行筛选"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""filter_type"": {""type"": ""string"", ""description"": ""在商品收藏夹中具体应用的筛选条件"", ""enum"": [""无"", ""降价"", ""促销"", ""有货"", ""下架""]}, ""order_type"": {""type"": ""string"", ""description"": ""查看商品收藏夹时使用的商品排列方式"", ""enum"": [""无""]}}, ""required"": [""app""]}}},{""type"": ""function"", ""function"": {""name"": ""open_favorite_stores"", ""description"": ""在app程序中打开收藏的喜爱或关注店铺的页面，并按照条件进行筛选"", ""parameters"": {""type"": ""object"", ""properties"": {""app"": {""type"": ""string"", ""description"": ""app应用程序的名称""}, ""filter_type"": {""type"": ""string"", ""description"": ""在店铺收藏夹中具体应用的筛选条件"", ""enum"": [""无""]}}, ""required"": [""app""]}}}
 </tools>
 
 针对用户给你的每个问题或任务，你必须输出DSL格式的工具调用结果，示例如下：
 [['1', '工具名称1(参数1=""参数值1"", 参数2=""参数值2"")'], ['2', '工具名称2(参数1=""参数值1"")']]
 
 用户的问题或任务是:""在京东中检查收藏夹中的降价商品情况","[['1', 'open_favorite_goods(app=""京东"", order_type=""无"", filter_type=""降价"")']]","[['1', 'open_favorite_goods(app=""京东"", filter_type=""降价"")]])",0.7025156021118164,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,
